გამოსხივება	გამოსხივ ებ ა
მიაგნო	მია გნ ო
აზნაურები	ა ზნაურ ები
რეფორმა	რე ფორმ ა
გამოიყენებენ	გამოი ყენებ ენ
თეორემა	თეო რემ ა
რვაწახნაგა	რვა წახნაგ ა
ნადირობაში	ნადირ ობ აში
იატაკიდან	ია ტაკ იდან
ტუფი	ტუ ფ ი
დაჭრეს	და ჭრ ეს
ცხოველისა	ცხოველ ისა
არკვევს	ა რკვევ ს
უკანონო	უ კანონ ო
შედეგი	შე დეგ ი
ანაზღაურებით	ანაზღაურებ ით
კალციუმის	კალ ციუმ ის
მხედართმთავარმა	მხედართ მთავარ მა
გვირგვინიც	გვირგვინ იც
დელეგაციის	დელეგ აცი ის
დედაქალაქთან	დედა ქალაქ თან
იაპონიამ	იაპონ ი ამ
ხელსაწყოებით	ხელსაწყ ოებ ით
ხარისხის	ხარისხ ის
იმიტირებული	იმი ტირებ ული
სიმრავლეში	სიმრავლ ე ში
დარბაზ	და რბაზ
ნაკლებობის	ნაკლებ ობ ის
იჯარა	ი ჯარ ა
მინსკის	მინ სკ ის
ბლოკს	ბლოკ ს
ქიმიაში	ქიმი აში
ახალქალაქის	ახალ ქალაქ ის
კომიციები	კომ იცი ები
გამოსადეგი	გამოსა დეგ ი
ბორცვები	ბორ ცვ ები
პროდუქციის	პროდუ ქცი ის
ფენომენალური	ფე ნომენ ალური
მექანიკურად	მექან იკ ურად
სიუზენ	სი უ ზენ
სერბეთის	სერ ბეთ ის
სვანთა	ს ვან თა
ჭავჭავაძეს	ჭავჭავა ძ ეს
ცერემონიისას	ცერემონი ისას
საფლავი	სა ფლავ ი
დაძაბულობის	დაძაბ ულობ ის
ეწევი	ე წევ ი
მუსიკოსი	მუსიკ ოს ი
ყაზბეგი	ყაზ ბეგ ი
დააბრუნეს	დაა ბრუნ ეს
გზამ	გზ ამ
ჯაფარიძე	ჯაფარიძ ე
ათეულ	ათ ეულ
მატრიცა	მ ატრიც ა
საქმიანობამ	საქმ იანობ ამ
ამარცხებდა	ა მარცხებ და
საშა	სა შ ა
მიმდგომი	მი მდგომ ი
აცტეკების	აც ტეკ ების
დედამ	დედ ამ
გაიწმინდა	გაი წმინდ ა
ლაითი	ლა ითი
არჩეულ	ა რჩეულ
ბელარუსული	ბელა რუს ული
გამოეწვია	გამო ეწვ ია
ღვაწლმოსილი	ღვაწ ლ მოსილი
ლითონები	ლითო ნ ები
ტბისპირა	ტბ ისპირ ა
გარსშემორტყმულია	გარსშემო რტყმ ულია
ოკეანიის	ოკეან იის
ვიკიმედიის	ვიკი მედი ის
დამოუკიდებლობისათვის	დამოუკიდ ებლობ ისათვის
ისეთია	ის ეთ ია
გეგმავს	გეგმ ავ ს
სააღდგომო	სააღ დგომ ო
ვეშაპი	ვეშ აპ ი
სახელიც	სა ხელ იც
აუკრძალა	აუ კრძალ ა
ჰერალდიკური	ჰერალდ იკ ური
მინაშენს	მინ აშენ ს
მტერმა	მ ტერ მა
კოლხური	კოლ ხ ური
მოციქულ	მო ციქულ
სულთნის	სულთ ნ ის
ქალთან	ქა ლ თან
ბონოს	ბონ ოს
დამაკავშირებელი	დამაკავშირ ებელ ი
მშვენიერება	მშვენიერ ება
ნამრავლის	ნა მრავლ ის
ევროკომისიის	ევრო კომისი ის
საპროცესო	სა პროცეს ო
მონები	მ ონ ები
პოსტები	პოსტ ები
ტფილისის	ტ ფილ ისის
შევიდოდა	შე ვიდ ოდა
შეხვედრებში	შე ხვედრ ებში
პალატა	პალატ ა
მრავალ	მრავალ
შრედ	შ რე დ
გაგრა	გა გრ ა
ივლის	ივ ლის
აუცილებელია	აუცილ ებელ ია
გავაკეთებინე	გავა კეთებ ინე
მიახლოებული	მი ახლოებ ული
ფრანკო	ფრან კ ო
ქვეყნის	ქვეყნ ის
მავნებელია	მავნ ებელ ია
აიძულა	ა იძულ ა
გამთბარი	გამთ ბარ ი
რეზერფორდი	რეზერ ფორდ ი
ლანდშაფტებს	ლანდშა ფტ ებს
სვანურ	ს ვან ურ
ფორმატში	ფორმ ატ ში
გამსახურდია	გამსახურ დ ია
რადიკალური	რადი კალ ური
არსებობისათვის	არსებ ობ ისათვის
ზეგანის	ზე გან ის
სახელმწიფოს	სახელმწიფ ო ს
მინერალის	მინე რალ ის
სათხოვნელად	სათხოვ ნელ ად
აღთქმაში	აღ თქმ აში
წინა	წინა
დიზაინს	დიზაი ნ ს
ერთმანეთს	ერთმა ნეთ ს
ოზილმა	ოზ ილ მა
მირზა	მირ ზა
შემოიჭრნენ	შემო იჭრ ნენ
კილოგრამს	კილო გრამ ს
დამადასტურებელი	დამადასტურ ებელ ი
ლორი	ლორ ი
ბრიტანეთისა	ბრიტა ნეთ ისა
ნათელაშვილის	ნა თელ აშვილის
საქსოვი	სა ქსოვ ი
ათვალიერებ	ა თვალიერებ
ფასების	ფა ს ების
ჩამოიტოვა	ჩამოი ტოვ ა
უორენი	უორ ენ ი
წინამორბედები	წინამორ ბედ ები
ხელებზე	ხელ ებზე
მიწითაა	მ იწ ითაა
ოფიცრების	ოფიც რ ების
მერმა	მე რ მა
ნახევარ	ნახევ არ
იზოტოპებს	იზო ტოპ ებს
რეკომენდებული	რეკომენდ ებ ული
სარდალი	სარდ ალ ი
უკანასკნელთა	უკანა სკნელ თა
გამოაცოცხლა	გამოა ცოცხლ ა
სორბონის	სორ ბონ ის
თანაბარია	თან აბარ ია
სომეხმა	სო მეხ მა
ძვლისა	ძ ვლ ისა
სუნი	ს უნ ი
ჟინვალი	ჟინ ვალი
ორდენები	ორ დენ ები
საწოლს	სა წოლ ს
დევიდი	დე ვიდ ი
სამსახური	სა მსახურ ი
ქალის	ქა ლ ის
რეპეტიციები	რე პეტიცი ები
ნიშში	ნ იშ ში
მარტში	მარტ ში
ჩუქურთმით	ჩუქურთმ ით
მნახველები	მნა ხველ ები
პეტრესა	პეტრ ეს ა
პალავების	პალა ვებ ის
სემინარიაში	სემი ნარი აში
სატრფო	ს ატრფ ო
თავისადმი	თავ ის ადმი
ეფექტი	ეფექტ ი
ბიძგი	ბიძგ ი
მოძრაობის	მოძრა ობ ის
დადიან	დად იან
იმარჯვეს	იმარჯვ ეს
მანუელიანი	მანუელ იანი
კიროვან	კირ ოვან
ინტერვალი	ინტერ ვალ ი
სელაპების	სელ აპ ების
ღირშესანიშნაობად	ღირშესა ნიშნაობ ად
სამკუთხედს	სამ კუთხედ ს
ჯარისკაცად	ჯარის კაც ად
ბუდაპეშტი	ბუდაპეშ ტ ი
გაერთიანებით	გა ერთიანებ ით
მუნიციპალიტეტებს	მუნიციპალ იტეტ ებს
ჟურნალებში	ჟურნ ალ ებში
ხაზობრივი	ხაზ ობრივი
ტანისამოსში	ტანისამო ს ში
მოსდევს	მო სდევ ს
ნაშრომებით	ნა შრომ ებით
კანოეს	კანო ე ს
მიავლინეს	მი ავლინ ეს
კარენის	კარ ენ ის
მოგვითხრობენ	მოგვი თხრობ ენ
კულტურისა	კულტურ ისა
კულტურად	კულტურ ად
გადასახლდნენ	გადა სახლ დნენ
სახელზეა	სა ხელ ზეა
თავდაცვის	თავდაცვ ის
ნოვას	ნოვ ა ს
ჟამთააღმწერელი	ჟამთააღმ წერ ელი
ხელთ	ხელ თ
სხივის	სხივ ის
დაუფლებოდა	და უფლებ ოდა
მღრღნელებით	მღრღ ნელ ებით
ედიქტის	ედიქტ ის
ტრიტონი	ტრი ტონ ი
ოროროს	ორო რო ს
პატიმარი	პატი მარ ი
ცვლილებების	ცვლ ილებ ების
შატლის	შა ტლ ის
გადაღებულია	გადა ღებ ულია
სენატში	სენ ატ ში
სისქის	სის ქ ის
დაპირისპირებული	დაპირისპირ ებ ული
ურთიერთქმედებით	ურთიერთ ქმედებ ით
ნუბიის	ნუ ბი ის
მთავართა	მთავარ თა
ბურუსითაა	ბ ურ უსითაა
დიაპაზონში	დიაპა ზონ ში
ბრწყინვალედ	ბრწყინ ვალ ედ
სტრასბურგის	სტრას ბურგ ის
ქრისტესი	ქრისტ ეს ი
გამოჯანმრთელების	გამო ჯანმრთელ ების
კრავს	კრავ ს
შექმნა	შე ქმნ ა
აკაკის	აკ აკ ის
დემონები	დემ ონ ები
ხობისწყლის	ხობ ისწყლ ის
გადამღები	გადამ ღებ ი
ბანკნოტი	ბანკ ნოტ ი
მანასკერტის	მა ნასკერტ ის
შეჯახება	შე ჯახებ ა
აბდელ	აბდ ელ
ელჩი	ელ ჩ ი
რაიონებთან	რაიონ ებ თან
სტადიონ	სტადი ონ
იოთამ	ი ოთ ამ
დამოუკიდებლობა	დამოუკიდ ებლობ ა
ლუოს	ლუ ოს
მოუწოდეს	მოუ წოდ ეს
მეჩხერ	მე ჩხერ
მოძებნეს	მო ძებნ ეს
გადავა	გადა ვ ა
ვაჟებთან	ვ აჟ ებთან
იქიდან	ი ქ იდან
ბეჭდების	ბეჭდ ების
არქმევენ	ა რქმევ ენ
ლელას	ლე ლ ას
აიცილა	აიც ილ ა
ლიდერად	ლი დერ ად
მთავრობების	მთავრობ ების
ნათიას	ნა თი ას
ტრანსფორმაციის	ტრანს ფორმაცი ის
ფლეიტას	ფლე იტ ას
წოდებაც	წოდებ აც
სახუმარო	სახუ მარ ო
სტანდარტებთან	სტ ანდარტ ებთან
პოტოსის	პოტ ოს ის
ტოტი	ტოტ ი
პიესები	პი ეს ები
სინოდმა	სი ნოდ მა
ყოფნისას	ყოფნ ისას
განსაზღვრა	გან საზღვრ ა
სპეციალისტის	სპეცი ალისტ ის
კანოეთი	კანო ე თი
გეოსინკლინური	გეოსინ კლინ ური
აბრამსი	აბრამ ს ი
ებრძოლა	ე ბრძოლ ა
ფუნდამენტური	ფუნდა მენტ ური
სიცოცხლის	სი ცოცხლ ის
პრესას	პრ ეს ას
დორტმუნდი	დორტ მუნდ ი
იოსებ	იოს ებ
სკოლაა	ს კოლ აა
მაქსიმუმ	მა ქსიმუმ
დავათის	და ვათ ის
აუგო	აუ გ ო
დაკავშირებული	დაკავშირ ებულ ი
დისიდენტების	დის იდენტ ების
სიბრძნით	სიბრძ ნ ით
რგოლებით	რ გოლ ებით
კართაგენელებს	კართაგენ ელ ებს
მოჩვენებებს	მო ჩვენებ ებს
გასამგზავრებლად	გასა მგზავრ ებლად
დასრულებამდე	და სრულებ ამდე
ნატეხების	ნა ტეხ ების
იწოდა	ი წოდ ა
პოზიციებს	პოზიცი ებს
გორაზე	გორ აზე
ჩავა	ჩა ვ ა
ბლოკირებული	ბლოკ ირებ ული
აზერბაიჯანი	აზერბაი ჯან ი
რეიტინგით	რეიტინგ ით
ჰიტების	ჰ იტ ების
სეკრეციის	სეკრე ცი ის
ანიმაციის	ანიმ აცი ის
შემუშავებაში	შე მუშავებ აში
ნატეხი	ნა ტეხ ი
აიაქსს	აია ქს ს
დაობლდა	და ობლ და
ენციკლოპედიის	ენციკლოპე დი ის
სკულპტურებს	სკულპ ტურ ებს
ცაო	ცა ო
ძარცვას	ძარცვ ას
მიწებიდან	მიწ ებ იდან
აღმოუჩინეს	აღმოუ ჩინ ეს
რედაქციებში	რედაქცი ებში
თუშური	თ უშ ური
ეგვიპტელი	ეგვიპტ ელ ი
ნავის	ნა ვ ის
ქვესკნელის	ქვე სკნელ ის
დაწყობილი	და წყობილ ი
უღელქვეშ	უღ ელ ქვეშ
ძრავების	ძრავ ების
არსებად	არსებ ად
ვაკე	ვა კე
ყველი	ყველ ი
ადგილებს	ადგილ ებ ს
მაურიების	მაუ რი ების
ბეტმენის	ბეტ მენ ის
ველებსა	ველ ებ სა
ჩანაწერებით	ჩანა წერებ ით
აზარტული	აზარ ტ ული
გამოსახავენ	გამო სახავ ენ
სახლებით	სახლებ ით
ვიცე	ვი ც ე
კენედიმ	კენ ედ იმ
ინტერიერს	ინტერ იერ ს
ბაზების	ბაზ ების
განრისხდა	გან რისხ და
ვაშლის	ვა შლ ის
ქურდები	ქურ დ ები
დადაბლებული	დადაბლ ებულ ი
ექსპორტს	ექსპორტ ს
ბელადს	ბელ ად ს
მინიჭების	მი ნიჭებ ის
დარგობრივი	დარ გ ობრივი
თათები	თა თ ები
ანტუანი	ანტუ ან ი
დაცურავს	და ცურავ ს
დაპყრობები	და პყრობ ები
გადმოსვლა	გადმო სვლ ა
ნადირ	ნადირ
ბაბას	ბ აბ ას
ხარჯის	ხარჯ ის
ავანგარდული	ავან გარდ ული
ნაწარმოებებია	ნაწარმოებ ებ ია
თოფის	თ ოფ ის
ტოტენჰემი	ტოტენ ჰემ ი
უროს	ურ ოს
იზიარებდა	ი ზიარებ და
ქვეკლასი	ქვე კლასი
მომხიბვლელი	მომხიბვლ ელ ი
პოლიტიკოს	პოლიტ იკოს
ოლიმპიურ	ოლიმპ იურ
ემბლემა	ემბ ლემ ა
სახლისა	სა ხლ ისა
მიყვა	მი ყვ ა
ეშვებიან	ე შვებ იან
დაედოს	დაე დო ს
მათე	მა თ ე
ბოლესლავ	ბოლე სლავ
ნაქალაქარი	ნა ქალაქარი
ბრიტანელ	ბრიტა ნელ
ბუნებაში	ბუნ ებ აში
ნახევარია	ნახევ არ ია
არბევდნენ	ა რბევ დნენ
ჰიტლერის	ჰიტლერ ის
ტრანსფორმაცია	ტრანს ფორმაცი ა
კონცეფციით	კონცეფ ცი ით
ბურთულას	ბუ რთულ ას
ჰუნთა	ჰუ ნ თა
დახრის	და ხრ ის
ფეოდალებთან	ფეოდალ ებთან
განჭვრეტა	განჭ ვრ ეტა
ტექნოლოგიების	ტექნოლოგი ების
გარეუბანში	გარეუ ბან ში
დაკრძალულია	და კრძალ ულია
თასზე	თა ს ზე
გაბონის	გა ბონ ის
მიმოფრენისას	მიმო ფრენ ისას
მოციქულების	მო ციქულ ების
ბაზისბანკი	ბაზ ის ბანკი
დამრეცი	დამრ ეც ი
მანუელ	მანუელ
დინებით	დინ ებ ით
ინიშნება	ი ნიშნ ება
კარა	კ არ ა
ფანჯარა	ფან ჯარ ა
გვიან	გვიან
პიველი	პი ველ ი
მისისიპი	მისის იპ ი
ტალახი	ტალ ახ ი
ჭამას	ჭამ ას
მსმენელებს	მსმე ნელ ებს
იჭერენ	ი ჭერ ენ
ჩუქურთმა	ჩუქურთმ ა
იქნა	ი ქნ ა
აწვდიდა	აწვ დი და
გამოეყვანა	გამო ეყვან ა
ინდოელი	ინდო ელ ი
დასჯერდა	დას ჯერ და
დეკორატიულობის	დეკორ ატიულ ობის
ნომერი	ნო მერ ი
მოწმობა	მოწმ ობ ა
მაცნე	მა ცნ ე
გადატრიალებით	გადა ტრიალებ ით
მხრივ	მხრივ
პოლიგინია	პოლი გინ ია
მოპოვებისა	მო პოვებ ისა
მეორეული	მეორ ე ული
მრუდე	მრ უდ ე
გორილას	გო რილ ას
გამოსახულებაში	გამოსახ ულებ აში
ჩაწერილი	ჩა წერილ ი
პარლამენტში	პარლამენტ ში
გამოაგდეს	გამო აგდ ეს
იუნესკოს	იუნე სკ ოს
კონკისტადორებმა	კონკისტა დორ ებმა
სუბიექტის	სუბი ექტ ის
განსხვავებულმა	განსხვა ვებულ მა
სოჭი	სო ჭ ი
მოწამვლის	მო წამვლ ის
ჩამოაყალიბა	ჩამოა ყალიბ ა
გატარების	გა ტარებ ის
იკავებდნენ	ი კავებ დნენ
ისეთებიც	ის ეთ ებიც
კლდეებში	კლ დე ებში
ახმოვანებენ	ა ხმოვანებ ენ
კამარების	კა მარ ების
დანკანმა	დან კან მა
ვაჟების	ვ აჟ ების
დურინის	დურ ინ ის
წარმოშობის	წარმოშ ობ ის
ყაზახი	ყაზ ახ ი
ქვემეხი	ქვე მეხ ი
განცხადებების	გან ცხადებ ების
ბაღის	ბაღ ის
თირკმლების	თირკმ ლ ების
მოადგილეა	მო ადგილე ა
ცენტრებში	ცენტრ ებში
სკანდალში	სკანდ ალ ში
ფსკერზე	ფს კერ ზე
მიდგომა	მი დგომ ა
ბარამიძე	ბარამ იძე
საბერძნეთის	საბერძ ნეთ ის
ბანაბას	ბან აბ ას
კეისარი	კე ისარ ი
სწერს	ს წერ ს
უთანხმოებას	უთანხმო ებ ას
ტალღის	ტალღ ის
ადგილთა	ადგილ თა
მანგროს	მ ანგ როს
მოგვარდა	მო გვარ და
უჩინმაჩინის	უჩინმა ჩინ ის
პეინს	პე ინ ს
შავიზღვისპირეთში	შავი ზღვისპირეთ ში
შეცდომა	შეც დომ ა
დაკარგვამდე	დაკარ გვ ამდე
ალკოჰოლის	ალკოჰოლ ის
გურიასა	გუ რი ასა
უკუნისამდე	უკუ ნისამდე
წონასწორობის	წონა სწორობ ის
ისწავლებოდა	ი სწავლ ებოდა
დიზაინით	დიზაი ნ ით
ინტერპრეტაციის	ინტერპრე ტაცი ის
ჰო	ჰო
წილკნის	წილ კნ ის
წაკითხვას	წა კითხვ ას
განმასხვავებელ	განმასხვავებ ელ
ფანჯრები	ფან ჯრ ები
ჩუს	ჩუ ს
ნილს	ნილ ს
ტემპები	ტემ პ ები
დახვეწილი	და ხვეწილ ი
კეთილგანწყობის	კეთილგან წყობ ის
ბიოსფერო	ბი ოსფერ ო
ლექსებსა	ლექს ებ სა
აღმომჩენად	აღმომ ჩენ ად
ბორბალოს	ბორ ბალ ოს
იაპონელ	იაპონ ელ
მოწვევების	მო წვევ ების
შედეგია	შე დეგ ია
საეთერო	სა ეთერ ო
სიიდან	სი იდან
უფლისწულის	უფლ ისწულ ის
უთანხმოებამ	უთანხმო ებ ამ
ძირის	ძირ ის
ილექებოდა	ი ლექ ებოდა
დატოტვილია	დატოტ ვილ ია
ნონა	ნო ნ ა
სახურავი	სა ხურავ ი
სუბიექტურ	სუბი ექტ ურ
თავში	თა ვ ში
მოწყალების	მო წყალ ების
გოლუმს	გოლ უმ ს
კალიგრაფიული	კალი გრაფი ული
ავსტრალიისა	ავსტრა ლი ისა
ლესტერ	ლე სტერ
დამფუძნებლის	დამფუძნ ებლ ის
ლოდი	ლ ოდ ი
ახლად	ახლ ად
ნავეს	ნავ ეს
გვთავაზობს	გვ თავაზობ ს
იამაიკა	იამა იკ ა
ხორვატების	ხორ ვატ ების
შედგენას	შე დგენ ას
ეჟენ	ე ჟენ
კუნძულებიდან	კუნძ ულებ იდან
სილამაზესა	სი ლამაზ ესა
შეეძლებათ	შეე ძლებ ათ
შესთავაზებს	შეს თავაზ ებს
გასწია	გა სწი ა
ჯერალდ	ჯერ ალდ
ქარებით	ქარ ებით
გარემოცვაში	გარემო ცვ აში
არტურ	არტ ურ
სიღრმისეული	სი ღრმ ისეული
წერილებს	წერილ ებ ს
ჩრდილოეთში	ჩრდილო ეთ ში
სეზონური	სე ზონ ური
ინტეგრაცია	ინტეგრ აცი ა
დაღესტნელთა	დაღესტ ნ ელთა
ანანური	ანან ურ ი
ფარულ	ფარ ულ
წყალგაუმტარი	წყალგაუმ ტარ ი
შეფერილობით	შეფერ ილობ ით
აღმოსავლეთით	აღმო სავლეთ ით
ქალზე	ქა ლ ზე
იაპონიაში	იაპონ ი აში
უქმნიდნენ	უ ქმნ იდნენ
პლებეური	პ ლებე ური
ბუტლეგურ	ბუ ტ ლეგურ
დავათვალიერე	დავ ათვალიერ ე
კიევისა	კი ევ ისა
სალაშქრო	სა ლაშქრ ო
ხუმრობით	ხუმრ ობ ით
გრიბოედოვის	გრი ბო ედოვის
ხორცი	ხორ ც ი
გამოგონებული	გამო გონებ ული
დრეიკის	დრე იკ ის
კოლონიას	კოლონი ას
დედამისის	დედ ამის ის
უზბეკები	უზბეკ ები
მინიჭებულ	მი ნიჭებ ულ
სერვერზე	სერ ვერ ზე
ვაჟას	ვ აჟ ას
გადავიღეთ	გადა ვიღ ეთ
პართიელების	პართი ელ ების
სათავსია	ს ათავს ია
შეჩერდნენ	შე ჩერ დნენ
ნამგლისებრი	ნა მგლ ისებრი
გაექცნენ	გა ექც ნენ
დატოვება	და ტოვ ება
ნისლიან	ნის ლ იან
ბაზალტის	ბაზ ალტ ის
კენტავრი	კენ ტავრ ი
სუბკულტურა	სუბ კულტურ ა
სტრესი	სტრ ეს ი
გამორიცხავს	გამო რიცხ ავს
ნაპირები	ნა პირებ ი
დროშისა	დროშ ისა
კეთილშობილური	კეთილ შობილ ური
განზრახვის	განზრახ ვ ის
რაზმებით	რა ზმ ებით
ავსტრიელებმა	ავსტ რიელ ებმა
ველოდებით	ველ ოდებით
აკადემიისა	აკადემი ისა
ლორდების	ლორ დ ების
ნალექებს	ნა ლექ ებს
მწვრთნელობის	მ წვრთნელ ობის
ექსპორტის	ექსპორტ ის
რეფერენდუმში	რეფერენ დუმ ში
ბუში	ბუ ში
აგილერას	აგი ლერ ას
ინება	ინ ება
მთლიანადაა	მთ ლიან ადაა
მიერთებულ	მი ერთებ ულ
სერვერი	სერ ვერ ი
მწვადების	მწვა დებ ის
სოლომონს	სოლო მონ ს
დაჰყვება	და ჰყვ ება
კომიტეტთან	კომ იტეტ თან
გამოჩნდება	გამო ჩნდ ება
საბჭოური	საბჭო ური
შემდეგნაირად	შემ დეგ ნაირად
ხელშეუხებელი	ხელშე უხ ებელი
კერპებისთვის	კერ პ ებისთვის
ჩეროკების	ჩერ ოკ ების
სიყვარულსა	სი ყვარულ სა
სელჩუკები	სელ ჩუკ ები
ფილოსოფოს	ფილოსოფ ოს
მოიგერია	მოი გერი ა
სახსოვრად	სა ხსოვრ ად
დაშავდა	და შავ და
თამაშზე	თამაშ ზე
ინფლაციის	ინფლ აცი ის
დეკემბერსა	დეკ ემბერ სა
საცეცები	საც ეც ები
სახელწოდებების	სახელ წოდებ ების
ზიზღი	ზიზღ ი
მიეტოვებინა	მიე ტოვებინ ა
საკიდი	სა კიდ ი
რეგისტრაცია	რეგისტრ აცი ა
ბავშვების	ბავშვ ებ ის
გააცნო	გაა ცნ ო
ვარლამ	ვარ ლამ
თანაფარდობა	თანაფარდ ობ ა
კინოსტუდიის	კინოსტ უდ იის
ვლადისლავის	ვლადი სლავ ის
ჰელვეციური	ჰელვე ცი ური
მაზრას	მ აზრ ას
წარმატებებისა	წარ მატებ ებისა
იქაც	ი ქ აც
მიირთმევდნენ	მიი რთმევ დნენ
პიროვნულ	პიროვნულ
წრეს	წრე ს
ნაიარევი	ნა იარ ევი
აღწერისას	აღ წერ ისას
ს	ს
გონიერი	გონ იერ ი
შემოვლებული	შემო ვლ ებული
დაესვა	და ეს ვა
თაღია	თაღ ია
ხელფასის	ხელ ფას ის
ჭიანჭველებს	ჭიან ჭველ ებს
იმყოფებოდა	იმყოფ ებ ოდა
ძ	ძ
იარსება	ი არსებ ა
სორის	ს ორ ის
ქმედებამ	ქმედებ ამ
ძვირფას	ძვირფას
მეგობრობას	მეგობრ ობ ას
გუანტანამოს	გუ ან ტანამოს
ზალცბურგის	ზალც ბურგ ის
ღვთისმოყვარე	ღვთის მოყვარე
მოღვაწეობას	მოღვაწ ეობ ას
დაეწვათ	და ეწვ ათ
მუსლიმანური	მუსლი მან ური
ბეწვით	ბ ეწვ ით
დაიტოვა	დაი ტოვ ა
მოხაზულობისაა	მოხაზ ულობ ისაა
ყელამდე	ყელ ამდე
მეთაურებს	მე თაურ ებს
არქეოლოგების	არქე ოლოგ ების
უკვდავების	უ კვდავ ების
კოდები	კო დ ები
ფაზისში	ფაზ ისში
გაბატონებით	გაბატონ ებ ით
უწმიდესი	უ წმიდ ესი
გამოსახულებას	გამოსახ ულებ ას
კოსმოლოგიური	კოსმ ოლოგი ური
ივარაუდეს	ი ვარაუდ ეს
ლარვები	ლარ ვ ები
საწყისებს	სა წყის ებს
დაბრუნებოდა	და ბრუნებ ოდა
ღვთისა	ღვთის ა
ართმევს	ა რთმევ ს
არჩევისას	ა რჩევ ისას
ფართობია	ფართო ბ ია
კარტერი	კარ ტერ ი
სართულია	სა რთულ ია
საფრანგეთისა	საფრან გეთ ისა
მუზეუმისთვის	მუზეუმ ისთვის
აღნიშნულმა	აღ ნიშნულ მა
მოსამსახურე	მოსა მსახურ ე
ასოცირებული	ასოცი რებ ული
ძირითადად	ძირით ად ად
გაშვება	გა შვებ ა
შვედეთთან	შვედ ეთ თან
გარნიზონის	გარნი ზონ ის
სარაევო	სარაე ვო
მოქმედებდა	მო ქმედებ და
დინგი	დინგ ი
გოგებაშვილი	გოგებ აშვილ ი
ხორცს	ხორ ც ს
ინაწილებენ	ი ნაწილებ ენ
საგანძურში	საგანძ ურ ში
გვალვა	გვალ ვ ა
პასუხობენ	პასუხ ობ ენ
ხელმწიფე	ხელ მწიფ ე
მონსტრი	მონ სტრ ი
იერვანდ	ი ერვანდ
უსიტყვოდ	უსი ტყვ ოდ
მოწამეობრივი	მოწამე ობრივ ი
ძმებ	ძმ ებ
ლილიან	ლილ იან
გარდაუვალი	გარდა უვალ ი
შეაგდეს	შე აგდ ეს
ეტიმოლოგიური	ეტიმ ოლოგი ური
მაცივარ	მ აცი ვარ
მკვლელობამ	მკვლელობ ამ
ერთობლიობის	ერთობლი ობ ის
სიმაგრეში	სიმაგრე ში
ხუთივე	ხუთ ივე
ჩრდილოეთური	ჩრდილო ეთ ური
ნანატრი	ნანა ტრ ი
იდეათა	იდე ათა
გაიზრდება	გაი ზრდებ ა
პროდუქტს	პროდუქტ ს
სამეფოს	სამე ფო ს
მიაშურეს	მია შურ ეს
დასაწყისიდან	დასა წყის იდან
ვიტაუტასმა	ვიტა უტ ასმა
პერკუსია	პერ კუს ია
მათგანში	მა თგან ში
ჩამოახრჩვეს	ჩამოა ხრჩ ვეს
ციხესიმაგრეში	ციხე სიმაგრე ში
მშენებლები	მშენებლ ები
სახეობაა	სახეობ აა
მანქანების	მანქან ების
გაჟღენთილი	გაჟღენთ ილ ი
წასაკითხად	წასა კითხ ად
კონსერვატორიაში	კონ სერვატორ იაში
ჯგუფით	ჯგუფ ით
მეგაპიქსელიანი	მეგა პიქსელ იანი
გადასხმა	გადა სხ მა
მაქსიმილიან	მაქსიმი ლიან
კონვერტი	კონვერ ტ ი
მწერალიც	მწერ ალ იც
ეკუთვნით	ე კუთვნ ით
დეკემბერს	დეკ ემბერ ს
ლონდონური	ლონ დონ ური
აქცევენ	ა ქცევ ენ
გვირგვინის	გვირგვინ ის
საჭიროება	სა ჭიროებ ა
სმითის	სმი თ ის
ნომენკლატურის	ნომენკლა ტურ ის
გამოფენაში	გამო ფენ აში
მინარევები	მინა რევ ები
ჰუნი	ჰუ ნ ი
განვითარებულიყო	გან ვითარებ ულიყო
ბორბლები	ბორ ბლ ები
გაემგზავრა	გაე მგზავრ ა
შინაარსს	შინა არს ს
ფოლკლორული	ფოლკ ლორ ული
გადმოღებული	გადმო ღებ ული
ავტორობით	ავტორ ობით
მაგვარი	მა გვარ ი
სახიფათოა	სახიფა თო ა
იუპიტერს	იუ პიტერ ს
ქალაქებსა	ქალაქ ებ სა
შექმნილიყო	შე ქმნილ იყო
ძეგლებით	ძეგლ ებით
დებულება	დ ებულებ ა
შეკრებილმა	შე კრებილ მა
დაურთო	დაუ რთ ო
დრომ	დრო მ
გამოშვება	გამო შვებ ა
არმიით	არმი ით
მოწესრიგდა	მო წესრიგ და
ჯირო	ჯი რ ო
სიტყვასთან	სი ტყვ ასთან
რკინისა	რკინ ისა
ისრაელში	ისრა ელ ში
კრძალავს	კრძალავ ს
ფიგურაა	ფი გურ აა
მაკედონელი	მაკედონ ელ ი
ცილინდრულ	ცილი ნდრ ულ
ალბანელი	ალბა ნელ ი
გადამდგარიყო	გადა მდგარ იყო
სტრუქტურული	სტრუქტურ ული
მამა	მ ამ ა
ეროსი	ერ ოს ი
ნალექებით	ნა ლექ ებით
საღამოთი	საღამ ო თი
დაპროექტებული	დაპროექტ ებ ული
მიუზიკლი	მიუზ იკლ ი
იზიარებენ	ი ზიარებ ენ
მოიგო	მო იგ ო
გაზაფხულსა	გა ზაფხულ სა
