გამოსხივება	გამო სხივებ ა
ამოფრქვევები	ამო ფრქვევ ები
წყალობა	წყალ ობ ა
შამანი	შა მან ი
კლდეების	კლდე ებ ის
სარჩოს	სა რჩ ოს
ჩამოიყვანეს	ჩამო იყვან ეს
საკეთილდღეოდ	სა კეთილ დღეოდ
კანონმდებლობა	კანონმდ ებლობ ა
ოდენობით	ოდენ ობ ით
გუნდებთან	გუნ დებ თან
ყურზე	ყურ ზე
ავიაცია	ავი აცი ა
ნაყოფზე	ნა ყოფ ზე
არტემ	არ ტ ემ
მოციქულს	მო ციქულ ს
ჯაყელების	ჯა ყელ ების
ენციკლოპედიები	ენციკლოპ ედი ები
საროსკიპოში	საროს კიპო ში
პაექრობაში	პაე ქრობ აში
ოსმალო	ოს მალ ო
სოკრატე	სო კრატ ე
ამშვენებდა	ამშვენ ებ და
ბანგლადეშის	ბანგლად ეშ ის
ავიახაზები	ავია ხაზ ები
იმპულსი	იმ პულს ი
რეიგანის	რე იგან ის
ადგილობრივებს	ადგილ ობრივ ებს
რეკორდის	რე კორდ ის
მაზრაში	მ აზრ აში
მოიქცა	მო იქც ა
ფერმენტაციის	ფერ მენტ აციის
იდეოლოგი	იდე ოლოგი
მარცვლოვან	მარ ცვლ ოვან
ექსპერიმენტებში	ექსპერი მენტ ებში
მტევნები	მტევ ნ ები
სალომეს	სა ლომე ს
ხედავენ	ხედავ ენ
კავური	კავ ური
სელიმი	სელ იმ ი
აჩუქა	ა ჩუქ ა
გაყინვის	გა ყინვ ის
თემურლენგს	თემურლენ გ ს
თანამედროვეობა	თანამე დროვე ობა
სამონეტო	სამო ნეტ ო
იხსენებს	ი ხსენებ ს
კინოგაქირავებაში	კინოგა ქირავებ აში
მიღწევაში	მი ღწევ აში
სხვებზე	სხ ვებ ზე
არაგონელი	არა გონ ელი
მინერალთა	მინე რალ თა
ფეხბურთში	ფეხბურთ ში
გაუსი	გა უს ი
დომენის	დო მენ ის
მიოცენში	მი ოცენ ში
სამგანზომილებიან	სამ განზომილ ებიან
საშუალი	სა შუალ ი
ლეხზირი	ლეხ ზირ ი
კატეგორიებად	კატეგო რი ებად
ვერცხლისწყლის	ვერ ცხლ ისწყლის
ჭიშკარი	ჭიშ კარ ი
პერიოდიკაში	პერიოდ იკ აში
პროტექტორატი	პროტექტო რატ ი
ქრისტიანობაზე	ქრისტ იანობ აზე
ჩამწერ	ჩა მწერ
დაგეგმილი	დაგეგმ ილ ი
სჭარბობს	სჭარბ ობ ს
რიონისა	რ იონ ისა
ყინულნაპირისი	ყინულ ნაპირისი
წყალტუბოს	წყალტუ ბო ს
ხეობებითა	ხე ობ ებითა
ებრაულმა	ებრა ულ მა
მრავალსაუკუნოვანი	მრავალ საუკუნ ოვანი
დიდები	დიდ ები
არხში	არხ ში
არსენი	არს ენ ი
ატომში	ა ტომ ში
ეპისტოლეთა	ე პისტოლე თა
გაჩერდა	გა ჩერ და
თეორიებში	თეო რი ებში
უდანაშაულოდ	უდა ნაშაულ ოდ
დაქალი	და ქალ ი
კურორტია	კურორტ ია
ქართულ	ქა რთულ
რუთენიუმი	რ უთ ენიუმი
უოლტ	უ ოლტ
მონახაზი	მონა ხაზ ი
საბჯენ	სა ბჯენ
შესაძლებელს	შესა ძლებელ ს
კამათობენ	კამათ ობენ
მოიკლა	მო იკლ ა
იუნიუს	იუნ ი უს
იმპერიებს	იმპერი ებს
სიმტკიცის	სი მტკიც ის
მშენებლობისა	მშენებლობ ისა
სომხეთსა	სომხ ეთ სა
გაბმული	გა ბმულ ი
არღუნის	არღუ ნ ის
მატერიკზე	მატერი კ ზე
ნადგურდებოდა	ნადგურდ ებოდა
განიხილებოდნენ	განიხილებ ოდ ნენ
უარყოფდნენ	უარ ყოფ დნენ
მადრასის	მა დრ ასის
დასაბამიდან	და საბამ იდან
მახვილით	მახვილ ით
დასავლეთისაში	და სავლეთ ისაში
ედიქტით	ედიქტ ით
არქონის	არ ქონ ის
აზრზე	აზრ ზე
წამოვედით	წამო ვედ ით
მეთიუ	მე თ იუ
ფენად	ფენ ად
კლუბიდან	კლ უბ იდან
ამართლებს	ა მართლ ებს
მოჭრილ	მო ჭრილ
ფიქრი	ფიქრ ი
არგონავტებს	არგონავტ ებ ს
ფოტოგრაფია	ფოტო გრაფ ია
ხაზგასმით	ხაზგა სმ ით
ზამთარსა	ზამ თარ სა
ბიფ	ბი ფ
გული	გულ ი
ჩოხა	ჩო ხ ა
ჰაფეზის	ჰაფე ზ ის
ავლით	ა ვლ ით
მომაკვდინებელი	მომაკვდინ ებელ ი
პიქსელის	პიქსელ ის
დასვენებული	და სვენებ ული
ნეოპლატონიზმი	ნეო პლატონ იზმი
სიტყვას	სი ტყვ ას
ძილის	ძილ ის
წამოიჭრა	წამო იჭრ ა
უცებ	უ ც ებ
ზენობია	ზენ ობ ია
კავშირებზე	კავშირ ებზე
ნაყოფიერი	ნაყოფ იერ ი
გაფორმებაში	გაფორმ ებ აში
ჩინეთში	ჩინ ეთ ში
დაამხეს	დაა მხ ეს
სპეციალობით	სპეცი ალობ ით
მოგზაურების	მოგზაურ ების
ჯეკ	ჯე კ
იოსელიანმა	იოსელი ან მა
კატონის	კატ ონ ის
კერძოთ	კე რძ ოთ
იერუსალიმის	იერუსა ლიმ ის
სიმბოლისტური	სიმ ბოლ ისტური
ჭიდაობაში	ჭიდ აობ აში
მემუარები	მემ უარ ები
აბაი	ა ბა ი
თეთრკანიანთა	თეთრ კანიან თა
პროგრესული	პრო გრეს ული
გამითიშო	გამი თიშ ო
ღირებულ	ღირებულ
მოსახლეობამაც	მოსახლ ეობ ამაც
მწვერვალია	მწვერ ვალ ია
სპარსელი	სპარს ელ ი
ინტერვიუები	ინტერვი უ ები
ტომს	ტომ ს
მერის	მერ ის
ქუდს	ქუ დ ს
პარტიით	პარტი ით
როლებს	რო ლებ ს
შოულობს	შო ულობ ს
განყოფილება	გან ყოფილებ ა
ფენას	ფენ ას
გაიწელა	გაი წელ ა
დაშვებას	და შვებ ას
ვოკალზე	ვოკ ალ ზე
საუკეთესოდ	საუკეთ ესო დ
ტურინში	ტური ნ ში
შეგრძნებით	შეგრძ ნებ ით
შრომატევადი	შრომა ტევ ადი
მისული	მი სულ ი
ხველა	ხვ ელ ა
ნინომ	ნინ ო მ
დაწინაურდნენ	და წინაურ დნენ
ხარკის	ხარ კ ის
შევიდნენ	შე ვიდ ნენ
ღმერთს	ღმერთ ს
სუბიექტების	სუბ იექტ ების
დაზუსტებული	და ზუსტ ებული
ფორმების	ფორმ ებ ის
ვთქვა	ვ თქვ ა
ნიშაში	ნი შ აში
შერაცხა	შე რაცხ ა
პრინცს	პრინც ს
სამკაულების	სა მკაულ ების
ჩანახატები	ჩანა ხატ ები
წევრები	წევრ ები
მფარველობა	მფარ ველობ ა
ეგვიპტელებს	ეგვიპტ ელ ებს
ოსმალეთმა	ოსმ ალეთ მა
პრობლემებს	პრობლემ ებ ს
ქალებში	ქალ ებში
გალებმა	გა ლ ებმა
პრინცესა	პრინც ესა
მისკენ	მი ს კენ
მოსახლენი	მო სახლე ნი
ამქვეყნად	ამ ქვეყნ ად
მოძმე	მო ძ მე
გამოქვაბულს	გამო ქვაბულ ს
შევატყვე	შევა ტყვ ე
თეატრებში	თეატრ ებში
განისაზღვრა	განი საზღვრ ა
სამრეკლოს	სამ რეკლ ოს
დაადგინოს	და ადგინ ოს
მოქალაქედ	მოქალაქ ე დ
ელექტრონები	ელექტ რონ ები
ძველები	ძველ ები
კონცერტის	კონცერტ ის
თუხარელი	თუ ხარ ელი
ნაკეთობანი	ნაკეთ ობ ანი
უღარიბეს	უ ღარიბ ეს
ადრექრისტიანული	ადრე ქრისტიან ული
შეემუშავებინა	შეე მუშავ ებინა
მხიარული	მხ იარ ული
მონაწილე	მო ნაწილე
სიით	სი ით
შეგუებული	შეგუ ებ ული
ყბის	ყ ბ ის
კობალტის	კო ბალტი ს
სფეროშიც	სფერო შიც
მარხავდნენ	მარ ხავ დნენ
გლეხები	გლეხ ები
შენარჩუნების	შენა რჩუნებ ის
ადრიანემ	ად რიან ემ
გამიჯვნის	გამი ჯვნ ის
გარიგებაში	გა რიგებ აში
არაბებთან	ა რაბ ებთან
გავრცელებამ	გა ვრცელებ ამ
მიწოდების	მი წოდებ ის
ნა	ნა
ოპერაციულ	ოპერ აცი ულ
ნმ	ნმ
წინაპირობას	წინა პირობ ას
ენებიდან	ენ ებ იდან
სვიფტის	სვი ფტ ის
ლიბერალურ	ლიბე რალ ურ
დაუყენდა	და უყენ და
ოლდენბურგის	ოლდენ ბურგ ის
გონების	გონებ ის
მონასტერთან	მონა სტერ თან
ტირიფის	ტირ იფ ის
ციკლონი	ციკლ ონ ი
მონარქის	მონ არქ ის
სომხურ	სომხ ურ
მდევარი	მდევარ ი
მეორენი	მეორე ნი
არსს	არს ს
ნომერ	ნო მერ
სტივენსი	სტი ვენ სი
დილანის	დი ლან ის
ყიდიან	ყიდ იან
სარიტუალო	სა რიტუალ ო
თვლების	თვლ ების
ინგლისურიდან	ინგლი სურ იდან
ივ	ივ
გარღვევის	გა რღვევ ის
კოლეგა	კოლე გ ა
პიესებში	პი ეს ებში
ძველებური	ძველ ებურ ი
პანთეონი	პანთე ონ ი
შიხუანდის	ში ხუან დის
იტალიაში	იტა ლი აში
ძნელდება	ძნელ დება
ვარგისია	ვარგის ი ა
პროცესორის	პროცე სორ ის
შესრულებულა	შე სრულებულ ა
ჯენერალ	ჯე ნერ ალ
ბუნდესლიგის	ბუნდეს ლიგ ის
კონსოლიდაცია	კონსოლიდ აცი ა
შეტაკება	შეტაკ ებ ა
წყვილთა	წყვილ თა
ახალწვეული	ახალ წვე ული
შემოავლო	შემოა ვლ ო
ქაიხოსროს	ქაიხოს რო ს
წარჩინებული	წარჩინ ებულ ი
გამოუყო	გამო უ ყო
სალექციო	სალ ექცი ო
მიწების	მიწ ებ ის
ურბნისის	ურბ ნის ის
უჩვეულოდ	უ ჩვეულ ოდ
ბუქარესტი	ბუქარ ესტ ი
დეივისს	დე ივ ისს
გააგზავნა	გაა გზავნ ა
მართვა	მართვ ა
იმედოვნებდნენ	იმედ ოვნებ დნენ
დასასრულისთვის	დასა სრულ ისთვის
სანაპიროების	სა ნაპირო ების
ანატომიას	ანატო მი ას
ქვეყნებისათვის	ქვეყნებ ისათვის
კორდილიერების	კორ დილიერ ების
ბუნებრივმა	ბუნებრივ მა
ციპრასი	ციპ რას ი
დაიდგა	და იდ გა
მანჩესტერული	მან ჩესტერ ული
კალციუმისა	კალ ციუმ ისა
ჩამოაგდო	ჩამო აგდ ო
ორთქლით	ორთქლ ით
პატრიკის	პატრი კ ის
აჩერებდა	ა ჩერებ და
უანდერძა	უ ანდერძ ა
გასტროლები	გასტრო ლებ ი
ბათუმის	ბა თუმ ის
მართლმადიდებელმა	მართლმადიდ ებელ მა
ალექსანდრე	ალექსან დრ ე
ქვედაზე	ქვე და ზე
ტურ	ტურ
დედობრივი	დ ედ ობრივი
საწარმო	სა წარმო
მათემატიკურ	მა თემატიკ ურ
ლუსის	ლუ სი ს
ზოგადსაგანმანათლებლო	ზოგადსაგანმა ნათლებლ ო
კლუბში	კლ უბ ში
საოცარ	საოც არ
ბატონყმობის	ბატონ ყმ ობის
უღალატეს	უ ღალატ ეს
ნაწილია	ნაწილ ია
ჩამონადენი	ჩამონა დენ ი
იდეა	იდე ა
მოტივირებული	მო ტივ ირებული
ტელურიდი	ტელურ იდ ი
ძლიერს	ძლიერ ს
ფერენც	ფერ ენც
დახმარებოდა	და ხმარებ ოდა
გამხმარი	გამ ხმარ ი
იყარა	ი ყარ ა
ტაჯიკეთის	ტაჯიკ ეთ ის
ფატმა	ფატ მა
დაბრკოლების	და ბრკოლებ ის
დახვრეტა	და ხვრეტ ა
ლიბერალების	ლიბე რალ ების
მსვლელობის	მსვლელ ობ ის
ჟოზე	ჟ ო ზე
რუსებმა	რუს ებ მა
თანმიმდევრობის	თანმი მდევრობ ის
ოფიცრებთან	ოფიც რ ებთან
უნგრეთმა	უნგრ ეთ მა
შენახულია	შე ნახულ ია
პოლინეზიაში	პოლი ნეზი აში
მიბმული	მი ბმულ ი
ხორენაცი	ხორ ენაც ი
მაღალმთის	მაღალ მთ ის
ფილიპის	ფილიპ ის
შეუწყოს	შე უწყ ოს
ოთხმა	ოთხ მა
კაცია	კაც ია
ბიუჯეტში	ბიუჯეტ ში
ითარგმნება	ი თარგმნ ება
ელას	ელ ას
ფერის	ფერ ის
კუნძულად	კუნძულ ად
დაითანხმა	დაი თანხმ ა
სანდენსის	სანდენ ს ის
ელისაბედი	ელისა ბედ ი
ცხოველად	ცხოველ ად
ზემოთხსენებული	ზემო თ ხსენებული
ნაამბობი	ნა ამბობ ი
დაატყდა	დაა ტყ და
მოდგმას	მო დგმ ას
საქართველოდან	სა ქართველო დან
მოდერნისტული	მოდერნ ისტულ ი
შესუსტება	შე სუსტებ ა
კვადრატს	კვადრ ატ ს
უკაბელო	უ კაბელ ო
წვერა	წვე რ ა
ვაგზალი	ვა გზა ლი
ტრევორ	ტ რევორ
გმირებით	გმირ ებით
დავები	და ვ ები
იზოტოპების	იზო ტოპ ების
დაავადება	დაავად ებ ა
დუელი	დუ ელ ი
ნივთი	ნივთ ი
ბოროტმოქმედი	ბოროტ მოქმედ ი
კალენდარს	კალენ დარ ს
სპეცდანიშნულების	სპეცდა ნიშნულ ების
ქუსლებთან	ქუს ლ ებთან
სანდინოს	სა ნ დინოს
ფანი	ფან ი
აბულაძე	ა ბულაძ ე
გეის	გე ის
დაუღალავად	დაუღა ლავ ად
ბრიუს	ბრი უს
მიმართვის	მი მართვ ის
პატიებას	პატი ებ ას
პირველში	პირველ ში
ფანჯრისას	ფან ჯრ ისას
დაამტკიცეს	დაა მტკიც ეს
ჩამოყალიბდნენ	ჩამო ყალიბდ ნენ
ქვეყნებიდან	ქვეყნებ იდან
ფარს	ფარ ს
კალთაზე	კალ თ აზე
ბაგრატმა	ბაგრატ მა
გაასახლეს	გა ასახლ ეს
ნიდერლანდის	ნიდერ ლანდ ის
სანდერლენდში	სანდერ ლენდ ში
ქვევრი	ქვე ვრ ი
თვითმყოფადობის	თვითმყოფ ად ობის
პერეს	პერ ეს
მამაკაცთა	მამა კაც თა
შეფასების	შე ფასებ ის
ტორპედოში	ტორ პედო ში
ქარჩოხის	ქა რჩ ოხის
გამავრცელებელ	გამავრცელ ებელ
გამოცემაც	გამო ცემ აც
რეფლექსები	რეფ ლექს ები
სამრეკლო	სამ რეკლ ო
ეკლესიასა	ეკლესი ასა
ინტერესებში	ინტერესებ ში
მხედველობა	მხედველობ ა
დაიქირავა	და იქირავ ა
ვაკანსიაზე	ვა კან სიაზე
სენაკები	სენ აკ ები
უმდიდრესი	უ მდიდრ ესი
იუსტინიანეს	იუსტინ იანე ს
ჰუკის	ჰუ კ ის
მორიაში	მო რი აში
სოფელთან	სოფ ელ თან
ჩეჩნეთში	ჩეჩნ ეთ ში
უფლებამოსილებით	უფლებამო სილ ებით
აქტები	აქტ ები
რელიგიაში	რელი გი აში
დახვრეტის	და ხვრეტ ის
კოლექტივთან	კოლე ქტივ თან
ურთიერთობებზე	ურთიერთ ობ ებზე
საპატარძლოს	სა პატარძლ ოს
ბაზაზეც	ბაზ აზე ც
თაღები	თა ღ ები
არიენი	არიე ნ ი
გადაურჩება	გადაუ რჩ ება
მიზნით	მიზნ ით
მოხვდებიან	მო ხვდ ებიან
დართ	და რთ
პიესის	პი ეს ის
ეკლესიებს	ეკლესი ებს
დაიტბორა	დაი ტბორ ა
შემთხვევის	შემთ ხვევ ის
საქარავნო	სა ქარავნ ო
გატანის	გა ტან ის
თეატრმა	თეატრ მა
აზევებული	აზე ვებ ული
აბრაამ	აბრა ამ
უსჯულოებმა	უს ჯულ ოებმა
კმ	კმ
კენჭი	კენ ჭ ი
ფილიმონ	ფილ იმონ
რელიგიურმა	რელი გი ურმა
ცხოველური	ცხოველ ური
საფასური	საფას ურ ი
ფურცლის	ფურ ცლ ის
გუმბათით	გუმბათ ით
გამოვლინებაა	გამო ვლინებ აა
განწყობას	გან წყობ ას
ნაშრომზე	ნა შრომ ზე
კლასიფიცირება	კლასი ფიცირებ ა
გმირები	გმირ ები
გამოსაშვებ	გამოსა შვებ
დედამისს	დედ ამის ს
ბიგ	ბი გ
კარპატების	კარპატ ებ ის
ლარსი	ლარ ს ი
ნაწარმოების	ნა წარმოებ ის
სოფია	სოფ ი ა
ოპერაციები	ოპერ აცი ები
თეოდორიხ	თეო დორ იხ
პალესტინაში	პალე სტინ აში
რუსულად	რუ სულ ად
მოქანდაკე	მო ქანდაკ ე
განმათავისუფლებელ	განმა თავისუფლებელ
აღმოსავლეთისაკენ	აღმო სავლეთ ისაკენ
გახანგრძლივება	გა ხანგრძლივ ება
მინოსის	მინ ოს ის
გაუკეთებია	გა უკეთ ებია
შენობაა	შენ ობ აა
ჩამოვარდა	ჩამო ვარდ ა
ეკო	ე კ ო
უროშ	უ რ ოშ
გაფრთხილება	გა ფრთხილ ება
ბასის	ბას ის
აშენდება	ა შენ დება
თომასი	თო მას ი
გამოფენებს	გამო ფენ ებს
მიგრაციული	მ იგრაცი ული
ასახულია	ა სახულ ია
კანდიდატს	კანდიდატ ს
გამოსახულებებია	გამოსახ ულებ ებია
გაენადგურებინათ	გაე ნადგურებ ინათ
მაჟორიტარული	მაჟორი ტარ ული
ვებსაიტი	ვებსა იტ ი
განშტოებაზე	განშტ ოებ აზე
ზამთრითა	ზამთრ ითა
მიმზიდველს	მიმზიდვ ელ ს
საჯარიმოში	სა ჯარიმ ოში
სათაურს	სა თაურ ს
სანატორიუმი	სანატორ იუმ ი
რითმული	რი თმ ული
მეორეჯერ	მეორე ჯერ
გურულების	გურ ულ ების
აგნესა	აგნ ე სა
ნახშირბადი	ნახშირ ბ ადი
მეორად	მე ორ ად
ყელისა	ყელ ისა
შეყვანის	შე ყვან ის
ასლების	ას ლ ების
ღონისძიებები	ღონისძიებ ებ ი
საგანი	საგან ი
საშინლად	სა შინ ლად
დარიოსის	დარ იოს ის
საძიებლად	სა ძიებ ლად
პაპმა	პა პ მა
ხასიათისა	ხასიათ ისა
აწყობს	ა წყობ ს
კურთხეულ	კურთხ ეულ
საჩუქრების	სა ჩუქრ ების
უკავშირებენ	უ კავშირებ ენ
ჩამომიტანა	ჩამომი ტან ა
ბელორუსია	ბელო რუს ია
მოსამზადებელ	მოსა მზადებ ელ
ხარების	ხარ ების
ხტება	ხტ ება
ადამიანისაგან	ა დამიან ისაგან
სენ	ს ენ
გარნიზონი	გარნი ზონ ი
ლეჟავა	ლეჟა ვ ა
ლინის	ლინ ის
პიროლიზის	პირ ოლიზის
ფორდის	ფორდ ის
ორდენებითა	ორ დენ ებითა
ფრონტს	ფრონ ტ ს
ქსოვა	ქსოვ ა
თავდასხმისაგან	თავდას ხმ ისაგან
სპეც	სპ ე ც
რობენის	რო ბენ ის
სიგარეტში	სიგა რეტ ში
შესამცირებლად	შესა მცირებ ლად
მარცვლის	მარ ცვლ ის
ჰილში	ჰ ილ ში
პლატოს	პლატ ო ს
ბევრნი	ბე ვრ ნი
გაბი	გა ბ ი
ამთავრებენ	ა მთავრებ ენ
ჯორჯიის	ჯორ ჯი ის
მეორეს	მე ორ ეს
დაიბარეს	და იბარ ეს
ანდრონიკოვი	ანდრო ნიკ ოვი
ამისათვის	ამის ათვის
გაჩენილი	გა ჩენილ ი
პოტენციალი	პოტ ენციალ ი
თეირანში	თე ირან ში
ბრიტანელების	ბრიტან ელ ების
ტემპერამენტის	ტემპერა მენტ ის
მანსურ	მან სურ
წყალსაცავში	წყალ საცავ ში
შეუქმნიდა	შეუ ქმნ იდა
ხურავს	ხურ ავს
შთაბეჭდილების	შთა ბეჭდილ ების
პისაროს	პისა რო ს
ალიზის	ალიზ ის
თარგმანები	თარგ მან ები
გასროლით	გა სროლ ით
განსასვენებელი	განსა სვენებ ელი
ტაილერი	ტაი ლერ ი
გაუარესების	გა უარეს ების
ცნობენ	ცნობ ენ
ბუმი	ბ უმ ი
პოზნანის	პოზ ნან ის
ადგილებით	ადგილებ ით
გამხდარიყო	გა მხდარ იყო
მელნის	მელ ნ ის
მომწამვლელი	მომ წამვლ ელი
სანაოსნო	სანა ოსნო
კოპენჰაგენის	კოპენ ჰაგენ ის
გაცნობა	გა ცნობ ა
თევზს	თევზ ს
პატარებს	პატ არ ებს
ტექნოგენური	ტექნო გენ ური
აგვისტოში	აგვი სტო ში
ჩაკეტეს	ჩა კეტ ეს
თაქთაქიშვილის	თაქთაქ იშვილ ის
ბრიუსის	ბრი უს ის
ტელური	ტ ელ ური
დასტურლამალი	დასტურლა მალ ი
იფეთქა	ი ფეთქ ა
ფრაიბურგის	ფრაი ბურგ ის
ჯდომა	ჯდომ ა
ნიკოს	ნიკ ოს
ჭრელი	ჭრ ელი
ჯაიანთსის	ჯაიანთ ს ის
გამომცემლობამ	გამომცემ ლობ ამ
კოჭლი	კო ჭ ლი
წამით	წამ ით
გენერალმა	გენერ ალ მა
ჩამოყალიბდა	ჩამო ყალიბდ ა
პერუს	პერ უ ს
ნოველა	ნო ველ ა
წერილიდან	წერილ იდან
საშობაო	საშ ობა ო
შეტანილი	შე ტანილ ი
პანიპატის	პანი პატი ს
ბიჭებს	ბიჭ ებს
ბანაკებს	ბანაკ ებს
უთმობენ	უ თმობ ენ
დრამების	დრა მ ების
მოიცავენ	მო იცავ ენ
შემოკლ	შემო კლ
ბიოგრაფის	ბიო გრაფ ის
განსასაზღვრად	განსა საზღვრ ად
დახრილ	და ხრილ
გამოსახულებებს	გამოსახ ულებ ებს
დასცინის	დას ცინ ის
მეტალთა	მე ტალ თა
ერექტუსის	ერექ ტუს ის
შესადგენად	შესა დგენ ად
წყალგამყოფზე	წყალგა მყოფ ზე
სარდლობდნენ	სარდ ლობ დნენ
სარწმუნოებაზე	სარწმუნ ოებ აზე
წერტილამდე	წერ ტილ ამდე
სივრცეა	სივრცე ა
კუდზე	კუ დ ზე
მელიქი	მელ იქ ი
ნაყოფიერების	ნა ყოფიერებ ის
გააქრისტიანა	გაა ქრისტიან ა
სააბატოს	სააბა ტო ს
შეგნების	შე გნებ ის
პიროსი	პირ ოს ი
შეუერთდება	შეუერთ დ ება
პრიალა	პრიალ ა
ქვეჟანრი	ქვე ჟანრ ი
ხელსაწყოების	ხელსაწყ ო ების
ჯორი	ჯო რი
წესდება	წეს დებ ა
უშვებენ	უ შვებ ენ
აგროვებენ	ა გროვებ ენ
პლატონის	პლატონ ის
საშუალო	სა შუალ ო
მიზიდულობის	მიზიდ ულობ ის
მეგობარია	მეგო ბარ ია
ასაკისაა	ასა კ ისაა
კუჭი	კუ ჭ ი
ტანბრეცილი	ტანბრე ცილ ი
აგვირგვინებს	ა გვირგვინ ებს
გულგრილი	გულგრი ლ ი
წარმომადგენლებით	წარმომადგენ ლებ ით
გადმოგვცემენ	გადმო გვცემ ენ
მურის	მ ურ ის
პოლონეთს	პოლონ ეთ ს
მილუოკი	მი ლუოკ ი
საჰარის	სა ჰარ ის
სამნი	სა მ ნი
არსებით	არსებ ით
ცნობებით	ცნობ ებით
აჯანყებულმა	აჯანყ ებულ მა
ბიძაშვილები	ბიძ აშვილ ები
განათლებით	განათლ ებ ით
კაცნი	კაც ნი
ექადიის	ექა დი ის
ტიჩინოს	ტი ჩინ ოს
მარტყოფის	მარტ ყოფ ის
ლამაზია	ლ ამაზ ია
გადმოსახლდნენ	გადმო სახლ დნენ
ავსტრალოპითეკ	ავსტრალო პითეკ
მაღალშემოსავლიანი	მაღალ შემოსავლ იანი
აღებული	ა ღებ ული
ცხელა	ც ხელ ა
ჭავჭავაძის	ჭავჭავა ძ ის
ჯოზეფ	ჯ ოზეფ
ბებიაჩემთან	ბებია ჩემ თან
კოლინზი	კოლინ ზ ი
პარალელურ	პარალ ელ ურ
ტანსაცმლის	ტან საცმლ ის
ეიკონი	ე იკონ ი
გმირს	გმირ ს
დუშანის	დუ შან ის
გარბომ	გარ ბო მ
მდელოები	მდელო ებ ი
აღნიშვნისთვის	აღ ნიშვნ ისთვის
რეინოლდსი	რეინ ოლდ სი
სსრკს	სსრ კ ს
ჯგუფები	ჯგუფებ ი
მოვლენებს	მო ვლენ ებს
წყალბადი	წყალ ბად ი
კვაზიმოდოს	კვაზიმო დ ოს
ყუთს	ყუ თ ს
იუწყებოდა	ი უწყებ ოდა
თიხა	თი ხ ა
გაიჩინა	გა იჩინ ა
შმიდტი	შმ იდ ტი
აფრიკანუსი	აფრიკა ნუ სი
მამასახლისი	მამ ასახლ ისი
შეჯამებულია	შე ჯამ ებულია
მიახლოება	მი ახლოებ ა
მოკავშირეებთან	მო კავშირე ებთან
ჯოუნსი	ჯოუ ნს ი
მანჩესტერი	მან ჩესტერ ი
საღი	სა ღ ი
დანარჩენები	დანა რჩენ ები
კიროსმა	კირ ოს მა
ოქსფორდი	ოქს ფორდ ი
იტალიამ	იტა ლი ამ
მთიულეთში	მთიულ ეთ ში
ნაწარმს	ნაწარ მ ს
იარაღს	იარაღ ს
უღელტეხილს	უღელ ტეხილ ს
ცერემონიებში	ცერემონი ებში
ლიდერია	ლი დერ ია
ფუნქციებით	ფუნ ქცი ებით
ტასმანის	ტას მანი ს
სიღრმით	სი ღრმ ით
ალეურის	ალე ურ ის
ჩარიცხეს	ჩა რიცხ ეს
მხატვრებს	მხატვ რ ებს
ფილმისათვის	ფილმ ისათვის
უკმაყოფილონი	უ კმაყოფილ ონი
მოვლენებამდე	მოვლენ ებ ამდე
შესაცვლელად	შესა ცვლელ ად
მცირერიცხოვანი	მცირე რიცხოვან ი
ხშირი	ხშირ ი
ამოვარდა	ამო ვარდ ა
მისთვის	მ ისთვის
შესულიყო	შე სულ იყო
საპოვნელად	სა პოვნ ელად
ტამპლიერთა	ტამპლი ერთ ა
ჯიშების	ჯ იშ ების
რივერ	რი ვერ
გარესამყაროს	გარესა მყარ ოს
ლიბანის	ლი ბან ის
სტივი	ს ტივ ი
უსაფრთხო	უსაფრთხ ო
საზოგადო	საზოგად ო
შემოსულმა	შემო სულ მა
გამოდგა	გამო დგ ა
საბჭოელებმა	საბჭოელ ებ მა
მუჰაფაზაში	მუჰაფა ზ აში
ინტერიერში	ინტერ იერ ში
წევრის	წევრ ის
მადლით	მადლ ით
დაიანა	და იან ა
პატიმრების	პატიმრებ ის
ჰომო	ჰომ ო
ბრძანა	ბრძან ა
ტყით	ტყ ით
ბერლინში	ბერ ლინ ში
მცირეს	მცირე ს
ჩავაცვა	ჩავა ცვ ა
ადამიანიდან	ა დამიან იდან
კალიგრაფიის	კალი გრაფი ის
დამრეც	დამრ ეც
ყურესთან	ყურე სთან
მწერების	მწერ ების
კონცხის	კონ ცხ ის
მამაცობისთვის	მამაც ობის თვის
რაგბიში	რაგბ იში
სუსანა	ს უს ანა
შემოიკრიბა	შემო იკრიბ ა
მასიურად	მას იურ ად
ტუნისში	ტუ ნის ში
გადაღების	გადა ღებ ის
ხაზში	ხაზ ში
კოლინზმა	კოლინ ზ მა
ექსპედიციაში	ექსპედიცი აში
სქელ	სქე ლ
ნიცა	ნ იც ა
სმაუგი	სმა უგ ი
აივანზე	აი ვან ზე
შეკვეცა	შე კვეც ა
ფრანსისკო	ფრან ს ისკო
რომისთვის	რომ ისთვის
წავიღებ	წა ვი ღებ
ხეობის	ხე ობ ის
ფილმებსა	ფილმ ებ სა
ნეიტრალიტეტს	ნეიტრალ იტეტ ს
ეთანხმებოდა	ე თანხმებ ოდა
სადესანტო	სადეს ანტ ო
ბელას	ბელ ას
რედუცირებულია	რე დუცირებული ა
დაგეგმვას	დაგეგმ ვ ას
ვილაპარაკებთ	ვი ლაპარაკ ებთ
