გამოსხივება	გამო სხივებ ა
რეკრეაციული	რეკრე აცი ული
გაჟღერებული	გაჟღერ ებ ული
შემოდიოდა	შემო დი ოდა
აპარატები	ა პარატ ები
ნაფენებით	ნა ფენ ებით
ტროპიკულ	ტროპიკ ულ
ნერსე	ნერ ს ე
არამდგრადი	არამდგრ ადი
სპარსეთის	სპარს ეთ ის
გაეხსნათ	გა ეხსნ ათ
ისრაელთან	ის რაელ თან
საზიანოა	სა ზიან ოა
დაახევინეს	დაახევ ინ ეს
პარტნიორების	პარტნი ორ ების
ყარაბაღის	ყარა ბაღ ის
გასვლაზე	გა სვლ აზე
ჰოლანდიას	ჰო ლანდი ას
ნება	ნ ებ ა
ნორმატიულ	ნორმ ატი ულ
ქალაქგარეთ	ქალაქ გარეთ
ოთახს	ოთ ახ ს
მტკვრისა	მტ კვრ ისა
რომელთათვისაც	რომ ელთა თვისაც
ადგილებსა	ადგილ ებ სა
ებრაელი	ებ რაელ ი
ტანკს	ტან კ ს
მძინარე	მ ძინ არე
ზოოლოგიის	ზო ოლოგი ის
კონცერტებში	კონცერტ ებ ში
დაიღუპება	დაი ღუპ ება
ფერდინანდი	ფერდინა ნდ ი
ჰოლანდიამ	ჰო ლანდი ამ
გადარჩენილ	გადა რჩენილ
დაკვირვებას	და კვირვებ ას
მესოამერიკული	მესო ამერიკ ული
შეიპარა	შე იპარ ა
ნაგებობაში	ნაგებობ აში
ოსტატის	ოსტატ ის
მუშები	მუშ ებ ი
მამაკაცისთვის	მამა კაც ისთვის
უჯრედებად	უჯრედ ებად
ამიერკავკასიური	ამ იერკავკასი ური
სავანაში	სა ვან აში
ერთადერთმა	ერთ ადერთ მა
მყარდებოდა	მყარ დ ებოდა
ირანსა	ირან სა
თქმულებებს	თქმულებ ებს
გვ	გვ
საზღვრისპირა	საზღვრ ისპირა
გარდენში	გარ დენ ში
იმუქრებოდა	ი მუქრ ებოდა
ტექსტილი	ტექსტ ილ ი
დამლევი	დამ ლევ ი
ნაპირი	ნაპირ ი
შობს	შობ ს
სჯერათ	ს ჯერ ათ
განხორციელებულა	განხორციელ ებულ ა
ზეიმობს	ზეიმ ობ ს
სა	სა
იოლად	იო ლ ად
იულიანეს	იულ იან ეს
მონაპოვარია	მონაპო ვარი ა
საზენიტო	სა ზენიტ ო
ავტორი	ავტორ ი
ქმედებების	ქმედებ ების
გადამუშავების	გადა მუშავებ ის
სეიმმა	სე იმ მა
ფაიფურის	ფაი ფურ ის
კოლონიებში	კოლო ნი ებში
გაუთანაბრდა	გაუ თანაბრ და
არავითარი	არა ვითარ ი
შეკვრა	შე კვრ ა
ჭერში	ჭერ ში
ფილოსოფიასა	ფილოსოფ ი ასა
დუ	დუ
ცერემონიალის	ცერემონი ალ ის
რომანს	რო მან ს
მემკვიდრეობისთვის	მემკვიდრე ობ ისთვის
აუცილებელ	აუცილებ ელ
ლევილის	ლევ ილ ის
ინნუს	ინ ნუ ს
ამერიკელთა	ამერიკ ელ თა
კვადრატებით	კვადრ ატ ებით
სვერდლოვსკის	სვერდლ ოვსკ ის
ბარაკ	ბარ აკ
მამების	მა მ ების
გადაიხდიდა	გადაი ხდიდ ა
წიგნთა	წიგნ თა
ვეიდერი	ვე ი დერი
კომპონენტების	კომპონ ენტ ების
ნეფრიტის	ნეფ რიტ ის
დაფუძნება	და ფუძნებ ა
მემარჯვენე	მემარჯვ ენე
სტალაგმიტები	სტალაგმ იტ ები
შესავსებად	შესა ვსებ ად
ავაზაკთა	ავა ზაკ თა
ნედლი	ნედლ ი
იოდის	ი ოდ ის
მოგზაურობიდან	მოგზაურ ობ იდან
ნერწყვის	ნერწყვ ის
ჟუდეცის	ჟუდე ც ის
ლექციებს	ლექცი ებს
ქრება	ქრ ება
შანის	შან ის
ლექსიკონის	ლექს იკონ ის
სისტემატურად	სისტემატ ურ ად
მდინარეებიდან	მდინარე ებ იდან
ფიცარი	ფიც არ ი
გაძლიერების	გა ძლიერებ ის
ალპებში	ალპ ებ ში
მოძრაობა	მოძრა ობ ა
არახამია	არა ხამ ია
კომიცია	კომ იცი ა
ბანაკში	ბანაკ ში
მაიმუნების	მა იმუნ ების
მთისა	მ თ ისა
ბოლოთი	ბოლო თი
ნაწყვეტები	ნა წყვეტ ები
შთაგონებულია	შთა გონებ ულია
გამართულიყო	გამა რთულ იყო
მაჩვენებლის	მაჩვენ ებლ ის
პიგმენტების	პიგ მენტ ების
გამოცდილებას	გამოცდ ილებ ას
გალერეაში	გალე რე აში
ჭადრაკის	ჭადრაკ ის
მოგზაურ	მო გზაურ
დიზელის	დი ზელის
ყავს	ყავ ს
დადგენას	და დგენ ას
დაელაპარაკე	დაე ლაპარაკ ე
ენახათ	ენ ახ ათ
ორეგონის	ორეგ ონ ის
წვლილისათვის	წვლ ილ ისათვის
ბელადად	ბელ ად ად
მარკუს	მარკ უს
ჯერომ	ჯერ ომ
გამოყენებადი	გამო ყენებ ადი
ისთვის	ი ს თვის
მითის	მი თ ის
სქესთა	სქეს თა
ანდერძის	ანდერძ ის
ლიგები	ლიგ ები
მწვერვალისგან	მწვერ ვალ ისგან
განასახიერებენ	განა სახიერ ებენ
რომელშიც	რომ ელ შიც
ლითიუმის	ლითი უმ ის
ენდემი	ენდ ემ ი
სამეფოსთვის	სამე ფო სთვის
გამზადებული	გა მზადებ ული
დაუწერია	დაუ წერ ია
ჯულიან	ჯული ან
სტეპები	სტ ეპ ები
ცხოველებისგან	ცხოველებ ისგან
გამყრელიძე	გამყრ ელ იძე
ყოფილიყო	ყოფილ იყო
სოციალისტური	სოცი ალისტ ური
ვირუსი	ვირუ ს ი
სამაცივრო	სამაც ივ რო
ცხელი	ც ხელ ი
ქულებით	ქ ულ ებით
გლარუსის	გლარ უს ის
სამმართველოს	სამმართველ ო ს
ნაადრევი	ნა ადრევ ი
განკარგულება	გან კარგულ ება
ფილოგენეზური	ფილ ოგენეზ ური
ინსტიტუტთან	ინსტიტუ ტ თან
თვლებით	თვლ ებით
კლავდიუსი	კლავდი უს ი
ჰომინიდები	ჰომინ იდ ები
თითებით	თითებ ით
გონებრივი	გონ ებრივ ი
დაძაბულობა	დაძაბ ულობ ა
მცველი	მცველ ი
ეკა	ე კ ა
წირავდნენ	წირავ დნენ
მარქსმა	მარ ქს მა
განხეთქილების	განხეთ ქილ ების
უკვდავება	უ კვდავ ება
გამყარდა	გა მყარ და
ევროპაშიც	ევრო პ აშიც
ნადირთ	ნადირ თ
იშხნის	იშხ ნ ის
დასაზვერად	დასაზ ვერ ად
დიალექტებში	დიალ ექტ ებში
მითებს	მი თ ებს
მიტროფანე	მიტრო ფან ე
დეკორი	დეკ ორ ი
ჩამოაყალიბეს	ჩამოა ყალიბ ეს
გლარნის	გლარ ნ ის
გრანტი	გრანტ ი
რომაელ	რომა ელ
ირლანდიურ	ირ ლანდი ურ
ოსტატურად	ოსტატ ურად
ხეოფსის	ხეოფ სი ს
სვეტის	სვე ტ ის
მეთაურს	მე თაურ ს
ლივონიის	ლივ ონი ის
შეტანას	შე ტან ას
გარემოსა	გარე მო სა
ეცა	ეც ა
იყიდება	ი ყიდ ება
ყბას	ყ ბ ას
ლიდერს	ლი დერ ს
აერიდებინათ	აერი დებ ინათ
სინგლების	სინ გლ ების
რეინჯერსმა	რეინ ჯერს მა
ათავისუფლებს	ა თავისუფლებ ს
პანიკა	პან იკ ა
რესტავრაციას	რესტავრაცი ას
ტირილით	ტი რილ ით
ყმები	ყმ ები
მოიტეხა	მოი ტეხ ა
გლაზგოს	გლაზ გო ს
კლაუს	კლა უ ს
დაცული	და ცულ ი
შეიტყუა	შეი ტყ უა
გარკვევას	გა რკვევ ას
პირველები	პირველ ებ ი
გვამს	გვა მ ს
ვეღარც	ვე ღარ ც
უხუცესები	უხ უცეს ები
ტაიმი	ტაიმ ი
ცოცხალია	ცოცხ ალ ია
მღეროდა	მღერ ოდა
ნაწარმოებებში	ნა წარმოებ ებში
თავისებური	თა ვისებურ ი
რიტმით	რიტ მ ით
კეცალკოატლი	კეცალკო ატ ლი
მანე	მან ე
არქიმანდრიტი	არქიმანდრ იტ ი
გათლილი	გა თლ ილი
ნახსენებ	ნა ხსენებ
ასგარდების	ას გარდ ების
სეპარატისტებმა	სეპარატ ისტ ებმა
დაკარგულია	და კარგულ ია
ღეროები	ღ ერო ები
ემიგრანტებთან	ემი გრანტ ებთან
უსახლკარო	უსახლკარ ო
სიუჟეტურად	სიუჟ ეტ ურად
ამოკვეთა	ამო კვეთ ა
შექმნის	შე ქმნ ის
ეგვიპტელებმა	ეგვიპტ ელ ებმა
ზღვებს	ზღვ ებს
ინჟინერმა	ინჟინ ერ მა
არჩეული	ა რჩეულ ი
ნებისმიერ	ნ ებისმიერ
სპარსელებს	სპარ სელ ებს
ტენდენციის	ტენ დენცი ის
გარდაიქმნებიან	გარდა იქმნ ებიან
ინგლისურენოვანი	ინგლისურ ენოვან ი
ამბოხის	ამბოხ ის
დეკანი	დე კან ი
კრიშტიანუ	კრი შტ იანუ
წელიწადია	წელ იწ ადია
უდაბნოსა	უდაბნო სა
დაანახა	დაა ნახ ა
მანტუის	მან ტუ ის
ცეცხლით	ცეცხლ ით
დედამიწის	დედა მიწ ის
რეგიონალურ	რეგიონ ალურ
გერმანელებს	გერმა ნელ ებს
ეკრანებზე	ეკ რან ებზე
სამოურავო	სამო ურავ ო
ქვეყნებს	ქვეყნებ ს
ოდესა	ოდეს ა
ტომასი	ტომ ასი
ასტრონომია	ასტრ ონომი ა
მეტრი	მეტრ ი
განკუთვნილია	განკუთვნ ილ ია
იანვარს	იან ვარ ს
ინსექტიციდების	ინსექტიც იდ ების
სლავურ	სლავ ურ
მგონი	მ გონ ი
კვადრატი	კვადრ ატ ი
გავლისას	გა ვლ ისას
რაზმში	რა ზმ ში
საქმესთან	საქმ ე სთან
ელჩებს	ელ ჩ ებს
ხის	ხ ის
თითი	თით ი
შენახვადი	შე ნახვ ადი
ბრიტანელი	ბრიტან ელ ი
მოგეხსენებათ	მოგე ხსენებ ათ
მესერი	მ ესერ ი
მაჰმადიან	მაჰმადიან
ფარისებრი	ფარ ი სებრი
ეპისკოპოსობა	ეპისკოპოს ობა
გაშალა	გა შალ ა
ექსპრესია	ექს პრესი ა
გადატანილი	გადა ტანილ ი
საქმეების	საქმ ე ების
უმუშავია	უ მუშავ ია
აღწერილობით	აღწერ ილობ ით
ფილიპინის	ფილ იპინ ის
წოდებულ	წოდებულ
საგალობლები	საგალობ ლ ები
შეკრება	შე კრებ ა
დაგვიანებით	და გვიანებ ით
მასშტაბი	მასშტაბ ი
ქაღალდი	ქაღალდ ი
იდუმალი	იდუ მალ ი
გაჰყავთ	გა ჰყავ თ
შესყიდვების	შე სყიდვ ების
რაზმს	რა ზმ ს
ნახევარსა	ნა ხევარ სა
ერიდებოდა	ერი დებ ოდა
მიმდევრებს	მიმდევრ ებ ს
გრანადაში	გრან ად აში
სიმინდი	სი მინდ ი
ბონაპარტი	ბონა პარტ ი
საკამათოა	სა კამათ ოა
სიმბოლოთა	სიმ ბოლო თა
დაღუპულთა	დაღუპ ულ თა
დაწესებულებათა	დაწეს ებულებ ათა
მოჩვენებით	მო ჩვენებ ით
მიხეილი	მიხე ილ ი
პროვინციებად	პროვინ ცი ებად
სანაპიროსა	სანაპირ ო სა
გრაფი	გრაფ ი
დერივაციული	დერივ აცი ული
მბრძანებელს	მბრძანებ ელ ს
ძნელია	ძნელ ია
დირიჟორის	დირიჟორ ის
ძედ	ძე დ
ნამდვილობა	ნამდვილ ობა
ხარაგაულის	ხარაგა ულ ის
კაბა	კა ბ ა
სენატმა	სენ ატ მა
უშედეგოდ	უშედ ეგო დ
გამონაკლისის	გამო ნაკლის ის
კართან	კარ თან
ასხამენ	ა სხამ ენ
გადმოსახლებული	გადმო სახლებულ ი
გედის	გე დ ის
მართვად	მართვ ად
შემონახული	შემო ნახულ ი
ორგანიზაციად	ორგანიზაცი ად
აუჯანყდნენ	აუ ჯანყ დნენ
გამოაქვთ	გამო აქვ თ
დაქორწინდა	და ქორწინ და
სტრესნერის	სტრ ეს ნერის
განლაგდა	გან ლაგ და
ზღვებზე	ზღვ ებზე
ლიმის	ლიმ ის
სახლები	სახლ ები
ძირითად	ძირით ად
დაფიქსირებული	და ფიქსირებულ ი
გაიუსი	გა იუს ი
თესევსის	თეს ევს ის
მოღვაწე	მო ღვაწე
ნეგატიურ	ნეგ ატიურ
აპოლო	ა პოლ ო
უარყო	უ არყ ო
ჩემო	ჩე მ ო
დუეტის	დუ ეტ ის
დაბანა	და ბან ა
გართობის	გა რთობ ის
ზღვასთან	ზღვ ასთან
შვეულმფრენის	შვეულმფრენ ი ს
გამოჩენილ	გამო ჩენილ
კომპანიონი	კომპანი ონ ი
კუნძულისგან	კუნძულ ისგან
კალანდაძეს	კალანდ აძე ს
მემკვიდრეობისა	მემკვიდრე ობ ისა
მოჯადოებული	მოჯადო ებ ული
ზემოთა	ზემო თ ა
ღამურას	ღამ ურ ას
კრიმინალური	კრი მინალ ური
შეიარაღებაზე	შე იარაღებ აზე
გაფართოვდა	გა ფართოვ და
ეპყრობა	ე პყრობ ა
იკეთებს	ი კეთებ ს
გამოტოვა	გამო ტოვ ა
სლავი	სლავ ი
ხუნანის	ხუნ ან ის
რუსუდანი	რუ სუდან ი
სელაპი	სელ აპ ი
პოლი	პოლ ი
რაცხა	რა ცხ ა
გამოხატულებას	გამოხატ ულ ებას
მილს	მ ილ ს
პროფილის	პროფ ილ ის
საქმეებიც	საქმ ე ებიც
ნოტარიუსი	ნო ტარი უსი
მწარედ	მწარე დ
ტიპიური	ტიპ იურ ი
ვულკანურმა	ვულკან ურმა
სკალი	ს კალ ი
შერეულ	შე რეულ
კურსში	კურს ში
ნოლანის	ნო ლან ის
მადონას	მა დონ ას
ზუსტადაც	ზუსტ ადაც
ივლისი	ივ ლის ი
რელსებზე	რელ ს ებზე
დარჩენილა	და რჩენილ ა
ფედერაციას	ფედერ აცი ას
ჩამონგრეულია	ჩამო ნგრეულ ია
ვანი	ვან ი
მათემატიკური	მათე მატიკ ური
საკრებულოში	სა კრებულო ში
ჟურნალი	ჟურნ ალ ი
მყინვარ	მყინვარ
ურარტული	ურ არტ ული
ფროდო	ფრო დო
ჩანაწერი	ჩანა წერ ი
მორფის	მორფ ის
ჰიმნოგრაფიული	ჰიმ ნოგრაფი ული
მოსმენისას	მო სმენ ისას
სროლით	სროლ ით
დანაოჭების	და ნაოჭებ ის
რეისი	რე ის ი
ციკლები	ც იკლ ები
სტუდენტებისთვის	სტუ დენტ ებისთვის
იანებში	ი ან ებში
როუზ	რო უზ
ამერიკელმა	ამერიკ ელ მა
განყოფილებაში	განყოფილ ებ აში
გმირიც	გმირ იც
ლეგიონებს	ლეგ იონ ებს
აღკვეცილიყო	აღ კვეც ილიყო
მეტამორფოზის	მეტამორფ ოზ ის
ზარები	ზარ ები
ნაპოლეონის	ნაპოლე ონ ის
გიგაბაიტიანი	გიგაბა იტ იანი
ევრაზიელი	ევრ აზი ელი
სალაპარაკო	სა ლაპარაკ ო
ერთეულებს	ერთ ეულ ებს
ფინანსების	ფინანსებ ის
დაბეჭდილი	და ბეჭდილ ი
მსახიობების	მსა ხიობ ების
განაყოფიერებული	განა ყოფიერებ ული
ჰენრიმ	ჰენ რი მ
მინისტრობის	მინისტრ ობის
დეივისის	დეი ვის ის
ინსულტის	ინსულ ტ ის
ილო	ილ ო
ჩარტები	ჩარ ტ ები
ჰელიუმი	ჰელ იუმ ი
ალკუბიერეს	ალკუბ იერ ეს
საუკუნეში	საუკუნ ე ში
წირქოლის	წირ ქოლ ის
შვილისთვის	შვილ ისთვის
დეფორმაციის	დე ფორმაცი ის
გადააკეთეს	გადა აკეთ ეს
რადონი	რად ონ ი
კლუბთან	კლუბ თან
სვეტებიანი	სვე ტ ებიანი
ადაპტაცია	ადაპ ტაცი ა
წლებისათვის	წ ლებ ისათვის
განმარტებები	განმარტ ებ ები
ზრდისას	ზრდ ისას
პირობითად	პირ ობით ად
კუსკო	კუ სკ ო
ორდერი	ორ დერ ი
თანაუგრძნობდა	თანაუ გრძნობ და
ალჟირში	ალ ჟირ ში
ტურნირების	ტურნირ ების
ფირფიტებზე	ფირფიტ ებზე
ტომების	ტომ ებ ის
კაინოზოურ	კაინ ოზო ურ
მდგომარეობა	მდგომარე ობ ა
დაუოკებელი	დაუ ოკ ებელი
ქულებს	ქ ულ ებს
ძალებში	ძალ ებ ში
მეფე	მე ფე
ვალების	ვალ ების
ნათელს	ნა თელ ს
სტატუსი	სტა ტუს ი
ფოქსის	ფო ქს ის
თანაკვეთა	თანა კვეთ ა
ზეცის	ზეც ის
განამვლობაში	განამ ვლ ობაში
საძმომ	სა ძმო მ
მოსამართლეები	მოსა მართლე ები
რისხვას	რისხ ვ ას
ირლანდიურმა	ირ ლანდი ურმა
ბიძამისი	ბიძ ამის ი
სკარლეტის	სკარ ლეტ ის
ქინქლაძე	ქინქლ აძ ე
დიუმა	დიუმ ა
ბარბალე	ბარ ბალ ე
იცავს	იც ავ ს
სასაწყობე	სასა წყობ ე
სახელოსნოში	სახელ ოსნო ში
პრემიერაც	პრემიერ აც
პრაქტიკაში	პრ აქტიკ აში
ჩავარდნის	ჩა ვარდნ ის
დადიანების	და დიან ების
სანშუ	სა ნ შუ
ფეგელეინი	ფეგელ ეინ ი
მეკარემ	მე კარ ემ
დალაშქრა	და ლაშქრ ა
ენათმეცნიერი	ენათმეცნიერ ი
ვაჟზე	ვა ჟ ზე
კონსტიტუციას	კონ სტიტუცი ას
საკულტო	სა კულტ ო
ექცეოდა	ე ქცეო და
თვითნასწავლი	თვითნა სწავლ ი
ხატები	ხატ ები
ამოუშენებიათ	ამოუ შენებიათ
მოაპოვებინა	მოა პოვებ ინა
ნეგატიურად	ნეგ ატიურ ად
დაკარგვით	და კარგვ ით
გლობალიზაციის	გლობ ალ იზაციის
რიგში	რიგ ში
ყრიან	ყრ იან
ვოკალები	ვოკ ალ ები
პაწაწინა	პა წა წინა
მაჩვენებლებით	მაჩვენ ებლ ებით
ოსტგუთების	ოსტ გუთ ების
მალმსტინი	მალმ სტინ ი
მეკობრეობა	მეკობრ ე ობა
პროგრესს	პრო გრეს ს
სხვებისგან	ს ხვ ებისგან
ლეიბლთან	ლეი ბლ თან
მეტმა	მეტ მა
დიტრიხის	დიტ რიხ ის
სახეობისა	სახეობ ისა
დუაიტ	დუა იტ
განათლებას	განათლ ებ ას
თამაშამდე	თამაშ ამდე
კარსა	კარ სა
მეთაურია	მე თაურ ია
ორიგინალური	ორიგინ ალურ ი
სპექტაკლები	სპექტ აკლ ები
ავსტრალიიდან	ავსტრ ალი იდან
განსხვავდებოდეს	განსხვავ დებ ოდეს
სიას	ს ი ას
მითრიდატული	მითრიდა ტ ული
ოსტანი	ოს ტან ი
ჩაშენებულ	ჩა შენებულ
ერამდე	ერ ამდე
თავისმხრივ	თავ ის მხრივ
დირექტორად	დი რექტორ ად
მუდმივას	მუდმ ივ ას
მუნიციპალიტეტზე	მუნიციპ ალიტეტ ზე
რინგო	რ ინგ ო
სწავლებას	სწავლ ებ ას
ვოკალებს	ვოკ ალ ებს
არსებას	არსებ ას
ფეხსაცმელების	ფეხ საცმელ ების
საწამებლად	სა წამ ებლად
სპასალარი	სპ ასალარ ი
ომამდელი	ომ ამდელ ი
თავადებმა	თავ ად ებმა
ტიბეტს	ტი ბეტ ს
ნანგრევებია	ნანგრევ ებ ია
ვაჩნაძის	ვაჩ ნაძ ის
საკანი	სა კან ი
გააძლიერეს	გაა ძლიერ ეს
რომელმა	რომ ელ მა
ტყვეებით	ტყვე ებით
უძღვება	უძღვ ება
დაბნეული	და ბნეულ ი
ქმედითი	ქ მედ ითი
წლიანი	წლიან ი
ჟღერადობით	ჟღერ ადობ ით
სახელითაა	სახელ ითაა
ოთომის	ოთ ომ ის
დაკმაყოფილება	და კმაყოფილებ ა
კალთის	კალ თ ის
ძალაუფლებისა	ძალა უფლებ ისა
იოსელიანი	იოსელიან ი
გატანას	გა ტან ას
უარყოფას	უარ ყოფ ას
მიმი	მ იმ ი
ყინულოვანი	ყინულ ოვანი
შემოყვანილია	შემო ყვანილ ია
გააუმჯობესა	გაა უმჯობეს ა
სექტორის	სექტ ორ ის
ქვის	ქ ვის
თავისუფალია	თავი სუფალ ია
ქრისტიანები	ქრისტიან ები
ნამარხები	ნა მარხ ები
აპარატი	ა პარატ ი
შეერთებით	შე ერთებ ით
ყალიბდებოდა	ყალიბდ ებოდა
ჟანა	ჟან ა
სამეგრელოში	სამეგრე ლო ში
აბაზანის	აბა ზან ის
გმირებს	გმირ ებს
ტრილოგიის	ტრი ლოგი ის
დაემუქრა	დაე მუქრ ა
ტიტულსაც	ტი ტულ საც
მოხსნილი	მო ხსნ ილი
ქარის	ქარ ის
მუხლს	მუხ ლ ს
კლემენტ	კლე მენტ
ალბომმა	ალბ ომ მა
მისადგმელი	მისა დგმ ელი
ითვლება	ითვლ ება
კასკადის	კას კად ის
ითამაშეს	ი თამაშ ეს
ლაზიკა	ლაზი კ ა
კენი	კენ ი
სადამსჯელო	სადა მსჯელ ო
სირთულე	სირთულ ე
აქტიურები	აქტიურ ები
კაპრივის	კაპ რივი ს
საბადოს	საბა დო ს
დარეგისტრირებულია	დარეგისტრ ირ ებულია
ძალაუფლებას	ძალა უფლებ ას
იკლებს	იკლ ებს
გზებით	გზ ებ ით
მთიან	მთ იან
ხარს	ხარ ს
სოსლანის	სოსლა ნი ს
დემოკრატიას	დემ ოკრატ იას
რომაში	რომ აში
ფილოლოგიისა	ფილ ოლოგი ისა
ურანი	ურ ან ი
ფსკერის	ფს კერ ის
აქამენიდების	აქამენი დ ების
გავლენით	გა ვლენ ით
წარმოეჩინა	წარმო ეჩინა
თამაშად	თამაშ ად
სვავი	სვ ავ ი
დამოკიდებულია	დამო კიდებულ ია
მეფეების	მე ფე ების
ჰიტად	ჰ იტ ად
გამომწვევის	გამომ წვევ ის
სახეობები	სახე ობებ ი
დასაქმება	და საქმებ ა
მიდამოები	მიდა მო ები
სასქესო	სა სქეს ო
უზრუნველყოფა	უზრუნველ ყოფ ა
ულტიმატუმი	ულტიმატ უმ ი
გატარებული	გა ტარებ ული
ფრანცისკანელი	ფრანცისკან ელ ი
იფიქრეს	იფიქრ ეს
შოკოლადის	შო კოლ ადის
ზონის	ზონ ის
თმის	თმ ის
მგლების	მ გლ ების
გაამეფეს	გაა მეფ ეს
დევნილებს	დევ ნილ ებს
კაცობრიობა	კაცო ბრიობ ა
ბელიზში	ბე ლიზ ში
გარსი	გარ ს ი
თვალსაჩინოა	თვალსა ჩინ ოა
შარვალი	შარ ვალ ი
ინსტრუმენტია	ინსტრუ მენტ ია
დაემთხვა	დაემთ ხვ ა
ნოკიამ	ნო კი ამ
უნგრელებმა	უნგრ ელ ებმა
შეთხზა	შე თხზ ა
ხალხია	ხალხ ია
ოცზე	ოც ზე
თანაშემწე	თანაშემ წ ე
ხანია	ხან ია
პრეტენდენტი	პრეტენ დენტ ი
ამხანაგი	ამხან აგ ი
გამოირჩევა	გამო ირჩევ ა
თვისებებისა	თვისებ ებ ისა
მსახიობად	მსა ხიობ ად
დაიყვანა	და იყვან ა
ორგანიზაცია	ორგანიზაცი ა
მექანიზმების	მექან იზმ ების
ვოკალური	ვოკ ალ ური
პეტერბურგიდან	პეტერ ბურგ იდან
რამაა	რამ აა
კომპლექსურ	კომპ ლექს ურ
ნავებს	ნავ ებს
რომლებითაც	რომ ლებ ითაც
რონ	რონ
ბოროტება	ბორო ტ ება
მუსლიმური	მუს ლიმ ური
გატეხვა	გა ტეხ ვა
რუდოლფის	რუ დოლფ ის
კრიზისის	კრი ზის ის
ქრისტიანთა	ქრისტიან თა
ფერნანდოს	ფერნა ნდ ოს
განვითარებასთან	გან ვითარებ ასთან
ეტიუდები	ეტი უდ ები
თანხმოვნების	თანხმ ოვნ ების
მაუწყებელია	მაუწყებ ელი ა
საპარლამენტო	სა პარლამენტ ო
კარგადაც	კარგ ადაც
საწარმოებლად	სა წარმო ებლად
ტერმინებს	ტერ მინ ებს
კინოფილმში	კინო ფილმ ში
მებაღეობაში	მებაღ ეობ აში
გენერალურ	გენერა ლ ურ
ნიკოლაძის	ნი კოლ აძის
ოქტავიანემ	ოქტავ იან ემ
ტრაგედიის	ტრაგ ედი ის
ლაიფციგში	ლაიფც იგ ში
სამრეკლოა	სამრეკლ ო ა
დანების	და ნებ ის
მოქალაქეობას	მოქალაქ ეობ ას
მზიანი	მ ზიან ი
ჩაცმის	ჩა ცმ ის
ირონიით	ირ ონი ით
გამოხატონ	გამო ხატ ონ
ბლოკადაში	ბლოკ ად აში
დასი	და ს ი
ცალსახა	ცალ სახ ა
სართულად	სა რთულ ად
დოკუმენტაციის	დოკუ მენტ აციის
პრუსიის	პრ უსი ის
ვატიკანი	ვატი კან ი
მოოქროვილი	მოოქრო ვილ ი
ალიმ	ალ იმ
დისკოს	დისკ ოს
ანტონმა	ან ტონ მა
დააშორეს	და აშორ ეს
გამოიხსნა	გამო იხსნ ა
ზვიგენების	ზვი გენ ების
მალავს	მა ლავ ს
უცვლიან	უ ცვლ იან
ვარსკვლავს	ვარსკვლავ ს
რამეთუ	რამ ე თუ
დასნეულებული	დას ნეულ ებული
რომელბიც	რომ ელ ბიც
ლადენმა	ლად ენ მა
ევრობასკეტი	ევრობას კეტ ი
უმეტესობის	უმეტეს ობ ის
ბლეკ	ბ ლეკ
ტურისტებისა	ტურ ისტ ებისა
მანჩესტერმა	მან ჩესტერ მა
საშუალებათა	საშუა ლებ ათა
სტუდენტები	სტუ დენტ ები
კათოლიკეები	კათოლი კე ები
ბენაშვილი	ბენ აშვილ ი
წარუმატებლად	წარუ მატებ ლად
ევროვიზიის	ევრო ვიზი ის
ვიქტორიაში	ვიქ ტორი აში
ბედნიერებაა	ბედნიერ ებ აა
მიუძღვოდა	მი უძღვ ოდა
ფოთლოვანი	ფოთლოვან ი
მილიარდს	მილი არდ ს
ადამიანებისთვის	ა დამიან ებისთვის
გავუგზავნოთ	გავუ გზავნ ოთ
ვინცხები	ვინ ცხ ები
ნიგერი	ნ იგერი
რამდენჯერ	რამ დენ ჯერ
საუკუნის	სა უკუნ ის
მსგავსების	მსგავს ების
შვილთაშვილი	შვილ თაშვილი
ნაპრალი	ნაპრ ალ ი
შეაგროვეს	შეა გროვ ეს
ავადმყოფობდა	ავადმყოფ ობ და
გავრცელდნენ	გავრცელ დ ნენ
მწვავედ	მ წვავ ედ
საფლავების	სა ფლავ ების
ჯგუფისგან	ჯგუფ ისგან
ტურამდე	ტურ ამდე
კოლონიების	კოლო ნი ების
სალამანდრა	სალამ ან დრა
რძეწვენს	რძე წვენ ს
გასდევდა	გა სდევ და
ადგილს	ადგილ ს
ჰალი	ჰ ალ ი
ომებმა	ომ ებმა
დედინაცვლის	დედი ნაცვლ ის
შემუშავება	შე მუშავებ ა
მიმავალ	მი მავალ
შეჰპირდა	შე ჰპირდ ა
შრომის	შრომ ის
კაფეს	კა ფე ს
სახეობათა	სახეობ ათა
ფოთლის	ფოთლ ის
სოფლები	სოფლ ებ ი
ათვალიერებდა	ა თვალიერებ და
განდევნილ	გან დევნ ილ
დროშებს	დროშ ებს
პრობლემათა	პრობლემ ათა
ოთხ	ო თხ
კონკურსები	კონ კურს ები
გასაწმენდად	გასა წმენდ ად
დანებება	და ნებ ება
ვიზიტით	ვი ზიტ ით
მანემ	მან ემ
სიუჟეტში	სიუჟ ეტ ში
საფუძვლის	სა ფუძვლ ის
ახლდნენ	ახლ დნენ
დათხოვნილი	და თხოვნ ილი
ბერები	ბერ ები
ლექსის	ლექს ის
მოვიდნენ	მო ვიდ ნენ
პაპების	პა პ ების
