გამოსხივება	გამოსხივ ებ ა
მოხდა	მო ხდ ა
მამისგან	მ ამ ისგან
სამოთხეს	სამ ოთხ ეს
ალთინგი	ალ თინგ ი
საუფლისწულო	საუ ფლისწულ ო
საკონსტიტუციო	საკონ სტიტუცი ო
ამბოხება	ამბოხ ებ ა
ტუალეტები	ტუა ლეტ ები
შეესრულებინათ	შეე სრულებ ინათ
აგრეგატების	აგრეგა ტ ების
გახდებოდა	გა ხდ ებოდა
ვეგას	ვე გ ას
ძლიერებას	ძლიერებ ას
ფილმებისათვის	ფილმ ებ ისათვის
გუბერნატორს	გუბერნატ ორ ს
კანდელაკი	კანდელ აკ ი
განწმენდის	გან წმენდ ის
დაეცვათ	დაე ცვ ათ
ღმერთია	ღმერთ ია
მიითვისეს	მი ითვის ეს
გარდაქმნების	გარდა ქმნ ების
წინააღმდეგობები	წინააღმდეგ ობ ები
რაჭული	რა ჭ ული
უარყოფილ	უარ ყოფილ
არნახული	არ ნახულ ი
განიხილონ	განი ხილ ონ
რასელი	რასელ ი
სანტიაგოში	სანტია გო ში
იმიჯის	იმ იჯ ის
იდუმალ	იდუმ ალ
ბალახი	ბალახ ი
ონეგინი	ო ნეგ ინი
აერთებდა	ა ერთებ და
მარიუსის	მ არიუს ის
მასტერსზე	მასტერ ს ზე
სეზონიც	სე ზონ იც
ხელისუფალნი	ხელ ისუფალ ნი
დასავლეთში	და სავლეთ ში
მიტანის	მი ტან ის
მონრეალის	მონ რეალ ის
ასომთავრულის	ასომთავრ ულ ის
დიალექტოლოგიის	დია ლექტ ოლოგიის
ღვალაძის	ღვალ აძ ის
რომანების	რო მან ების
არენას	ა რენ ას
პოპს	პოპ ს
ნომინალით	ნომინ ალ ით
წაიქცა	წა იქც ა
მოთარეშე	მოთა რეშ ე
ხანები	ხან ები
იშვილებს	იშვილ ებს
სლოვაკეთმა	სლოვაკ ეთ მა
აღმოცენება	აღმ ოცენ ება
ლიდერობდნენ	ლიდერ ობ დნენ
ტოტალიტარული	ტოტალი ტარ ული
ჩამოასახლეს	ჩამო ასახლ ეს
განვითარდებოდა	განვითარ დ ებოდა
ამხედრებული	ამხედრ ებულ ი
ჰიმალაის	ჰიმ ალა ის
ბარის	ბარ ის
ვან	ვან
მიაქვს	მი აქვ ს
დობრუჯა	დობრ უჯ ა
მოაწერეს	მოა წერ ეს
მეფეთ	მე ფე თ
ფაუნის	ფა უნ ის
გავალო	გა ვალ ო
ნახევარწრიულ	ნახევარ წრიულ
ესვენა	ესვენ ა
მცხოვრებთათვის	მ ცხოვრებ თათვის
თხემზე	თხ ემ ზე
მთავრობასა	მთავრობ ასა
ჯიჰანგირი	ჯიჰან გირ ი
შეუძლებელი	შეუ ძლებელ ი
მარშალმა	მარ შალ მა
გამორჩევა	გამო რჩევ ა
დაუბრუნდება	დაუ ბრუნდ ება
ათაბაგობა	ათა ბაგ ობა
გართხმული	გარ თხ მული
განხილულ	გან ხილულ
რაბინ	რა ბინ
ლეიბლმა	ლეი ბლ მა
ერისთავების	ერის თავ ების
ჰავა	ჰა ვა
აღწერილობის	აღწერილ ობ ის
სტრუქტურა	სტრუქტურ ა
ფასადზეა	ფას ად ზეა
ყარსი	ყარ ს ი
უფლებანი	უფლებ ანი
ალბომში	ალბ ომ ში
ალგებრას	ალგე ბრ ას
ანთროპოლოგი	ანთროპ ოლოგ ი
მაზნიაშვილი	მაზ ნიაშვილი
ტოვებენ	ტოვებ ენ
სლავებს	სლავ ებს
შტოდ	შტ ოდ
ორკესტრული	ორკესტრ ული
ტაძრები	ტა ძრ ები
უთანასწორობას	უთანასწორ ობ ას
დასაფლავებულია	დასაფლავ ებ ულია
ფიქციის	ფი ქცი ის
დიპლომის	დიპლომ ის
ექსპლუატაციის	ექსპლუატაც იის
მხედართმთავრები	მხედართ მთავრ ები
სიცილი	სი ცილ ი
შეტევისათვის	შე ტევ ისათვის
აზიისა	აზი ისა
იმპულსური	იმპულ ს ური
ანატკეცები	ან ატკეც ები
ღირსშესანიშნაობა	ღირსშესა ნიშნაობ ა
მამხილებელი	მ ამ ხილებელი
აპირებ	ა პირებ
კბილებს	კბილ ებს
ლოზანის	ლოზ ან ის
მუზარადი	მ უზ არადი
მოსაზრებით	მოს აზრებ ით
გათხრილი	გა თხრ ილი
როლით	რო ლ ით
ექსპერიმენტული	ექსპერი მენტ ული
გადაშლილი	გადა შლილ ი
ჟურნალისტთა	ჟურნ ალისტ თა
ოფიცრები	ოფიც რ ები
ლანცეტა	ლან ცეტა
უძველესი	უძველ ეს ი
მადნის	მად ნ ის
ქვეყნებისგან	ქვეყნებ ისგან
შედევრის	შედე ვრ ის
რეჟიმისთვის	რეჟი მ ისთვის
ბორტებზე	ბორ ტ ებზე
ხელუხლებელ	ხელუხლ ებელ
ომისთვის	ომ ის თვის
უამრავ	უამრ ავ
წარმართავდა	წარ მართ ავდა
ეწინააღმდეგებოდნენ	ე წინააღმდეგ ებოდნენ
ჰიპების	ჰი პ ების
სეგმენტის	სე გმენტ ის
თანაცხოვრებას	თანა ცხოვრებ ას
პროზაიკოსი	პროზა იკოს ი
ვეშაპის	ვეშა პ ის
მიმდინარეობა	მი მდინარეობ ა
მხოხავი	მხოხ ავ ი
მკერდის	მკერდ ის
სურათით	სურათ ით
ჭიაურელის	ჭიაურ ელ ის
საკითხავი	სა კითხავ ი
დარეჯან	დარე ჯან
დანაწილების	და ნაწილებ ის
ცხიმის	ცხი მ ის
საჯარისო	სა ჯარ ისო
კემპბელი	კემპ ბელ ი
ორდენის	ორ დენ ის
იმჟამინდელი	იმ ჟამინდელ ი
მზისა	მ ზ ისა
ჯორბენაძე	ჯორბე ნაძ ე
ფრთხილ	ფრთხილ
დაყოფას	და ყოფ ას
მორენული	მო რენ ული
ფანტასტიკურ	ფანტა სტიკ ურ
ინსტრუმენტებს	ინსტრუ მენტ ებს
არაბი	ა რაბ ი
კომერციულ	კომ ერცი ულ
ბოძებული	ბოძ ებული
დიფერენციალური	დიფერ ენციალ ური
გარდაიქმნას	გარდა იქმნ ას
დაარსებული	და არსებ ული
კერაა	კ ერ აა
ჩატარდეს	ჩა ტარ დეს
შიფრის	შიფრ ის
ძალოვანი	ძალ ოვანი
აღკვეთილის	აღ კვეთილ ის
სტარი	ს ტარ ი
სერვისს	სერვ ის ს
გამოხმაურება	გამოხმაურ ებ ა
ადიუტანტი	ადი უტანტ ი
განდის	გა ნდ ის
უპირებდნენ	უ პირებ დნენ
ფინანსურად	ფინანს ურ ად
სიროზე	სი რო ზე
ეფექტებით	ეფექტ ებით
შემოსავლებისა	შემოსავლ ებისა
რუუდ	რუ უდ
იპოვიან	ი პოვ იან
დაუსახლებელ	დაუსახლ ებელ
მატლი	მატ ლ ი
ასაგებად	ა საგებ ად
პროფილაქტიკური	პროფილ აქტიკ ური
ცხინვალი	ცხ ინვალ ი
საღამო	საღამ ო
ცვლიან	ცვლ იან
მოახერხა	მოა ხერხ ა
მეტროსადგური	მეტრო სადგურ ი
მთათაშუა	მთა თა შუა
მკურნალის	მკურნალ ის
სანის	სა ნ ის
ტემპს	ტე მპ ს
ორიგინალობა	ორიგინ ალ ობა
ასტეროიდთა	ასტერ ოიდ თა
უძლებს	უ ძლ ებს
ესპანეთში	ესპ ანეთ ში
ლაბორატორიის	ლაბორ ატორ იის
მშობიარობას	მშობიარ ობ ას
ნოლანმა	ნო ლან მა
სამეფოებს	სამე ფო ებს
კია	კ ია
შაქრის	შაქრ ის
ნიდერლანდებმა	ნიდერ ლანდ ებმა
რომელთაგან	რომ ელ თაგან
განათლებულ	განათლ ებ ულ
ინტრიგების	ინტ რიგ ების
ლეგალურად	ლეგალურ ად
აკრძალა	ა კრძალ ა
განსხვავებების	გან სხვავებ ების
გამქრალია	გა მქრალ ია
ნაგებობანი	ნაგებ ობ ანი
დაბადებასა	დაბად ებ ასა
დაუპირისპირა	დაუ პირისპირ ა
მალიქ	მა ლიქ
საღამოს	საღამ ო ს
მოტანილი	მო ტანილ ი
თორმეტი	თორმეტ ი
ალმოჰადების	ალმო ჰად ების
ცეილონის	ცეილ ონ ის
პოსტის	პოსტ ის
შენობით	შენ ობ ით
წარმოება	წარმოებ ა
ბრენდონ	ბრე ნდ ონ
რევოლუციონერ	რევოლუციონ ერ
ტროპიკებში	ტროპ იკ ებში
ვიზის	ვიზ ის
დადგომის	და დგომ ის
ეპყრობოდა	ე პყრობ ოდა
ცხადყოფს	ცხად ყოფ ს
აღარაფერია	აღარა ფერ ია
რეზინის	რე ზინ ის
ტრილოგია	ტრი ლოგი ა
მოწყობილობებს	მოწყობილ ობ ებს
შეღრმავებული	შე ღრმავებ ული
სართულისგან	სა რთულ ისგან
ასეთი	ას ეთ ი
დაკვრას	და კვრ ას
კონვექციური	კონვ ექც იური
თეორეტიკოსი	თეო რეტიკოს ი
იახლა	ი ახლ ა
იძენდა	ი ძენ და
მეტამორფოზი	მეტამორფ ოზ ი
ფიგურას	ფი გურ ას
ყაზახების	ყაზ ახ ების
წითელია	წითელ ია
იქსის	იქს ის
მადრიდთან	მად რიდ თან
მატიანეს	მატ იანე ს
პასუხს	პასუხ ს
კალდერის	კალ დერ ის
ეიფელის	ეიფ ელ ის
ძალასთან	ძალ ასთან
სითხეების	სი თხე ების
დიოდორეს	დიოდორ ე ს
გადალახვის	გადალა ხვ ის
ეკვდერი	ეკვ დერ ი
მიზანშეწონილად	მიზანშეწონ ილ ად
გლობუსის	გლო ბუს ის
ვარსკვლავები	ვარსკვლავ ებ ი
გაართვა	გა ართვ ა
ქრისტიანია	ქრისტიან ია
შიმპანზეების	ში მპან ზეების
მოღალატე	მო ღალატ ე
რამდენადაც	რამ დენ ადაც
ასეთმა	ას ეთ მა
დაელაპარაკა	დაე ლაპარაკ ა
ზედამხედველობას	ზედამ ხედველობ ას
კინოსტუდიაში	კინო სტუდი აში
მუხლი	მუხ ლ ი
შეირჩა	შე ირ ჩა
ათაბაგად	ათა ბაგ ად
ვიწროა	ვიწრო ა
გააერთიანა	გაა ერთიან ა
მშვიდად	მ შვიდ ად
იმანაც	ი მან აც
ეკლესიამდე	ეკლესი ამდე
მემკვიდრეობაზე	მემკვიდრ ეობ აზე
წარდგენით	წარ დგენ ით
ჩაისახა	ჩა ისახ ა
მოცულობითი	მოც ულობ ითი
ბატლერი	ბატ ლერ ი
ხელსაყრელ	ხელსა ყრელ
ჩანაფიქრს	ჩანა ფიქრ ს
გადაცმული	გადა ცმ ული
ფოსტერის	ფოს ტ ერის
კომპანიიდან	კომპ ანი იდან
განუყრელად	განუ ყრელ ად
მორეის	მო რე ის
მიისწრაფის	მიი სწრაფ ის
აგზავნიდა	ა გზავნი და
რითიც	რ ითი ც
მოჭრის	მო ჭრ ის
პერიოდებად	პერი ოდ ებად
გასახდელში	გასახ დელ ში
შეფარდებითი	შეფარ დებ ითი
ჩაძირული	ჩა ძირ ული
კანით	კან ით
ოპერატორს	ო პერატორ ს
გამოეთიშნენ	გამოე თიშ ნენ
გააცდინა	გააც დინ ა
მოთხოვნისა	მო თხოვნ ისა
ჩვენებური	ჩვენებ ური
ფსევდონიმს	ფსევდ ონიმ ს
მღრღნელი	მღრღ ნელ ი
ორბელიანის	ორ ბელიან ის
წუთიანი	წ უთ იანი
თავისუფალი	თავ ისუფალ ი
კარკასი	კარ კას ი
ვადებში	ვად ებ ში
გადაჭარბებულ	გადაჭარბ ებ ულ
მშენებლებს	მ შენებლ ებს
საძოვრები	საძოვრ ებ ი
გოლმა	გოლ მა
პრეტენზიის	პრეტენ ზი ის
ანგარიში	ანგარიშ ი
ზევიდან	ზე ვ იდან
თეორიამ	თეო რი ამ
შეასრულებდა	შე ასრულ ებდა
მემინდვრეობის	მე მინდ ვრეობის
მოსაწყობად	მოსა წყობ ად
უნგრელების	უნგრ ელ ების
სიზმრების	სი ზმრ ების
ფარებს	ფარ ებს
აქციები	აქცი ები
ეთნოგრაფები	ეთნ ოგრაფ ები
ადმინისტრაციაში	ადმინისტრ აცი აში
მუხურის	მუხ ურ ის
მოდიფიცირებულ	მოდი ფიცირებ ულ
მარიკოპას	მარიკ ო პას
იმუნიტეტი	იმუნ იტეტ ი
რაბინის	რა ბინ ის
საგნებში	სა გნებ ში
ბავშვზე	ბავშვ ზე
ანანიაშვილი	ანანი აშვილ ი
რიგოლეტო	რიგო ლეტ ო
ნაწილები	ნაწილებ ი
სისხლში	სისხლ ში
სპორტსმენი	სპორტ სმენ ი
ვიქტორ	ვ იქ ტორ
შევავსე	შევა ვს ე
ახსენა	ახსენ ა
მიშლის	მი შლ ის
ცვლიდა	ცვლ იდ ა
საკლასო	სა კლას ო
ანატომიის	ანა ტომი ის
ბრალდებების	ბრალდებ ების
თანადგომით	თანა დგომ ით
ანტიბიოტიკები	ანტიბიო ტიკ ები
იდო	იდ ო
ლეხ	ლეხ
მწარმოებელთა	მწარმო ებელ თა
საუკუნეზე	სა უკუნე ზე
დარჩათ	და რჩ ათ
შემთხვევა	შემთ ხვევ ა
თილისმა	თი ლ ისმა
ჩვენმა	ჩვენ მა
ლიპარიტ	ლიპარ იტ
ნადირობენ	ნადირ ობ ენ
რეკონსტრუქციის	რეკონსტრუქცი ის
კენეთ	კენ ეთ
ხატის	ხატ ის
რეჟიმის	რეჟი მ ის
დასრულების	და სრულებ ის
ბურჯი	ბუ რჯ ი
სატელიტი	სატელი ტ ი
მუშებს	მუშ ებს
ტიპს	ტიპ ს
ტიროლის	ტი რო ლის
შევჩენკომ	შევ ჩენ კომ
ადამიანებიც	ადამიან ებ იც
როლებით	რო ლ ებით
გაცნობიერება	გა ცნობიერ ება
გვერდზე	გვერდ ზე
სამხრეთში	სამხრე თ ში
მოუხადა	მო უხ ადა
ძაფი	ძ აფ ი
ლოთარინგიის	ლო თარ ინგიის
ნახევარდა	ნა ხევარ და
ამაღლება	ა მაღლებ ა
მსახიობმა	მსა ხიობ მა
ბიოგრაფები	ბი ოგრაფ ები
ბრაზილიაში	ბრაზ ილი აში
მრავალპარტიულ	მრავალ პარტი ულ
რუბინის	რუ ბინ ის
მდინარეა	მდინარე ა
იონის	იონ ის
ორიოდე	ორი ოდ ე
ირიდიუმის	ირი დიუმ ის
რჩეულს	რჩეულ ს
მისაღებად	მი საღებ ად
სიზმარს	სიზ მარ ს
კეთილგანწყობა	კეთილგან წყობ ა
რუბი	რუბ ი
მომხმარებელი	მომხმარე ბელ ი
ზღვრის	ზღვრ ის
ოჯახი	ოჯახ ი
ფერდობთა	ფერდ ობ თა
ოკრიბის	ოკ რიბ ის
ნახევარფინალურ	ნახევარ ფინალ ურ
განკურნება	გან კურნ ება
ღირებულებათა	ღირ ებულებ ათა
შობადობის	შობ ადობ ის
ჰარიმ	ჰარ იმ
შაჰს	შაჰ ს
შედგა	შე დგ ა
ბოგოროდსკის	ბო გოროდ სკის
პოლოცკი	პოლ ოცკ ი
ჰამფრი	ჰამ ფრ ი
გამარჯვებით	გამარჯვ ებ ით
ფოკუსი	ფოკ უსი
რუსიფიკაციის	რუს იფიკაცი ის
კავალერიის	კავალერ იის
მიმართავენ	მი მართ ავენ
ისრები	ის რ ები
მენაბდე	მენ აბდ ე
მინდია	მი ნდ ია
გაიუსის	გა იუს ის
ბესტს	ბე სტ ს
ზეთი	ზეთ ი
ქალსაც	ქალ საც
აკმაყოფილებენ	ა კმაყოფილებ ენ
ლოთი	ლო თ ი
წიწვოვან	წიწვ ოვან
ნაწილებით	ნაწილებ ით
იწინასწარმეტყველა	ი წინასწარმეტყველ ა
მეტოქეობა	მეტ ოქე ობა
ტოტები	ტოტ ები
თაობების	თა ობ ების
სწავლის	სწავლ ის
ამინდის	ამი ნდ ის
ორგანომ	ორგან ო მ
რაყას	რ აყ ას
რეფორმირება	რე ფორმირებ ა
უშველა	უ შველ ა
ქვესახეობებიდან	ქვე სახეობ ებიდან
გამოირჩეოდა	გამო ირჩე ოდა
მოიყარა	მოი ყარ ა
ოკუპაციას	ოკუპაცი ას
გააკეთეს	გაა კეთ ეს
ემოცია	ემო ცი ა
პეტრას	პეტრ ას
შემდგომად	შე მდგომ ად
ექიმად	ე ქიმ ად
დამოუკიდებლობას	დამოუკიდ ებლობ ას
მონაკვეთზე	მონა კვეთ ზე
ძებნა	ძებნ ა
აღმოუჩენიათ	აღ მოუჩენ იათ
სწავლულთა	სწავლ ულ თა
მსხვერპლთა	მსხვერპლ თა
ლინკოლნის	ლინკოლ ნ ის
ამბროსი	ამბ როს ი
ადამიანით	ა დამიან ით
ლეიტენანტ	ლეიტენ ანტ
სეზარის	სე ზარ ის
საქმეებზე	საქმ ე ებზე
ლატავრა	ლა ტავრ ა
ლომოურის	ლომო ურ ის
კადრებით	კა დრ ებით
მარადისობა	მარად ისობ ა
ცენტრი	ცენტრ ი
შეაკეთებინა	შეა კეთ ებინა
დამოკლებული	და მოკლებულ ი
საგლეხო	სა გლეხ ო
ფართობით	ფართო ბ ით
შეეგება	შეე გ ება
აზროვნება	აზრ ოვნებ ა
განდგომილი	გან დგომ ილი
ტენოჩტიტლანი	ტენოჩტიტლ ანი
პოპი	პოპ ი
მოღვაწეს	მო ღვაწე ს
წარუშლელი	წარუ შლელ ი
პოლიბიუსის	პოლი ბი უსის
შეგრძნება	შეგრძ ნებ ა
გენიალური	გენ ი ალური
ჩეკას	ჩეკ ას
ფორუმი	ფორ უმ ი
ყნოსვა	ყნო სვ ა
ყურანის	ყურ ან ის
გააბამს	გა აბ ამს
გამოამწყვდია	გამოამწყვ დ ია
დოლარად	დო ლარ ად
მხედრებმა	მხედრ ებმა
მეთაური	მე თაურ ი
ჩამოაქვეითეს	ჩამოა ქვეით ეს
მკვიდრები	მკვიდრ ები
ჯარისთვის	ჯარ ისთვის
ალგორითმები	ალგორი თმ ები
არენდით	არე ნდ ით
დარტყმებს	და რტყმ ებს
გაეწიათ	გაე წი ათ
კანდელაკის	კანდელ აკ ის
კარები	კარ ები
მოელოდნენ	მო ელ ოდნენ
ფენები	ფენ ები
ალბათობის	ალბათ ობ ის
რისკი	რის კ ი
აჯანყებას	აჯანყ ებ ას
ჩამოგდებული	ჩამო გდებ ული
შეაღწიოს	შე აღწი ოს
სიტუაციის	სიტუ აცი ის
დადებით	დად ებით
მრავალთა	მრავალ თა
უპილოტო	უ პილოტ ო
ნათესაობაზე	ნათესა ობ აზე
ინდუსტრიულ	ინდუს ტრი ულ
ტრადიციაც	ტრადიცი აც
ზმნაში	ზმ ნ აში
პრინცესას	პრინც ეს ას
შიდსთან	შიდ ს თან
საკათალიკოსო	საკათალიკოს ო
წარმომავლობა	წარმო მავლობ ა
მოქმედებებმა	მო ქმედებ ებმა
სამტრედიიდან	სამტრე დი იდან
ნომინალურად	ნომინ ალ ურად
ჩაატარეს	ჩაა ტარ ეს
ლინკოლნმა	ლინკოლ ნ მა
დათმო	და თმ ო
ქვეყნებთან	ქვეყნებ თან
ფილმები	ფილმ ებ ი
კლიპები	კლი პ ები
ბაზარი	ბაზ არ ი
სერგიუს	ს ერგ იუს
მეტრ	მეტრ
ფაშიზმის	ფა შ იზმის
დაზუსტებით	და ზუსტ ებით
მითოლოგიის	მით ოლოგი ის
სიკვდილზე	სი კვდილ ზე
ათასს	ათ ას ს
რელიგიისა	რელიგი ისა
აქტის	აქტ ის
ანალიზით	ანალიზ ით
დატყვევებული	დატყვე ვებ ული
ბედნიერ	ბედნიერ
რეალიზაციის	რე ალიზაცი ის
რთავს	რთავ ს
მამამისისგან	მამ ამის ისგან
სიძველით	სი ძველ ით
უპირველესად	უპირველ ეს ად
ამხელა	ამ ხელ ა
სინთეზისათვის	სინთეზ ისათვის
ცენზურა	ცენზ ურ ა
ჰაუ	ჰა უ
კისტური	კ ისტურ ი
სოპრანო	სოპრა ნო
ნემსები	ნემ ს ები
სესიური	ს ესი ური
მიწისძვრა	მიწისძ ვრ ა
წარმოთქმა	წარმო თქმ ა
პროდუქტია	პროდუქტ ია
ტაოში	ტა ოში
გაიმარჯვებს	გაი მარჯვ ებს
მაჰმადიანთა	მ აჰმადიან თა
სოკოებს	ს ოკო ებს
ფრინველია	ფრინ ველ ია
შემოაქვთ	შემო აქვ თ
თავებად	თა ვებ ად
ნივთებს	ნივთ ებს
წიგნაკი	წიგნ აკი
ვფიქრობდი	ვფიქრ ობ დი
ებრაელები	ებ რაელ ები
რეალმა	რეალ მა
გაკვეთილია	გა კვეთილ ია
გემით	გემ ით
დისციპლინების	დისციპლინ ების
ბოიბენდ	ბოი ბენ დ
გადადის	გადა დ ის
ლაშქრის	ლაშქრ ის
სახელმწიფოში	სახელმწიფ ო ში
შეიძინეს	შეი ძინ ეს
სიზუსტე	სი ზუსტ ე
განგება	გან გებ ა
იდეის	იდე ის
რინეგანი	რინე გან ი
მონაწილეობამ	მონაწილ ეობ ამ
მავზოლეუმი	მავზოლე უმ ი
ამაშუკელი	ამაშუ კელ ი
მფარველობას	მფარ ველობ ას
გამარჯვებულად	გამარჯვ ებულ ად
მისიონერულ	მი სიონერ ულ
სტილიზებულია	სტილ იზებ ულია
ფინელი	ფი ნელ ი
შემოხვეული	შემო ხვეულ ი
აღმოაჩნდა	აღმო აჩნ და
დონეზეა	დონ ე ზეა
ფსიქოლოგია	ფსიქ ოლოგი ა
ცხენოსანი	ცხენ ოსან ი
სეფიანთა	სეფ იან თა
ჭაბუკიანი	ჭაბუ კ იანი
ლორწოვანი	ლორ წ ოვანი
შემოთავაზებით	შემო თავაზებ ით
ანებებს	ან ებ ებს
ჯვარედინი	ჯვარედინ ი
მოხრილი	მო ხრილ ი
დაწესებულების	დაწეს ებულებ ის
ამეცადინოს	ა მეცადინ ოს
პარკოსანი	პარკ ოსან ი
გაქრნენ	გა ქრ ნენ
კოლას	კოლ ა ს
ინსტიტუტად	ინ სტიტუტ ად
ოპერაციული	ოპერ აცი ული
ტალღური	ტალღ ური
ათასწლეულიდან	ათა სწლეულ იდან
შეეხო	შე ეხ ო
ბელადების	ბელ ად ების
გამოიძახა	გამო იძახ ა
იდება	იდ ება
ზაკ	ზაკ
დამტკიცებული	და მტკიცებ ული
ნეველი	ნევ ელ ი
ფიროსმანი	ფიროს მან ი
ხუთეულში	ხუთ ეულ ში
უხდიდა	უ ხდიდ ა
სამბას	სამბ ას
ავადმყოფობას	ავადმყოფ ობ ას
დასამარცხებლად	დასა მარცხ ებლად
კლასობრივი	კლას ობრივ ი
ერთმნიშვნელოვნად	ერთმ ნიშვნელოვნ ად
მიდგმული	მი დგმულ ი
დასთან	და ს თან
მდინარეებსა	მდინარე ებ სა
პასკევიჩმა	პას კევიჩ მა
ჟვანია	ჟ ვან ია
საგამოცდო	საგამო ცდ ო
გაუგებარი	გაუ გებარი
დარგი	და რგ ი
ექვს	ექვს
დაუჭირეს	დაუ ჭირ ეს
აბაზანაში	აბა ზან აში
გამანაწილებელი	გამა ნაწილებ ელი
პაპუნა	პა პ უნა
დისკუსიები	დისკუსი ები
მოჭრილია	მო ჭრილ ია
სპინური	ს პინ ური
შესწორებულია	შესწორ ებ ულია
ბენგალიის	ბენგა ლ იის
მიწოდებას	მი წოდებ ას
გაგზავნით	გა გზავნ ით
გაზომვების	გაზომ ვ ების
კრიტიკულად	კრიტიკ ულად
რექტორად	რექტორ ად
ნიშნავდეს	ნიშნავ დეს
სამარხის	სა მარხ ის
კომპეტენტური	კომპე ტენ ტური
იგია	იგ ია
ინდის	ინ დ ის
ეძლევა	ე ძლევ ა
სასახლეს	ს ასახლ ეს
კატასტროფაში	კატასტროფ აში
ავტობუსით	ავტო ბუს ით
მთავარეპისკოპოსი	მთავარე პისკოპოს ი
ხოდოროვსკი	ხოდორ ოვსკ ი
კედელში	კედ ელ ში
დაე	და ე
თავგადასავლების	თავგადასავლ ების
პიროვნებებს	პირ ოვნებ ებს
მოქალაქემ	მო ქალაქე მ
მოისურვა	მო ისურვ ა
თევზჭერით	თევზ ჭერ ით
სანჩესი	სანჩ ეს ი
მეგობრად	მეგობრ ად
კაფე	კაფ ე
არანაირი	არა ნაირ ი
ლიახვის	ლია ხვ ის
ოროდ	ორ ოდ
რეალიზმის	რეალ იზმ ის
იარაღია	იარაღ ია
ინსტრუმენტებით	ინსტრუ მენტ ებით
გადარჩენაში	გადა რჩენ აში
დაავადებების	დაავად ებ ების
ცერემონიალში	ცერემონი ალ ში
ნჰლ	ნჰ ლ
განზოგადებული	განზოგად ებ ული
კიდეს	კიდ ე ს
პარტიაა	პარტი აა
ქრისტემ	ქრისტ ე მ
ეკიპაჟს	ეკიპ აჟ ს
ზეგავლენის	ზეგა ვლენ ის
სიცარიელე	სი ცარიელ ე
კლინიკურ	კლი ნიკ ურ
აღმსრულებელი	აღმ სრულებელ ი
ფურცელაძე	ფურ ცელ აძე
კლდის	კლდ ის
დარწმუნებული	და რწმუნებულ ი
მოსახლეობისა	მოსახლ ეობ ისა
პროსტატის	პრო სტატ ის
ბარნეტის	ბარ ნეტ ის
ალენის	ალ ენ ის
მსხვერპლს	მსხვერპლ ს
საუნდტრეკად	საუნდტ რეკ ად
თემის	თემ ის
ბოსნიური	ბოს ნი ური
ქირურგიულ	ქირუ რგ იულ
ბრალდებულის	ბრალდ ებულ ის
წვიმიანი	წვ იმ იანი
შტრიხები	შტ რიხ ები
ლუქსემბურგის	ლუქსემ ბურგ ის
იოგა	ი ოგ ა
თვალებიდან	თვალ ებ იდან
დისნეის	დი სნეი ს
ჰაერს	ჰა ერ ს
დასტური	და სტურ ი
უთმობდნენ	უ თმობ დნენ
ნამყო	ნა მ ყო
სინტაქსი	სინ ტაქს ი
მდიდარია	მდიდ არ ია
ლუსკუმა	ლუ სკუ მა
რეგულაციის	რეგულ აცი ის
სოფელს	სოფ ელ ს
კანტონებად	კან ტონ ებად
წყალქვეშა	წყალ ქვეშ ა
მოეპოვებინათ	მოე პოვებ ინათ
რევოლუციურ	რე ვოლუცი ურ
შეუქმნია	შეუ ქმნ ია
აშენებული	ა შენებულ ი
სინგლები	სინ გლ ები
ყინულოვან	ყინ ულ ოვან
სპარტას	ს პარტ ას
კრებამ	კრებ ამ
ვეგეტაციური	ვეგეტაცი ური
მიკენის	მი კენ ის
ყოფიერების	ყოფიერ ების
თვითმფრინავი	თვითმ ფრინავ ი
ოსთა	ოს თ ა
განხორციელება	განხორც იელებ ა
ფერმა	ფერ მ ა
კორკოვადოს	კორკო ვად ოს
დრაკულას	დრა კულ ას
რწმუნებულის	რწმუნებულ ის
კონგრესზე	კონ გრეს ზე
ტომებთან	ტომ ებ თან
სერბეთში	სერ ბეთ ში
თვითმოქმედი	თვით მოქმედ ი
წინსვლის	წინ სვლ ის
გუბერნატორის	გუბერნატ ორ ის
ზაფხულს	ზაფხულ ს
სიმართლე	სი მართლე
დაუმტკიცა	დაუ მტკიც ა
განდეგილი	განდეგ ილ ი
მექანიზმები	მექან იზმ ები
საზოგადოებიდან	საზოგად ოებ იდან
გადაინაწილეს	გადაი ნაწილე ს
დანადგარებში	დანა დგარ ებში
ცენტრები	ცენტრ ები
დაუბრუნდებოდა	დაუ ბრუნდ ებოდა
აღრევის	აღ რევ ის
ბინარული	ბინ არულ ი
გაშვების	გა შვებ ის
პოლკი	პოლ კ ი
უწოდებდა	უ წოდებ და
კოლეგია	კო ლეგ ია
მიმართულებებს	მიმა რთულებ ებს
ქარელის	ქარ ელის
ინიციატივითა	ინიციატივ ითა
ბაიერნმა	ბაიერ ნ მა
ცოდნის	ცოდნ ის
კონსულტანტის	კონსულტ ანტ ის
ბაიერნის	ბაიერ ნ ის
დემოკრატი	დემ ოკრატ ი
ცირკონიუმის	ცირკო ნიუმ ის
ქალაქთა	ქალაქ თა
დაუზავდა	დაუ ზავ და
რიტმული	რიტ მ ული
კანტონად	კან ტონ ად
მდგომარეობით	მდგომარე ობ ით
შეეგუა	შეე გუ ა
