იტალიასთან	ი ტალი ასთან
პოდოლსკის	პო დოლსკის
მომსახურებისა	მო მსახურებ ისა
ფირმის	ფირ მ ის
დისტრიბუტორია	დისტრიბუ ტორი ა
ღმერთზე	ღმერთ ზე
ამოწმებს	ა მოწმ ებს
სახელსაც	სახელ ს აც
მამულს	მამულ ს
ჰეკეტის	ჰე კეტ ის
ხელნაწერებს	ხელნა წერ ებს
ილინოისის	ილინოის ი ს
გარეგნობის	გარე გნ ობის
სრულებით	სრულებ ით
ამიში	ამი შ ი
რომზე	რო მ ზე
მეტყველება	მეტყველებ ა
გუმბათის	გუმბათ ის
თემატიკას	თე მატიკ ას
საქსონია	სა ქსონ ია
მარიამმა	მარ იამ მა
რაიხსვერის	რაიხს ვერ ის
სიგანეს	სი განე ს
საყოველთაო	საყოველ თა ო
ლეგენდებისა	ლეგენ დ ებისა
ართური	არ თურ ი
დაცინვის	და ცინვ ის
პროცესებზე	პროცე ს ებზე
სევდიანი	სევ დიან ი
სახეობიდან	სახეობ იდან
ზარბაზნები	ზარბაზ ნ ები
შთამომავლების	შთა მომავლ ების
შუშანიკის	შუშა ნიკ ის
კაფსულა	კაფ სულ ა
პირის	პირ ის
სერტიფიკატის	სერტიფი კატ ის
გამოვლინდება	გამო ვლინ დება
საბჭოები	საბჭო ები
სალონში	სა ლონ ში
მწიფე	მწიფ ე
კარგია	კარგ ია
გეიმპლეი	გეიმპლე ი
სატელეფონო	სა ტელეფონ ო
ვარდისფერ	ვარდ ისფერ
შეჭრილიყო	შე ჭრილ იყო
უძლეველი	უ ძლევ ელი
რელიგიასთან	რე ლიგი ასთან
მტაცებლები	მტაცებ ლ ები
ტექნოლოგიური	ტექნ ოლოგი ური
ხშირია	ხშირ ია
კინორეჟისორის	კინო რეჟისორ ის
ელემენტების	ელე მენტ ების
ამბობენ	ა მბ ობენ
არარსებობის	არ არსებ ობის
დასაწყებად	დასა წყებ ად
ცხოვრობენ	ცხოვრობ ენ
სიღრმეზე	სი ღრმე ზე
აღწერა	აღ წერ ა
ფარავნის	ფარავ ნის
ურჩია	უ რჩი ა
ხერსონის	ხერ სონ ის
ღაზის	ღაზ ის
შემოქმედებას	შემო ქმედებ ას
დინასტია	დინასტი ა
შეთანხმდა	შე თანხმ და
შეისწავლა	შეი სწავლ ა
მიას	მი ას
დაკმაყოფილებული	და კმაყოფილ ებული
ლურჯია	ლურჯ ია
ხელნაწერიდან	ხელნა წერ იდან
დახშული	და ხშ ული
ნაწარმოებისა	ნა წარმოებ ისა
დინამოსთან	დი ნამო სთან
აშელური	აშ ელ ური
სამცხიდან	სამ ცხ იდან
წონასწორობას	წონასწო რობ ას
შეფერილობას	შე ფერილობ ას
გამოეწვია	გამო ეწვი ა
ვაზარის	ვაზ არის
ქვეყნებისათვის	ქვეყნებ ისათვის
მელოდიური	მე ლოდი ური
სუპერბოროტმოქმედი	სუპერ ბოროტ მოქმედი
წაუყენა	წა უყენ ა
მდივანი	მდ ივან ი
ჰიგიენის	ჰი გი ენის
თარიღიდან	თარიღ იდან
შეესწავლა	შეე სწავლ ა
სლავებს	სლავ ებს
ელის	ელ ის
ნავმისადგომი	ნავმისა დგომ ი
ქანდაკებაა	ქანდა კებ აა
დგინდება	დგინდ ება
დაიბომბა	დაი ბომბ ა
მოშორებით	მო შორებ ით
რეგულირდება	რეგულირ დება
შემოდის	შემო დ ის
ბიოქიმიის	ბიო ქიმი ის
სატირული	სა ტირ ული
ბანდის	ბანდ ის
სპარტას	სპარტ ას
ექცეოდა	ე ქცე ოდა
რედაქციამ	რედა ქცი ამ
გახდებოდნენ	გა ხდ ებოდნენ
მოსახსნელად	მო სახსნელ ად
ხეობებითა	ხ ეობ ებითა
ესხმოდნენ	ე სხმ ოდნენ
იოთამ	ი ოთ ამ
ფერისცვალების	ფერის ცვალ ების
კამარითაა	კამ არ ითაა
შანიძის	შან იძ ის
განამტკიცებს	განა მტკიც ებს
თემატიკის	თე მატიკ ის
მთრიმლავ	მთრიმ ლავ
ფაბრიკაში	ფა ბრიკ აში
გავლის	გავ ლ ის
გაერთიანებით	გა ერთიან ებით
მონარქია	მო ნარქი ა
მოსკოვი	მო სკოვ ი
სანახაობრივი	სა ნახა ობრივი
განკითხვის	გან კითხვ ის
სახეობასა	სახეობ ასა
სიტუაციას	სიტუ აცი ას
მიზეზს	მიზეზ ს
ქვებია	ქვე ბ ია
შეუყვარდება	შეუ ყვარ დება
საქონელზე	სა ქონელ ზე
ბოტანიკის	ბოტა ნიკ ის
კრებულ	კრებულ
ათასამდე	ა თას ამდე
აქო	ა ქ ო
მანერის	მან ერ ის
აუწყეს	ა უწყ ეს
ისტორიაზე	ისტორი აზე
ელჩს	ელჩ ს
შერეული	შე რე ული
იატაკს	იატაკ ს
თავად	თავად
კამათის	კამ ათ ის
ჩეხოსლოვაკიაში	ჩეხოსლოვ აკი აში
ჰუნთა	ჰუ ნ თა
ნახსენებ	ნა ხსენებ
დიად	დი ად
ჭამენ	ჭამ ენ
ტურნირის	ტურნირ ის
კალენდრით	კალენ დრ ით
ედიტ	ე დიტ
სოხუმიდან	სო ხუმ იდან
მეჩვიდმეტე	მე ჩვიდმეტ ე
წარუმატებელ	წარუ მატებ ელ
ჭედური	ჭედ ური
გვალვები	გვა ლვ ები
ამერიკაშიც	ამერი კ აშიც
იმპერიად	იმპერი ად
ბაროუს	ბა რო უს
გორგიჯანიძე	გორგიჯან იძე
ქერა	ქერ ა
გაინაწილეს	გაი ნაწილე ს
კვარცხლბეკი	კვარ ცხლბეკ ი
პროტონები	პრო ტონ ები
ჰოლივუდის	ჰო ლივუდ ის
ზოლით	ზო ლ ით
მდიდრულად	მდიდრ ულად
ჩავა	ჩა ვ ა
სიგანისა	სი გან ისა
წერტილი	წერ ტილ ი
აკუსტიკური	აკუ სტიკ ური
მაიამის	მა იამ ის
ახალმოსახლეები	ახალმო სახლე ები
დევის	დე ვ ის
თითო	თით ო
დროშას	დროშ ას
მთვარესთან	მთვ არე სთან
შვედეთს	შვე დეთ ს
ჰომინიდების	ჰომინ იდ ების
კონკისტადორებს	კონკისტ ადორ ებს
წინააღმდეგობის	წინააღმდეგ ობ ის
განადგურებული	გა ნადგურებ ული
განუკურნებელი	განუ კურნებ ელი
მდინარედ	მდინარე დ
სალმა	სალმ ა
დომინიკელთა	დომინ იკ ელთა
მოეგო	მო ეგო
არანორმალური	არა ნორმალურ ი
გენიოსი	გენ ი ოსი
მილიარდ	მილი არდ
ჰუკი	ჰუ კ ი
კოლა	კოლ ა
ხსნის	ხსნ ის
ვასალად	ვასა ლ ად
ლონდონისა	ლონ დონ ისა
ამერიკელებმა	ამერი კელ ებმა
მზადდება	მზად დება
საცოლე	სა ცოლ ე
მიწებიდან	მიწ ებიდან
წარმოქმნიან	წარმო ქმნ იან
სუბალპური	სუბალ პ ური
თარგმანის	თარგ მან ის
უესტი	უ ესტ ი
იზომორფული	იზო მორფ ული
დირკ	დი რკ
შაქარს	შა ქარ ს
გადააქცია	გადა აქცი ა
ახალგაზრდას	ახალ გაზრდ ას
მოხსნებით	მო ხსნ ებით
ესენინმა	ე სენინ მა
ლექსთა	ლექს თა
პატრონიკეს	პატრონ იკ ეს
იბერია	ი ბერი ა
იგულისხმებოდა	ი გულისხმ ებოდა
პ	პ
ურჩხულს	ურჩხ ულ ს
მსახურად	მსახურ ად
ფართის	ფა რთ ის
ჭიდაობა	ჭიდა ობ ა
გახმოვანება	გა ხმოვან ება
რაფაელი	რაფა ელ ი
თესლის	თესლ ის
ნახევარფინალური	ნახევარ ფინალ ური
იწოდებოდა	ი წოდ ებოდა
ყოველკვირეულ	ყოველ კვირე ულ
ფრენის	ფრენ ის
ტროლები	ტრო ლები
თამაშობდა	თამაშ ობდა
წასვლით	წა სვლ ით
პოეტების	პო ეტ ების
ადგილებთან	ადგილ ებთან
ასი	ა ს ი
შეცვლაზე	შე ცვლ აზე
მდ	მდ
სპეციალისტის	სპეცი ალისტ ის
ადრიანა	ადრი ან ა
მეგობრობას	მეგობრობ ას
ფრანც	ფრან ც
პრეზიდიუმმა	პრე ზიდიუმ მა
ტიუდორების	ტიუ დორ ების
დარჩენის	და რჩენ ის
დროშების	დროშ ების
შენარჩუნებულია	შე ნარჩუნებ ულია
ტყვეობაში	ტყვ ეობ აში
წელიდან	წელ იდან
რაოდენობაზე	რა ოდენობ აზე
ნესტიან	ნესტ იან
შემთვევაში	შემთვ ევ აში
ნაწილს	ნაწილ ს
შენარჩუნებული	შე ნარჩუნებ ული
ზონებს	ზონ ებს
გადასცემოდა	გადა სცემ ოდა
აღმოჩენებმა	აღმო ჩენ ებმა
გამოხმაურებები	გამო ხმაურ ებები
მომაკვდავმა	მომა კვდავ მა
ფრედ	ფრედ
წევრებს	წევრ ებს
გველს	გველ ს
ემჩნევა	ე მჩნევ ა
მეისონი	მე ისონ ი
მითებსა	მი თ ებსა
აგურისა	ა გურ ისა
ინჟინერმა	ინჟინ ერ მა
უღმრთო	უ ღმრთო
რუმის	რუ მ ის
ბულგარეთში	ბულ გარეთ ში
მტერზე	მ ტერ ზე
ესპანეთმა	ესპან ეთ მა
ძანეტის	ძან ეტ ის
ჰქონია	ჰ ქონ ია
ქონდარა	ქონდარ ა
ჰეს	ჰე ს
გამოფინა	გამო ფინ ა
გაწვევა	გა წვევ ა
ინჟინრის	ინჟინრ ის
ბრაუნშვაიგის	ბრა უნშვაიგ ის
თუნდაც	თ უნდ აც
აბსურდული	აბს ურდ ული
ტილი	ტილ ი
წარმოშობისა	წარმო შობ ისა
ივერიაში	ი ვერი აში
მიაქციეს	მია ქცი ეს
ითვისებს	ი თვისებ ს
ოსტგუთები	ოსტ გუთ ები
წლიური	წლი ურ ი
ფოსტის	ფოსტ ის
მატარებლით	მა ტარებ ლით
სტრატეგია	სტრა ტეგ ია
ცვლილებით	ცვლილებ ით
ესწრება	ე სწრებ ა
ნაცვალი	ნა ცვალ ი
რბოლებში	რბოლ ებში
დირაკი	დი რაკ ი
მეირ	მე ირ
ლუდვიგმა	ლუდ ვიგ მა
გამოხდით	გამო ხდ ით
კარტოფილი	კარ ტოფილ ი
თეორიულად	თე ორი ულად
სტუდია	სტუდი ა
ნამდვილი	ნამდვილ ი
მოძრაობაზე	მოძრა ობ აზე
პროდუქტებში	პროდუქტ ებში
მთვარი	მთვ არ ი
მზის	მ ზ ის
რელიგიურ	რე ლიგი ურ
დახმარებაზე	და ხმარებ აზე
დასმულ	და სმულ
ვარსკვლავიერი	ვარსკვლავ იერი
გადაჭიმული	გადა ჭიმულ ი
დიდებულებს	დი დებულ ებს
მოინანია	მოინა ნ ია
მინანქარი	მინანქ არი
რისკები	რი სკ ები
დაბადებიდან	და ბადებ იდან
ესპანურმა	ესპან ურ მა
ოსებს	ოს ებს
უელსს	უ ელს ს
ემყარება	ე მყარ ება
ტრიუფოს	ტრი უფ ოს
ტბებით	ტბ ებით
ზეპ	ზე პ
ბიზანტიამ	ბიზ ანტი ამ
მიეტანა	მიე ტან ა
პერიოდებში	პერი ოდ ებში
მსვლელობას	მსვლელ ობას
ფრანსუა	ფრან ს უა
საძებრად	სა ძებრ ად
მარად	მარ ად
სახაზო	სა ხაზ ო
დაესვა	დაე სვ ა
შეიცვალეს	შეი ცვალ ეს
შერაცხა	შე რაცხ ა
კრიტიკას	კრიტიკ ას
შესწირა	შეს წირ ა
ვლადიმირი	ვლადი მირ ი
ძაღლების	ძაღლ ების
გოლით	გოლ ით
ჟარმა	ჟარ მა
ჩარტების	ჩა რტ ების
ხელისუფლებისა	ხელისუფლებ ისა
შაური	შა ურ ი
პიუნიკის	პი უნიკ ის
საქორწინო	სა ქორწინ ო
გამოსახულებებით	გამოსახულებ ებ ით
ამომწყდარი	ამომ წყდ არი
მარაგი	მარაგ ი
ესპანური	ესპან ურ ი
როუსის	რო უს ის
უხვევს	უ ხვევ ს
თამაშია	თამაშ ია
შეისწავლის	შეი სწავლ ის
კეთდება	კეთ დება
დააპატიმრეს	დაა პატიმრ ეს
პროცედურებს	პროცე დურ ებს
სუბეკვატორული	სუბ ეკვატორ ული
გადაშენდნენ	გადა შენ დნენ
მიიწევს	მიი წევ ს
ელემენტით	ელე მენტ ით
სუზანა	სუ ზან ა
წარმატებები	წარ მატებ ები
საბაბი	საბა ბ ი
ანთროპოგენური	ანთროპო გენ ური
დარჩენილიყვნენ	და რჩენილ იყვნენ
სწავლების	სწავლებ ის
რელსებზე	რე ლს ებზე
მახასიათებლებით	მახასიათებ ლ ებით
დანალექ	დანა ლექ
ვა	ვა
ყუმურის	ყუმ ურ ის
პერიოდულობა	პერი ოდ ულობა
ეკითხება	ე კითხ ება
მოფენილია	მო ფენილ ია
წყნაროკეანური	წყნარ ოკეანური
მოკლევადიანი	მოკლე ვადიან ი
მოქმედებამ	მო ქმედებ ამ
ვიკინგებს	ვი კინგ ებს
უილის	უ ილ ის
დაძაბულობას	და ძაბულ ობას
მოაწყდა	მო აწყ და
ბულგარელების	ბულ გარელ ების
გაჰყვნენ	გა ჰყვ ნენ
მელაპარაკებოდა	მე ლაპარაკ ებოდა
სიმსივნური	სიმსი ვნ ური
დასამყარებლად	დასა მყარ ებლად
იმპორტი	იმ პორტ ი
ტეილორმა	ტე ილორ მა
ემსხვერპლა	ე მსხვერპლ ა
სპექტრში	სპექტ რ ში
ქალებთან	ქა ლ ებთან
ჩასულიყო	ჩა სულ იყო
ცალკეული	ცალკე ული
ბერიძის	ბერ იძის
წაგებით	წა გებ ით
ჩაცმულობის	ჩა ცმულობ ის
ასამდე	ა ს ამდე
ტექნიკურად	ტექნიკ ურად
ღმერთის	ღმერთ ის
თავჯდომარედ	თავჯდომარე დ
ლამაზია	ლამაზ ია
ინგლისურად	ინგლი სურ ად
ნაპოლის	ნა პოლ ის
ნაშრომმა	ნა შრომ მა
ჩრდილოეთი	ჩრდილო ეთ ი
იანვრისთვის	იან ვრ ისთვის
ისეთების	ი სეთ ების
რექტორად	რე ქტორ ად
შამქორის	შა მქორ ის
თვითმფრინავები	თვითმ ფრინავ ები
ტუჩები	ტუ ჩ ები
მაჰმადის	მ აჰმად ის
ცეკვებს	ცე კვ ებს
თავჯდომარეა	თავჯდომარე ა
მკურნალობაზე	მკურნალ ობ აზე
სიმბოლოები	სიმ ბოლო ები
კოლეჯის	კოლ ეჯ ის
გაიტაცეს	გა იტაც ეს
შემსრულებლად	შემ სრულებლ ად
მიუგო	მი უგო
ილუსტრაციები	ილუსტრაცი ები
ლიგის	ლი გ ის
დაწინაურების	და წინაურ ების
გროვა	გროვ ა
რისხვის	რისხ ვ ის
ტანჯვას	ტანჯვ ას
კონკურსს	კონკურ ს ს
პერსონაჟად	პერსონ აჟ ად
რაჭა	რა ჭ ა
ნიშები	ნი შ ები
კალიმანტანის	კალი მანტან ის
თითი	თით ი
გაასწორეს	გაა სწორ ეს
განადგურდა	გა ნადგურ და
გააქტიურდა	გა აქტიურ და
ცენტრებს	ცენტრ ებს
ჭეშმარიტი	ჭეშმარ იტ ი
მიზეზად	მიზეზ ად
მოსაზიდად	მოსა ზიდ ად
ანტიოქიის	ანტი ოქი ის
ფოკუსი	ფო კ უსი
გთხოვთ	გ თხოვ თ
ფსკოვის	ფ სკოვ ის
კალენდარს	კალენ დარ ს
ფილმშიც	ფილმ შიც
გამეფებისთანავე	გა მეფ ებისთანავე
სილუეტი	სილუ ეტ ი
ჰიტლერს	ჰიტლერ ს
წარმონაქმნები	წარმონა ქმნ ები
ჩაიყვანეს	ჩა იყვან ეს
წარმართები	წარ მართ ები
ატომთან	ა ტომ თან
დაახასიათა	დაა ხასიათ ა
სულთნის	სულთ ნ ის
ასგარდების	ა სგარდ ების
ინდოეთს	ინდო ეთ ს
მოკიდებული	მოკიდებულ ი
შუქურის	შუქ ურ ის
მოგზაურობაში	მოგზაუ რობ აში
ტვინს	ტვინ ს
დამპყრობლის	დამ პყრობ ლის
წყვილად	წყვილ ად
გადაღებულია	გადა ღებ ულია
დაძაბვა	და ძაბ ვა
კალაპოტიდან	კალ აპოტ იდან
ხელოვნებათმცოდნე	ხელოვნებ ათმცოდნე
ტერორისტი	ტერ ორისტ ი
ნახევარკუნძულზე	ნახევარ კუნძულ ზე
შესწორებული	შე სწორებ ული
დიზრაელის	დი ზრაელი ს
რომლისაგანაც	რომ ლ ისაგანაც
კრაისლერ	კრა ისლერ
თან	თან
მშვიდი	მ შვიდ ი
ხმლების	ხმლ ების
პარაზიტობენ	პარა ზიტ ობენ
ნემსი	ნე მს ი
პუბლიკის	პუბლი კ ის
გლეხის	გლეხ ის
რესტორანში	რესტორ ან ში
აზრზე	აზრ ზე
გაუმჯობესებაში	გა უმჯობეს ებაში
ორსულობის	ორ სულ ობის
გაბუნიას	გა ბუნი ას
პორტები	პორტ ები
ტანისამოსს	ტანისამ ოს ს
ბაზალტური	ბაზ ალტ ური
საზღვრებით	საზღვრ ებით
ახმოვანებენ	ა ხმოვან ებენ
ტემპერატურებს	ტემპერა ტურ ებს
დაარსებისა	და არსებ ისა
მატჩი	მა ტჩ ი
გააგრძელა	გაა გრძელ ა
ცხოველია	ცხოველ ია
ავტომობილს	ავტო მობილ ს
ხანძრის	ხანძ რ ის
გადასასვლელი	გადა სასვლელ ი
მინდოდა	მი ნდ ოდა
საარბიტრაჟო	სა არბიტრაჟ ო
დაფარვა	დაფარ ვ ა
აღებაც	აღ ებ აც
მიეღო	მი ეღო
დაჯილდოება	და ჯილდო ება
პოზიციაზეც	პოზიცი აზეც
ფეგელეინი	ფე გელეინი
მისიის	მი სი ის
პოეტის	პო ეტ ის
კოლეჯს	კოლ ეჯ ს
ქმედება	ქმედებ ა
ნინკენის	ნინ კენ ის
გამოხატავდეს	გამო ხატავ დეს
პანამას	პა ნამ ას
პლაჟი	პლაჟ ი
ანდებში	ა ნდ ებში
გულშემატკივრების	გულშემატკი ვრ ების
არომატული	არ ომატ ული
პანთეონი	პან თეონ ი
ეცნობოდა	ე ცნობ ოდა
ნორმაში	ნორ მ აში
დაებრუნებინათ	დაე ბრუნ ებინათ
სპარსული	სპარ ს ული
ექიმმა	ექიმ მა
ფასს	ფას ს
ენდობოდნენ	ე ნდობ ოდნენ
აჯანყებისთვის	ა ჯანყებ ისთვის
ინდუსტრია	ინდუ სტრი ა
შანსს	შან ს ს
დემოკრატები	დემო კრატ ები
გეას	გე ას
ფრანგულად	ფრან გულ ად
მსხვერპლს	მსხვერპლ ს
ამნეზია	ამ ნეზი ა
ატკინსონი	ატ კინსონ ი
სახარებიდან	სა ხარებ იდან
კუთხესთან	კუ თხე სთან
უაზროდ	უ აზრ ოდ
სინონიმი	სინ ონიმ ი
ტყესა	ტყე სა
იუდაიზმის	იუდა იზმი ს
მტკვარზე	მტკ ვარ ზე
თევზის	თევზ ის
ატმოსფეროზე	ატმო სფერო ზე
რესტორნების	რესტორ ნ ების
ქვიშაქვებით	ქვი შაქვ ებით
სისტემებში	სისტემ ებში
ისკანდერ	ისკანდ ერ
მსხვილმა	მსხვილ მა
ბიზანტიას	ბიზ ანტი ას
შენაკადია	შე ნაკად ია
იუნაიტედთან	იუნაიტე დ თან
ნაკრძალის	ნა კრძალ ის
ჩამორჩენილობა	ჩამო რჩენილ ობა
ელემენტებით	ელე მენტ ებით
თერმულად	თერმ ულად
მსახიობ	მსახიობ
მგლების	მგლ ების
საბატონო	სა ბატონ ო
საორიენტაციო	საორიენტ აცი ო
ბრენდების	ბრე ნდ ების
შეუქმნის	შეუ ქმნ ის
მოსდევდა	მო სდევ და
სცენით	სცენ ით
მიმდგომი	მი მდგომ ი
ცხოველურ	ცხოველ ურ
გადალახვას	გადა ლახვ ას
ძაბვის	ძაბვ ის
ვალერი	ვალერი
გამოყვანილი	გამო ყვანილ ი
მოლეკულურ	მო ლეკულ ურ
შიმპანზე	ში მპან ზე
დაფარეს	და ფარ ეს
გადაიწია	გადა იწ ია
ბონი	ბონ ი
დაემტკიცებინათ	დაე მტკიც ებინათ
ერთიანი	ერთ იანი
ბილწი	ბილ წ ი
ვერსიებით	ვერსი ებით
ფოტოების	ფოტო ების
ირღვევა	ი რღვევ ა
დიდებით	დიდებ ით
მსოფლიოშია	მსოფლ იო შია
რომანტიულ	რომან ტი ულ
სპლიტში	სპ ლიტ ში
გამკლავებოდა	გა მკლავ ებოდა
კაბებს	კა ბ ებს
რენუარის	რე ნუარ ის
ჩაერთო	ჩა ერთ ო
გვერდითი	გვერდ ითი
არესის	არ ეს ის
ლევირატი	ლევი რატ ი
ნიშნით	ნიშნ ით
საბაღო	სა ბაღ ო
უჩია	უ ჩ ია
ზომებს	ზომ ებს
ძაღლის	ძაღლ ის
ავტორიტეტად	ავტო რიტეტ ად
კოლეჯიდან	კოლ ეჯ იდან
თავიანთ	თავ იანთ
მალავი	მალავ ი
საკურფიურსტო	საკურ ფიურსტ ო
ვისი	ვის ი
გაღიზიანებული	გაღ იზიან ებული
მსგავსებისა	მსგავს ებისა
შემეკითხა	შემ ეკითხ ა
დაბადებისთანავე	და ბადებ ისთანავე
ქუჩაში	ქუ ჩ აში
რაიხსტაგის	რაიხს ტაგი ს
გამოირიცხოს	გამო ირიცხ ოს
ანაბეჭდი	ანა ბეჭდ ი
დიპლომატის	დიპლომ ატ ის
ხელმოწერა	ხელმო წერ ა
ფორმატს	ფორმ ატ ს
მანჩესტერს	მან ჩესტერ ს
ჩადიან	ჩა დ იან
გუნდით	გუნდ ით
აეროდრომზე	აერო დრომ ზე
თრი	თრ ი
დათარიღება	და თარიღ ება
მოწყობილობით	მო წყობილობ ით
ალბანური	ალბან ურ ი
ადევნებენ	ა დევნ ებენ
იმპორტზე	იმ პორტ ზე
წარუშლელი	წარუ შლ ელი
ხეხილის	ხე ხილ ის
სლავების	სლავ ების
რესპუბლიკას	რესპუბლ იკ ას
კეთილდღეობას	კეთილ დღეობ ას
გაკვეთილებზე	გა კვეთილ ებზე
სტრატეგიულად	სტრა ტეგიულ ად
ჯგუფებს	ჯგუფ ებს
იასი	იას ი
ვარჯიშის	ვარ ჯიშ ის
ტერმინით	ტერმინ ით
დინებაში	დინებ აში
პუბლიცისტი	პუბლი ცისტ ი
კიოტო	კი ოტ ო
ზონად	ზონ ად
სამუდამოდ	სა მუდამ ოდ
არასტაბილურობა	არა სტაბილურ ობა
ითვისებდნენ	ი თვისებ დნენ
ფელტსკუგი	ფელტსკუ გ ი
სუდანის	სუდან ის
არენის	არ ენ ის
დაქორწინებულიყო	და ქორწინ ებულიყო
რაინდი	რაი ნდ ი
შეაქეს	შე აქ ეს
გალილეო	გა ლილე ო
უსმენენ	უ სმენ ენ
დენ	დენ
ოკეანის	ოკეან ის
პლანეტურ	პლანეტ ურ
მსოფლიოს	მსოფლ იო ს
რეგიონ	რეგიონ
ჩვენების	ჩვენ ების
კონტინენტიდან	კონტინენტ იდან
მკვლევრები	მკვლევ რ ები
რესპუბლიკის	რესპუბლ იკ ის
ასეთი	ა სეთ ი
ნომენკლატურის	ნომენ კლატურ ის
კლასიფიკაციით	კლა სიფიკაცი ით
დაგზავნა	და გზავნ ა
ხით	ხ ით
მოძიებას	მო ძიებ ას
ნაკვეთებზე	ნა კვეთ ებზე
შემოსავლები	შემოსავლ ები
გადასცემს	გადა სცემ ს
უმაგრებდა	უ მაგრ ებდა
ლევირატის	ლევი რატ ის
მუსიკოსია	მუს იკოს ია
დიოქსიდის	დი ოქსიდ ის
ხატმებრძოლეობა	ხატმე ბრძოლ ეობა
სომხები	სომხ ებ ი
როდოსი	რო დოს ი
სალომე	სა ლომე
ნაციონალისტები	ნაციონ ალისტ ები
ნაადრევი	ნა ადრევ ი
დარგობრივი	და რგ ობრივი
იბადება	ი ბად ება
სარდლობას	სარდ ლობ ას
პოლონეთში	პოლონ ეთ ში
გაწყვიტა	გა წყვიტ ა
გეოგრაფიაში	გეო გრაფი აში
ინდუსტრიალიზაციის	ინდუს ტრიალ იზაციის
ბეროუზის	ბე როუზ ის
მტერთა	მ ტერ თა
ფოსფორის	ფოს ფორ ის
ითვლის	ი თვლ ის
კეი	კე ი
მოშენების	მო შენებ ის
სახელმძღვანელო	სახელმძღვა ნელ ო
საცდელი	საცდელ ი
უმასპინძლა	უმასპინძ ლ ა
სიცილით	ს იცილი თ
სერიაზე	სერ ი აზე
პუბლიცისტურ	პუბლი ცისტ ურ
განლაგებით	გან ლაგ ებით
ფილებით	ფილ ებით
ნაციონალიზაცია	ნაციონ ალ იზაცია
საშუალო	სა შუალ ო
ვრცელ	ვრცელ
ბაზრები	ბაზ რ ები
ქვებს	ქვე ბ ს
გაუძლებდა	გაუ ძლ ებდა
ზღვარზე	ზღვა რ ზე
ფრინველს	ფრინველ ს
მოწესრიგდა	მო წესრიგ და
კელტებს	კე ლტ ებს
მინისტრმა	მინისტრ მა
საკრავები	სა კრავ ები
ჯდება	ჯ დება
პარტიად	პარტი ად
ფაქტების	ფ აქტ ების
რაზმს	რა ზმ ს
ტური	ტურ ი
სახალიფო	სახალი ფო
მოუტანს	მოუ ტან ს
ჭაბუკმა	ჭა ბუკ მა
ვერნის	ვერნ ის
ათასზე	ა თას ზე
თამაშისთვის	თამაშ ისთვის
ძალაუფლებაში	ძალა უფლებ აში
დამბის	და მბ ის
რეკვიემი	რეკვი ემი
უკუნისამდე	უკუ ნის ამდე
ალბათობის	ალბათ ობის
აცხადებს	ა ცხადებ ს
ობიექტურ	ობ იექტ ურ
მართალი	მართალ ი
ფანჯარაში	ფან ჯარ აში
გუშინ	გუ შინ
აკაცია	ა კაც ია
მიწურულიდან	მიწურულ იდან
მადრიდულ	მად რიდ ულ
უხდება	უ ხდ ება
საუკუნით	საუკუნ ით
გენიოსის	გენ ი ოსის
აუზები	აუ ზ ები
მოგზაურობას	მოგზაუ რობ ას
თამუნა	თამ უნ ა
ყინულქვეშა	ყინულ ქვეშა
ჭრილში	ჭრილ ში
გაეცნობა	გაე ცნ ობა
მსურველ	მ სურველ
ოქრომჭედლობის	ოქრო მჭედლ ობის
დეპარტამენტსა	დეპარტა მენტ სა
თეოფილე	თეოფი ლე
ჩასახლდნენ	ჩა სახლ დნენ
არდის	არდ ის
შენობები	შე ნობ ები
შარაშიძე	შარ აშიძ ე
გამარჯვებას	გა მარჯვებ ას
რედაქტორია	რედა ქტორ ია
წინააღმდეგია	წინააღმდეგ ია
ისააკი	ისა აკ ი
კარიერისა	კარიერ ისა
მწერლებმა	მწერლ ებმა
ჰენდერსონის	ჰე ნდერსონ ის
შეავსო	შე ავს ო
კვადრატში	კვად რატ ში
ზომებით	ზომ ებით
გურიელმა	გუ რიელ მა
არქიტექტორს	არქიტექ ტორ ს
კოორდინატთა	კოორდინა ტ თა
თემებად	თე მ ებად
ტვერის	ტ ვერ ის
გააუმჯობესოს	გაა უმჯობეს ოს
მომზადებისას	მო მზადებ ისას
მიმართულებაზე	მი მართულებ აზე
სასტუმროები	სა სტუმრო ები
ენდოგენური	ე ნდ ოგენური
ლურჯად	ლურჯ ად
ქუთაისიდან	ქუ თაის იდან
დაჯილდოებულ	და ჯილდო ებულ
ქვესახეობას	ქვე სახეობ ას
მკვლევარის	მკვლევ არ ის
სამხრეთის	სა მხრეთ ის
მონოგრაფიები	მონო გრაფი ები
გენთა	გე ნ თა
ჩერდებიან	ჩე რდებ იან
გამოსახულებებია	გამოსახულებ ებ ია
ნიშნის	ნიშნ ის
ლოგო	ლოგ ო
მოწმე	მოწმ ე
ისახავს	ი სახავ ს
შემოსაზღვრული	შემო საზღვრ ული
როსიმ	როს იმ
გამოცდები	გამო ცდ ები
ავტომობილის	ავტო მობილ ის
კოლუმბიამ	კოლუმ ბი ამ
საზღაურის	ს აზღაურ ის
საქმეებში	სა ქმე ებში
განვლო	გან ვლ ო
სამუდამო	სა მუდამ ო
წყაროებით	წყა რო ებით
