იტალიასთან	იტა ლი ასთან
შეუწყობს	შე უწყ ობს
ჩაქრობა	ჩა ქრობ ა
ჰოვარდის	ჰო ვარდ ის
უქმდებოდა	უქმ დებოდა
სივრცეებს	სივრცე ებს
განდევნეს	გან დევნ ეს
ოსების	ოს ების
ნაწილებს	ნაწილ ებს
ატარებდნენ	ა ტარ ებდნენ
გეომორფოლოგიის	გეო მორფოლოგი ის
კართაგენში	კარ თაგენ ში
სოციოპოლიტიკური	სოციო პოლიტიკ ური
ათასმა	ათას მა
გაგრძელდებოდა	გა გრძელ დებოდა
შესასვლელით	შე სასვლელ ით
დრამატურგი	დრამ ატურგ ი
მარკესმა	მარ კეს მა
მასივებს	მას ივ ებს
გონძაგას	გონ ძაგ ას
დასაქმებული	დასა ქმებ ული
სტამბა	სტა მბ ა
ანთროპოლოგების	ანთროპო ლოგ ების
სხვადსხვა	სხვა დსხვა
დაუმორჩილებლობა	დაუ მორჩილებ ლობა
ელექტროენერგიას	ელექტრო ენერგი ას
ერთიმეორეს	ერთ იმეორ ეს
ძიუდოს	ძიუდო ს
ამწევი	ამ წევ ი
ამოკვეთილი	ამო კვეთილ ი
წინააღმდეგობები	წინააღმდეგ ობ ები
ახმეტის	ახ მეტ ის
ნახვის	ნახვ ის
რიგის	რიგ ის
მარქსმა	მარ ქს მა
შეუკეთებიათ	შეუ კეთებ იათ
ტაძარზე	ტა ძარ ზე
საბა	სა ბ ა
გზავნილს	გზა ვნილ ს
ცენტრში	ცენტრ ში
ატონის	ა ტონ ის
დაუშვებელია	და უშვ ებელია
ლოგიკური	ლოგიკ ურ ი
ხალხად	ხალხ ად
მემატიანე	მე მატიან ე
ფერთა	ფერ თა
ლარგვისის	ლარგვი ს ის
დეპო	დე პ ო
განშტოებების	გან შტოებ ების
წიგნებისა	წიგნ ებისა
ატლეტიკოს	ატლ ეტიკო ს
ისეთ	ი სეთ
მარცვლეულს	მარცვლ ეულ ს
ჰოლმზი	ჰოლ მზ ი
კვერცხი	კვერ ცხ ი
სახსრებით	სახსრ ებით
ესპანელმა	ესპან ელ მა
ქეითი	ქე ითი
ჩანახატები	ჩანა ხატ ები
ვარიანტებში	ვარ იანტ ებში
გამოდიოდნენ	გამო დიოდ ნენ
გაექცეს	გა ექც ეს
ერთობას	ერთ ობ ას
მთათა	მ თ ათა
დიქტატორი	დიქტა ტორ ი
ათაბაგი	ა თაბაგ ი
კლდეები	კლ დე ები
ღიობი	ღი ობ ი
დიქტატორად	დიქტა ტორ ად
კონცეფციით	კონც ეფცი ით
წყლებში	წყლ ებში
ვილსონი	ვილ სონ ი
გერმანულენოვანი	გერმან ულ ენოვანი
ფასადების	ფა სად ების
დაცემულ	და ცემულ
არჩევნები	არჩევ ნებ ი
ერაყული	ე რაყ ული
ლანდშაფტებს	ლანდშაფ ტ ებს
საბჭოზე	საბჭო ზე
სამთავროების	სა მთავრო ების
ხელთ	ხელ თ
ხელნაწერში	ხელ ნაწერ ში
გეგმებს	გეგმ ებს
ღრუბელი	ღრუბ ელ ი
ხალხისთვის	ხალხ ისთვის
დაუფლების	და უფლებ ის
რეალიზაცია	რეალ იზაცია
მეხის	მეხ ის
კირიონის	კი რიონ ის
წითელას	წითელ ას
ალეხანდრო	ა ლეხანდრო
არქიტექტურამ	არქიტექტ ურ ამ
შენაკადის	შენა კად ის
მოვა	მო ვ ა
ვუთხარი	ვუ თხარ ი
ფორმირების	ფორმ ირებ ის
რბილობი	რბი ლობ ი
გამეფდა	გა მეფ და
დაწინაურდნენ	დაწინაურ დ ნენ
დახატა	და ხატ ა
მცენარეებში	მცენარე ებში
განვითარებას	გან ვითარებ ას
სტრაბონი	სტრაბ ონ ი
უნიკალურია	უნ იკალურ ია
ფსიქიკურ	ფსიქი კ ურ
შენობების	შე ნობ ების
წარმატებულ	წარ მატებ ულ
ხარჭა	ხარ ჭ ა
მუსიკოსთა	მუს იკოს თა
თანახმად	თანა ხმ ად
ზედაპირებს	ზედა პირ ებს
ილირიელები	ი ლირი ელები
წრეები	წრე ები
დოკუმენტებში	დოკუმენტ ებ ში
რუბინის	რუ ბინ ის
არსებობის	არსებ ობ ის
ძოგჩენის	ძოგ ჩენ ის
აღმოუჩენიათ	აღმოუ ჩენ იათ
კლანის	კლა ნ ის
ჩაახშვეს	ჩაა ხშ ვეს
განუხორციელებელი	განუ ხორციელებ ელი
ორმხრივად	ორ მხრივ ად
სურვილებს	სურ ვილ ებს
ფუს	ფუ ს
სტუდენტებთან	სტუ დენტ ებთან
დიზაინერი	დიზ აინერ ი
აგრიპას	აგრ იპ ას
ჭიაურელის	ჭია ურელი ს
შეჰქონდათ	შე ჰქონდ ათ
ჰერამ	ჰერ ამ
კეთებას	კეთ ებას
კოლმეურნეობის	კოლ მეურნეობ ის
სინგლების	სი ნგლ ების
ნაჰია	ნა ჰი ა
ფრთისებრ	ფრთ ისებრ
გადასარევად	გადასა რევ ად
ოუენი	ოუ ენ ი
მარველი	მარ ველ ი
ოტომანთა	ოტო მან თა
დაუმტკიცა	დაუ მტკიც ა
ზეგნებზე	ზე გნ ებზე
სნუპ	სნუ პ
გამარჯვებული	გა მარჯვებ ული
ხვეული	ხვეულ ი
ივერიელის	ივერი ელის
პოლიცია	პოლი ცი ა
თხოვდა	თხოვ და
ქურუმად	ქურ უმ ად
ეთამაშება	ე თამაშ ება
ატარებენ	ა ტარ ებენ
ბუჩქებით	ბუჩქ ებით
გამოფენა	გამო ფენ ა
კანონში	კანონ ში
იესუ	ი ეს უ
ლარსის	ლარ ს ის
ქავთარ	ქა ვთარ
ათვლას	ა თვლ ას
სუდანში	სუ დან ში
კონცხთან	კონც ხ თან
ანდეზიტური	ანდე ზიტ ური
ბრძენს	ბრ ძენ ს
ოთხეულს	ოთხ ეულ ს
სარდლობა	სარდ ლობ ა
ჩაღრმავებული	ჩა ღრმავ ებული
დანადგარებით	დანა დგარ ებით
ბაქტერიოფაგები	ბაქ ტერი ოფაგები
მჭიდრო	მჭ იდრო
ველიდან	ველ იდან
კორტესის	კორტ ეს ის
პიტიახშთა	პი ტიახშ თა
ზაზასთან	ზა ზ ასთან
დაპატიმრების	და პატიმრებ ის
ვირუსი	ვი რუს ი
მისდევენ	მი სდევ ენ
იგივეა	ი გივე ა
ჭადრაკის	ჭადრაკ ის
დაკრძალვა	და კრძალვა
სენტავო	სენ ტავ ო
გაზიარებული	გა ზიარებ ული
შეგრძნება	შე გრძნებ ა
მარნეულის	მარ ნეულ ის
მთელ	მთ ელ
მმართველმა	მ მართველ მა
ეკლესიისა	ეკლესი ისა
მოწმეების	მოწმ ე ების
ოჯახში	ოჯახ ში
თვალსაჩინოა	თვალსა ჩინ ოა
ტერიტორიაზეც	ტერი ტორი აზეც
დედამიწა	დედა მიწ ა
კოლხი	კოლ ხ ი
დრამერ	დრა მერ
პორტერი	პორტერ ი
უბან	უბან
ღვთაება	ღვთა ებ ა
ბიოგრაფიები	ბი ოგრაფი ები
აუცილებელი	აუცილებ ელ ი
ლირიკულ	ლი რიკ ულ
ხილი	ხილ ი
იატაკზე	იატაკ ზე
მორავიის	მო რავი ის
ფარფლები	ფარ ფლ ები
მოქმედების	მო ქმედებ ის
სახელური	სახელ ური
რადამა	რა დამ ა
თამარისა	თა მარ ისა
კარლი	კარ ლ ი
სახალიფოში	სახალი ფო ში
ევედრებოდა	ე ვედრ ებოდა
აბრეშუმხვევიას	აბრეშუმ ხვევიას
განდევნის	გან დევნ ის
თერმულ	თერმ ულ
მუშაობამ	მუშაობ ამ
ნამგალი	ნამგა ლ ი
კრაკოვის	კრა კოვ ის
ოტელი	ოტელ ი
შემთხვევითობის	შემთ ხვევ ითობის
კიდურების	კიდურ ების
უქონლობა	უ ქონლ ობა
კასპიისპირა	კას პი ისპირა
კირქვით	კირ ქვ ით
სისტემური	სისტემ ური
დაზიანებით	და ზიან ებით
მარკოზის	მა რკოზ ის
გრაფები	გრაფ ები
კოშკებს	კოშ კ ებს
მანდატის	მანდატ ის
მუსლიმურ	მუს ლიმ ურ
ტურისტულ	ტურისტ ულ
სარაკეტო	სარაკე ტ ო
ჰიპერძრავა	ჰიპერ ძრავ ა
მშრომელი	მ შრომ ელი
განიზრახა	განი ზრახ ა
პრეფექტურაში	პრ ეფექტურ აში
ენიჭებოდათ	ე ნიჭებ ოდათ
შეეჩერებინათ	შეე ჩერ ებინათ
მილიარდი	მი ლიარდ ი
აშენებას	ა შენებ ას
დაბლოკა	და ბლოკ ა
კეისი	კე ის ი
მაღაზიების	მაღ აზი ების
მოჩვენებებს	მო ჩვენებ ებს
კილომეტრამდე	კილო მეტრ ამდე
აღსრულების	აღ სრულ ების
დასრულებისთანავე	და სრულებ ისთანავე
გაყიდვა	გა ყიდვ ა
პოლუსი	პოლ უს ი
მართლმსაჯულებას	მართლმ საჯ ულებას
დატოტვილია	დატოტ ვილ ია
გათხარა	გა თხარ ა
მოაგვარა	მოა გვარ ა
ექსპერიმენტების	ექსპერი მენტ ების
მრგვალი	მრგვალ ი
ტელეპორტაციის	ტელე პორტ აციის
ნათესაური	ნათესა ური
უხელმძღვანელა	უხელმძღვანე ლ ა
ძიება	ძიებ ა
ამერიკელთა	ამერიკ ელთა
გარდასახვის	გარდა სახვ ის
ისარგებლოს	ი სარგებლ ოს
ურდუ	ურ დუ
შეიცავს	შე იცავ ს
რიტუალში	რიტუალ ში
დამწერლობა	და მწერლობ ა
მდინარის	მ დინარ ის
ბავშვი	ბავშვ ი
ბანაკის	ბან აკ ის
განდგომილი	გან დგომ ილი
მაგიის	მა გი ის
საავადმყოფოდან	სა ავადმყოფ ოდან
მკვლელობა	მ კვლელობ ა
შეაქვს	შე აქვ ს
უფროს	უ ფროს
იპყრობდა	ი პყრობ და
კარბონატულ	კარბონა ტულ
კარების	კარ ების
გადამცემი	გადა მცემ ი
მარიამის	მარ იამ ის
თევზჭერის	თევზ ჭერ ის
ამურის	ა მ ურის
მურაა	მურა ა
რედაქტორის	რედა ქტორ ის
დირაკმა	დი რაკ მა
პასპორტის	პასპორტ ის
როტშილდის	რო ტშილდ ის
გვარში	გვარ ში
მუშკეტერი	მუშკე ტერ ი
ფენად	ფე ნ ად
შექმნით	შე ქმნ ით
ხალიფა	ხალი ფ ა
ჩამოყალიბდა	ჩამო ყალიბ და
იმოქმედა	ი მოქმედ ა
ავადმყოფობის	ავადმყოფ ობის
ქერქს	ქერ ქ ს
პორტუგალიელთა	პორტუ გალი ელთა
იუ	იუ
პასუხი	პასუხ ი
სიცოცხლე	სი ცოცხლ ე
ზიმბაბვე	ზიმბაბ ვე
სულებისთვის	სულ ებისთვის
უღიარებია	უ ღიარ ებია
რეგიონისა	რეგიონ ისა
გადებული	გა დებულ ი
უჭირდა	უ ჭირ და
მეურნეობისათვის	მეურნეობ ისათვის
დოქტორმა	დოქტორ მა
ციმბირისა	ცი მბირ ისა
მოქმედებაზე	მო ქმედებ აზე
უღელტეხილის	უღელ ტეხილ ის
სპარსეთი	სპარ სეთ ი
შორს	შორ ს
ძმაზე	ძ მ აზე
აეროპორტი	აერო პორტ ი
უბიძგებს	უ ბიძგ ებს
გაბერილი	გა ბერ ილი
უნაგირის	უნა გირ ის
მოსახლეობაზე	მო სახლეობ აზე
გზაც	გზ აც
საკვალიფიკაციო	საკვალ იფიკაცი ო
სანშუ	სან შუ
წამოწყებულ	წამო წყებ ულ
წყალბურთის	წყალ ბურთ ის
მკრთალ	მ კრთალ
ასწავლის	ა სწავლ ის
მანკიერი	მან კიერ ი
იზეთბეგოვიჩმა	ი ზეთბეგოვიჩ მა
ასოციაცია	ასოცი აცი ა
შეგირდად	შე გირდ ად
ფაილი	ფა ილ ი
დაბრძანებული	და ბრძანებ ული
რიცხვია	რიცხვ ია
ვირტუალური	ვირ ტუალურ ი
ლუდვიგ	ლუდ ვიგ
მოძრაობისა	მო ძრაობ ისა
ექვემდებარებიან	ე ქვემდებარ ებიან
ამინის	ა მინ ის
ძვლისაგან	ძ ვლ ისაგან
ევრიპტერიდების	ევრიპ ტერ იდების
აღკვეთა	აღ კვეთ ა
ხალხებში	ხალხ ებში
სადიაცოს	სადია ცო ს
ევთანასიის	ევთანა სი ის
დახურულია	და ხურ ულია
მარუაშვილი	მარ უ აშვილი
მშვენიერებით	მშვენიერ ებით
სახლის	სახლ ის
ოცდათერთმეტში	ოცდა თერთმეტ ში
ფერომაგნიტური	ფერო მაგნიტ ური
ბონგო	ბ ონ გო
საქმეთა	სა ქმე თა
ვაჟის	ვა ჟ ის
ვარიანტში	ვარ იანტ ში
მძივებით	მ ძივ ებით
გუარანი	გუარა ნ ი
ბლანკო	ბლ ანკ ო
ტბელის	ტ ბ ელის
ფლინის	ფლ ინ ის
ბინების	ბინ ების
უფლისა	უფლ ისა
მიმდინარეობას	მი მდინარე ობას
გარე	გარე
დაბურულ	და ბურ ულ
რეგიონების	რეგიონ ების
ხელოსანთა	ხელ ოსანთა
კანკელის	კან კელ ის
მილერი	მი ლერ ი
მთვარე	მთვარ ე
გადალახვის	გადალა ხვ ის
ჩაკრას	ჩა კრ ას
აფხაზმა	აფ ხაზ მა
გიგაზე	გი გ აზე
პეიჯის	პე იჯ ის
მოგოლთა	მო გოლ თა
ევროპარლამენტის	ევრო პარლამენტ ის
მოთამაშეებისთვის	მოთამა შე ებისთვის
გატარებულ	გა ტარებ ულ
მოსწორებულია	მო სწორ ებულია
გვიმრები	გვი მრებ ი
შემოტევების	შემოტ ევ ების
აპოლო	ა პოლ ო
გიგა	გი გ ა
ნორმანებმა	ნორ მან ებმა
ექსპედიციამ	ექსპედიცი ამ
როგორია	რო გორ ია
ჰანტი	ჰან ტ ი
ფლოტიც	ფლ ოტ იც
ჯარისკაცმა	ჯარის კაც მა
წარმოდგენილია	წარმო დგენილ ია
კვლავაც	კვლავ აც
ჰერმიონი	ჰერ მიონ ი
ინფრაწითელ	ინფრა წითელ
სმაუგის	სმა უგ ის
ადვოკატმა	ადვოკატ მა
გამოეცხადებინათ	გამოე ცხად ებინათ
ქორწინდებიან	ქორწინ დებიან
აფხაზთა	აფ ხაზ თა
უკლება	უ კლ ება
რომელი	რომ ელ ი
მოახერხებენ	მოა ხერხ ებენ
ელამური	ე ლამ ური
სწავლაში	სწავლ აში
ეროსი	ერ ოს ი
ფერხული	ფერ ხ ული
დაანება	და ან ება
ქურთისტანში	ქურთი სტან ში
ჩაჭრილი	ჩა ჭრილ ი
ქაღალდების	ქაღალდ ების
არქიმანდრიტ	არქი მანდრიტ
კლასიფიკაცია	კლას იფიკაცი ა
ცხიმოვანი	ცხ იმ ოვანი
აწყობენ	ა წყობ ენ
სხეულები	სხეულ ები
ნათარგმნი	ნა თარგმნ ი
განხეთქილებისა	განხეთქ ილებ ისა
პანამის	პა ნამ ის
შესამჩნევ	შესა მჩნევ
გიორგაძე	გიორ გ აძე
არტიკლს	არტ იკლ ს
რეალიზმი	რე ალიზმ ი
ინტერნეტში	ინტერ ნეტ ში
ჟურნალი	ჟურნა ლ ი
შეტყობინებები	შე ტყობინებ ები
საზეიმოდ	სა ზეიმ ოდ
პერიოდმა	პერი ოდ მა
აზორის	ა ზორ ის
გამართეს	გა მართ ეს
გამოვლენას	გამო ვლენ ას
თოკის	თო კ ის
ამოფრქვევები	ამო ფრქვევ ები
ეგვიპტესთან	ეგვიპტ ეს თან
თერმები	თერმ ები
ტაძრიდან	ტაძრ იდან
შემქმნელებს	შემ ქმნელ ებს
პისტოლეტი	პისტო ლეტ ი
ბერბატოვმა	ბერბა ტოვ მა
დასჭირდათ	დას ჭირ დათ
აეროპორტის	აერო პორტ ის
ომამდელ	ომ ამდელ
ვანის	ვან ის
საწვავს	სა წვავ ს
ლაქებით	ლაქ ებით
ავანგარდული	ავანგარდ ული
მოცეკვავეთა	მო ცეკვავე თა
მიანიშნა	მი ანიშნ ა
პაშტური	პა შტ ური
უწესო	უ წეს ო
გეორგ	გეო რგ
მელბურნი	მელბურ ნ ი
იქცევდა	ი ქცევ და
დგება	დ გებ ა
გამოიჩინა	გამოი ჩინ ა
ტატრა	ტა ტრ ა
განაცხადში	განა ცხად ში
უიტმენის	უ იტმენ ის
კილოგრამი	კილო გრამ ი
დაზვერვითი	დაზვერვ ითი
არენას	არ ენ ას
ცირკონიუმის	ცირკ ონ იუმის
იბრძოლა	ი ბრძოლ ა
ფუტზე	ფუტ ზე
გამოქვაბულში	გამო ქვაბულ ში
იმართებოდა	იმართ ებოდა
რვამკლავიანი	რვა მკლავ იანი
გარანტირებული	გა რანტი რებული
მტკიცე	მტკიც ე
მამაკაცზე	მამა კაც ზე
გაქცეულიყო	გა ქცეულ იყო
ისას	ი სა ს
ანალოგი	ანა ლოგ ი
ერთვებიან	ერთ ვ ებიან
ძველით	ძველ ით
ეწინააღმდეგება	ე წინააღმდეგ ება
მმართველებს	მ მართველ ებს
რეისებს	რე ის ებს
გარდამავალი	გარდა მავალ ი
დააკისრა	დაა კისრ ა
სიცოცხლეშივე	სი ცოცხლ ეშივე
კუნძულელი	კუნძულ ელი
ჭადრაკი	ჭადრაკ ი
არეალებში	ა რეალ ებში
რეპი	რე პ ი
ჩემპიონატიდან	ჩემპიონა ტ იდან
გემ	გემ
მემცენარეობა	მე მცენარე ობა
ნორვეგიის	ნორ ვეგი ის
ვილი	ვილ ი
ეროზიის	ერ ოზი ის
ლოიდ	ლო იდ
წარმოიქმნა	წარმოი ქმნ ა
აქვეყნებს	ა ქვეყნ ებს
უორიორსი	უორი ორს ი
ხუროთმოძღვრების	ხუროთ მოძღვრ ების
პილსუდსკის	პი ლსუდ სკის
გადააბარა	გადა აბარ ა
დედაქალაქის	დედა ქალაქ ის
იხილე	ი ხილ ე
ფრიგიული	ფრი გი ული
არასწორად	არა სწორ ად
გარდაცვლილთა	გარდა ცვლილ თა
კომბინაციით	კომბინ აცი ით
მემკვიდრეობითობა	მე მკვიდრეობ ითობა
შეუცნობელი	შეუ ცნობ ელი
მთვარისა	მთვარ ისა
სიღნაღის	ს იღნაღი ს
დღეში	დღე ში
ედმონ	ედ მონ
კალიფორნიის	კალი ფორნი ის
საბაბით	საბა ბ ით
კონტექსტში	კონ ტექსტ ში
მიიტანა	მი იტან ა
საკუთარი	სა კუთარ ი
დაავალა	დაა ვალ ა
ტურისტთა	ტურისტ თა
პრაქტიკოსი	პრ აქტიკ ოსი
ფუნქციონირებას	ფუნქციონ ირებ ას
ანდერსონი	ანდერ სონ ი
იუმორით	იუ მორ ით
კვებაში	კვებ აში
ლეონორა	ლეონორ ა
ნაიარევი	ნა იარევ ი
შავშეთის	შავ შეთ ის
მავრიკის	მავრი კი ს
გამოეცალა	გამოე ცალ ა
უიტნიმ	უ იტნი მ
შესატანად	შესა ტან ად
არქეოლოგები	არქე ოლოგ ები
ეტაპების	ეტაპ ების
დასაქმება	დასა ქმებ ა
მიანიჭეს	მია ნიჭ ეს
ძაფი	ძ აფ ი
საგალობელი	საგა ლობელ ი
თილისმა	თი ლის მა
ტახტზეც	ტა ხტ ზეც
ტრანსის	ტრანს ი ს
ლენონს	ლე ნონ ს
საფრთხედ	სა ფრთხ ედ
ამოსვლამდე	ამო სვლ ამდე
ნაშრომებზე	ნა შრომ ებზე
სართულში	სართულ ში
სამივე	სა მ ივე
ქონა	ქონ ა
საზოგადოებად	სა ზოგადოებ ად
დანიელთა	და ნიელ თა
იღბალი	იღ ბალ ი
მცდელობისას	მც დელობ ისას
ამოღებულ	ამო ღებ ულ
გამოკითხვით	გამო კითხვ ით
შეერქვა	შე ერქვ ა
სხვაზე	ს ხვ აზე
ხსოვნის	ხ სოვნ ის
გარეუბანს	გარე უბან ს
პოდოლსკის	პო დოლ სკის
მომსახურებისა	მო მსახურებ ისა
ფირმის	ფირმ ის
დისტრიბუტორია	დის ტრიბუტორ ია
ღმერთზე	ღმერთ ზე
ამოწმებს	ა მოწმებ ს
სახელსაც	სახელ საც
მამულს	მამულ ს
ჰეკეტის	ჰე კეტ ის
ხელნაწერებს	ხელ ნაწერ ებს
ილინოისის	ილინო ისის
გარეგნობის	გარეგ ნობ ის
სრულებით	სრულ ებით
ამიში	ამ ი ში
რომზე	რო მ ზე
მეტყველება	მეტყველებ ა
გუმბათის	გუმბათ ის
თემატიკას	თემატიკ ას
საქსონია	სა ქსონ ია
მარიამმა	მარ იამ მა
რაიხსვერის	რაიხს ვერ ის
სიგანეს	სიგან ე ს
საყოველთაო	საყოველ თა ო
ლეგენდებისა	ლეგ ენდ ებისა
ართური	ართურ ი
დაცინვის	და ცინვ ის
პროცესებზე	პროცეს ებზე
სევდიანი	სევ დ იანი
სახეობიდან	სახეობ იდან
ზარბაზნები	ზარბაზ ნებ ი
შთამომავლების	შთა მომავლ ების
შუშანიკის	შუშან იკ ის
კაფსულა	კაფ სულ ა
პირის	პირ ის
სერტიფიკატის	სერ ტიფიკატ ის
გამოვლინდება	გამო ვლინ დება
საბჭოები	საბჭო ები
სალონში	სა ლონ ში
მწიფე	მწიფ ე
კარგია	კარგ ია
გეიმპლეი	გე იმ პლეი
სატელეფონო	სა ტელეფონ ო
ვარდისფერ	ვარდ ისფერ
შეჭრილიყო	შე ჭრილ იყო
უძლეველი	უ ძლევ ელი
რელიგიასთან	რელი გი ასთან
მტაცებლები	მტაცებ ლ ები
ტექნოლოგიური	ტექნოლოგი ური
ხშირია	ხშირ ია
კინორეჟისორის	კინო რეჟისორი ს
ელემენტების	ელე მენტ ების
ამბობენ	ამბობ ენ
არარსებობის	არ არსებ ობის
დასაწყებად	დასა წყებ ად
ცხოვრობენ	ცხოვრ ობ ენ
სიღრმეზე	სი ღრმე ზე
აღწერა	აღ წერ ა
ფარავნის	ფარავ ნის
ურჩია	უ რჩი ა
ხერსონის	ხერ სონ ის
ღაზის	ღაზ ის
შემოქმედებას	შემო ქმედებ ას
დინასტია	დინა სტი ა
შეთანხმდა	შე თანხმ და
შეისწავლა	შეი სწავლ ა
მიას	მი ა ს
დაკმაყოფილებული	და კმაყოფილ ებული
ლურჯია	ლურჯ ია
ხელნაწერიდან	ხელ ნაწერ იდან
დახშული	და ხშ ული
ნაწარმოებისა	ნაწარმო ებ ისა
დინამოსთან	დინა მო სთან
აშელური	აშ ელ ური
სამცხიდან	სამ ცხ იდან
წონასწორობას	წონასწორ ობას
შეფერილობას	შე ფერილ ობას
გამოეწვია	გამო ეწვი ა
ვაზარის	ვა ზარ ის
ქვეყნებისათვის	ქვეყნ ებისათვის
მელოდიური	მე ლოდი ური
სუპერბოროტმოქმედი	სუპერ ბოროტ მოქმედი
წაუყენა	წა უყენ ა
მდივანი	მ დივან ი
ჰიგიენის	ჰი გი ენის
თარიღიდან	თარიღ იდან
შეესწავლა	შეე სწავლ ა
სლავებს	სლავ ებს
ელის	ელ ის
ნავმისადგომი	ნავმისა დგომ ი
ქანდაკებაა	ქანდაკ ებ აა
დგინდება	დგინ დება
დაიბომბა	დაი ბომბ ა
მოშორებით	მო შორებ ით
რეგულირდება	რეგულირ დება
შემოდის	შემო დ ის
ბიოქიმიის	ბიო ქიმი ის
სატირული	სა ტირ ული
ბანდის	ბა ნდ ის
სპარტას	სპარ ტ ას
ექცეოდა	ე ქცეო და
რედაქციამ	რედაქცი ამ
გახდებოდნენ	გა ხდ ებოდნენ
მოსახსნელად	მო ს ახსნელად
ხეობებითა	ხე ობ ებითა
ესხმოდნენ	ე სხმ ოდნენ
იოთამ	ი ოთ ამ
ფერისცვალების	ფერის ცვალ ების
კამარითაა	კამ არ ითაა
შანიძის	შან იძ ის
განამტკიცებს	განა მტკიც ებს
თემატიკის	თემატიკ ის
მთრიმლავ	მთრიმლავ
ფაბრიკაში	ფაბ რიკ აში
გავლის	გა ვლ ის
გაერთიანებით	გ აერთიანებ ით
მონარქია	მო ნარქი ა
მოსკოვი	მო სკოვ ი
სანახაობრივი	სანახა ობ რივი
განკითხვის	გან კითხვ ის
სახეობასა	სახეობ ასა
სიტუაციას	სი ტუაცი ას
მიზეზს	მიზეზ ს
ქვებია	ქვ ებია
შეუყვარდება	შეუ ყვარ დება
საქონელზე	საქონ ელ ზე
ბოტანიკის	ბოტან იკ ის
კრებულ	კრებულ
ათასამდე	ათას ამდე
აქო	ა ქ ო
მანერის	მა ნერ ის
აუწყეს	ა უწყ ეს
ისტორიაზე	ისტორი აზე
ელჩს	ელჩ ს
შერეული	შერე ულ ი
იატაკს	იატაკ ს
თავად	თავ ად
კამათის	კამ ათ ის
ჩეხოსლოვაკიაში	ჩეხო სლოვაკ იაში
ჰუნთა	ჰუ ნ თა
ნახსენებ	ნა ხსენებ
დიად	დია დ
ჭამენ	ჭა მ ენ
ტურნირის	ტურნირ ის
კალენდრით	კალ ენდრ ით
ედიტ	ედ იტ
სოხუმიდან	სოხუმ იდან
მეჩვიდმეტე	მე ჩვიდმეტ ე
წარუმატებელ	წარუ მატებ ელ
ჭედური	ჭედ ური
გვალვები	გვა ლვ ები
ამერიკაშიც	ამერიკ აშიც
იმპერიად	იმპერ ი ად
ბაროუს	ბარ ო უს
გორგიჯანიძე	გორგიჯანიძ ე
ქერა	ქერ ა
გაინაწილეს	გაი ნაწილ ეს
კვარცხლბეკი	კვარ ცხლბეკ ი
პროტონები	პრო ტონ ები
ჰოლივუდის	ჰოლი ვუდ ის
ზოლით	ზო ლ ით
მდიდრულად	მდიდრ ულად
ჩავა	ჩ ავა
სიგანისა	სი გან ისა
წერტილი	წერ ტილ ი
აკუსტიკური	აკუ სტიკ ური
მაიამის	მა იამი ს
ახალმოსახლეები	ახალმო სახლე ები
დევის	დევ ის
თითო	თით ო
დროშას	დროშ ას
მთვარესთან	მთვ არე სთან
შვედეთს	შვე დეთ ს
ჰომინიდების	ჰომინი დ ების
კონკისტადორებს	კონკისტ ადორ ებს
წინააღმდეგობის	წინააღმდეგ ობ ის
განადგურებული	გა ნადგურებ ული
განუკურნებელი	განუ კურნ ებელი
მდინარედ	მდინარე დ
სალმა	სა ლ მა
დომინიკელთა	დომინ იკ ელთა
მოეგო	მო ეგ ო
არანორმალური	არა ნორმ ალური
გენიოსი	გენ იოს ი
მილიარდ	მი ლიარდ
ჰუკი	ჰუ კი
კოლა	კოლ ა
ხსნის	ხსნ ის
ვასალად	ვასა ლ ად
ლონდონისა	ლონ დონ ისა
ამერიკელებმა	ამერიკ ელებმა
მზადდება	მზად დება
საცოლე	სა ცოლ ე
მიწებიდან	მიწ ებიდან
წარმოქმნიან	წარმო ქმნ იან
სუბალპური	სუბალ პურ ი
თარგმანის	თარგმ ან ის
უესტი	უ ესტ ი
იზომორფული	იზო მორფ ული
დირკ	დი რკ
შაქარს	შა ქარ ს
გადააქცია	გადა აქცი ა
ახალგაზრდას	ახალგა ზრდ ას
მოხსნებით	მო ხსნ ებით
ესენინმა	ესენ ინ მა
ლექსთა	ლექს თა
პატრონიკეს	პატრონ იკე ს
იბერია	ი ბერი ა
იგულისხმებოდა	იგულისხმ ებ ოდა
პ	პ
ურჩხულს	ურჩხ ულ ს
მსახურად	მსახურ ად
ფართის	ფარ თ ის
ჭიდაობა	ჭიდა ობა
გახმოვანება	გა ხმოვან ება
რაფაელი	რაფა ელ ი
თესლის	თესლ ის
ნახევარფინალური	ნახევარ ფინალ ური
იწოდებოდა	ი წოდ ებოდა
ყოველკვირეულ	ყოველ კვირ ეულ
ფრენის	ფრენ ის
ტროლები	ტროლებ ი
თამაშობდა	თამაშ ობდა
წასვლით	წა სვლ ით
პოეტების	პო ეტ ების
ადგილებთან	ადგილ ებთან
ასი	ა ს ი
შეცვლაზე	შე ცვლ აზე
მდ	მდ
სპეციალისტის	სპეციალისტ ი ს
ადრიანა	ად რიან ა
მეგობრობას	მეგობრობ ას
ფრანც	ფრან ც
პრეზიდიუმმა	პრეზიდ იუმ მა
ტიუდორების	ტიუ დორ ების
