იტალიასთან	იტა ლი ასთან
გადაწყვეტილი	გადა წყვეტ ილი
საფლავთა	საფლავ თა
ვერმეერის	ვერმე ერ ის
დაუბრუნა	დაუ ბრუნ ა
უფლებების	უფლებ ების
თამაშს	თამაშ ს
კოლეჯებში	კოლ ეჯ ებში
გაიღო	გაი ღ ო
ქალაქმა	ქა ლაქ მა
მოქალაქეა	მო ქალაქე ა
ფარს	ფარ ს
მონოგრაფიაში	მო ნოგრაფი აში
ლენინი	ლენ ინ ი
გაქრისტიანება	გა ქრისტიან ება
მდებარეობენ	მდებარე ობ ენ
განმტკიცდა	გან მტკიც და
წოდებას	წოდებ ას
წააწყდნენ	წა აწყ დნენ
ქვებიც	ქვ ებიც
ვნახე	ვ ნახ ე
ბენტონი	ბენ ტონ ი
რემარკი	რემარ კ ი
ანსამბლეა	ანსამ ბლ ეა
ფიგურებს	ფიგურ ებს
წინააღმდეგნი	წინააღმდეგ ნი
გარდაიქმნენ	გარდაი ქმნ ენ
ერთსაფეხურიანი	ერთ საფეხურ იანი
კარიბულ	კა რიბ ულ
რამდენიმეწლიანი	რამდენ იმე წლიანი
ნაწილის	ნაწილ ის
რეგლამენტირებული	რეგლა მენტ ირებული
ადაპტირებული	ადაპტ ირებ ული
ტოვებს	ტოვებ ს
სტიმულის	სტი მულ ის
მისულ	მი სულ
მღვდელმთავარ	მღვდელ მთავარ
შეძლოს	შე ძლ ოს
ვარიანტად	ვარია ნტ ად
თარხუჯი	თარხუჯ ი
კლდეების	კლდ ე ების
ჯართან	ჯარ თან
მონოფიზიტი	მონოფიზი ტ ი
სახელფასო	სა ხელფას ო
ენაცვლებოდა	ე ნაცვლ ებოდა
პოლონელთა	პოლონ ელ თა
ნაწარმოებებმა	ნა წარმოებ ებმა
მხედველობის	მხედველობ ის
ურთიერთობით	ურთიერთ ობ ით
მაღლობების	მაღლ ობ ების
ცალფერდა	ცალ ფერ და
ბალაკი	ბალ აკ ი
ფიზიოლოგიური	ფიზი ოლოგი ური
კლადისტიკური	კლადის ტიკურ ი
ფსკერზე	ფს კერ ზე
ახალგაზრდამ	ახალგა ზრდ ამ
აქაიის	აქ ა იის
მოსამართლეს	მოსამართ ლე ს
კასტრო	კა სტრო
უგო	უ გ ო
წლებამდე	წლ ებ ამდე
ნიგერია	ნი გერი ა
პერ	პერ
მხედრები	მხედრ ები
შაირი	შა ირ ი
სახალისო	სა ხალის ო
გაიყო	გაი ყო
დანაწევრების	დანა წევრ ების
კედლების	კე დლ ების
ნანას	ნა ნ ას
მუხა	მუხ ა
აიაჰუასკას	აი აჰუასკ ას
სიყმაწვილეში	სი ყმაწვილე ში
ჩამოყვანილი	ჩამო ყვანილ ი
გამოხატავდნენ	გამო ხატავ დნენ
დანესტიანების	და ნესტიან ების
გენეზისის	გენ ეზის ის
დაუნი	დაუ ნ ი
ამიერკავკასიაში	ა მიერკავკასი აში
გაანადგურა	გაა ნადგურ ა
ალისა	ალ ისა
შმიდტი	შ მიდტი
ინტერნაციონალურ	ინტერ ნაციონალ ურ
თხემზე	თხ ემ ზე
ნევადის	ნე ვად ის
ზვართნოცის	ზვართნოც ის
ქალებში	ქა ლ ებში
ორში	ო რ ში
ბენაშვილი	ბენ აშვილი
ჟღერადობასთან	ჟღერა დობ ასთან
სანდერლენდის	სან დერლენდ ის
სპეციალისტები	სპეცი ალისტ ები
დაძაბულობის	დაძაბ ულობ ის
მინერალს	მინ ერალ ს
ჩიბურდანიძემ	ჩი ბურდან იძემ
უნეტარესის	უნეტ არესი ს
ღვთისმოსავი	ღვთისმ ოსავ ი
ასასინების	ასა სინ ების
დაარტყამს	დაა რტყამ ს
მოსახლეობასა	მოს ახლეობ ასა
პრუსტი	პრ უსტ ი
დიეტის	დი ეტ ის
ბინადრობს	ბინადრ ობს
უფროსი	უ ფროს ი
ზედაპირზე	ზედა პირ ზე
გადაარჩინეს	გადაარ ჩინ ეს
სოროს	სო რო ს
ბოლნისი	ბოლ ნის ი
ხელმძღვანელები	ხელმძღვანელ ები
იცვლიდა	ი ცვლ იდა
ფრიც	ფრ იც
შენ	შე ნ
მედუზას	მედ უზ ას
მომუშავე	მო მუშავ ე
ჰორსტ	ჰორ სტ
განაჩენის	გან აჩენ ის
ნეოდიმიუმის	ნე ოდიმ იუმის
ტრიუმფით	ტრიუმფ ით
ჯარისკაცთა	ჯარ ისკაც თა
ქცევას	ქცევ ას
ათწლეულის	ათ წლეულ ის
მიმოხილვაში	მიმო ხილვ აში
ლიდია	ლი დი ა
მიატოვეს	მია ტოვ ეს
ალექსმა	ა ლექს მა
გასაგრძელებლად	გასა გრძელ ებლად
ამინომჟავა	ამინო მჟავ ა
მთარგმნელი	მ თარგმნელ ი
ოსბორნის	ოს ბორნ ის
ტანგი	ტა ნგ ი
მეტმა	მეტ მა
დაფასება	და ფასებ ა
შეუძლიათ	შეუ ძლ იათ
გადასვლიდან	გადა სვლ იდან
დანაოჭების	დანა ოჭებ ის
ჩემპიონობა	ჩემპიონ ობ ა
მილიციას	მილი ცი ას
კოროზიას	კორ ოზი ას
მიიწევდნენ	მიი წევ დნენ
მედიცინაში	მედიცინ აში
გარკვევაში	გა რკვევ აში
გავაკეთებინე	გავა კეთებ ინე
მეტეორიტების	მეტეორ იტ ების
არსებები	არსებ ები
ბირთვში	ბი რთვ ში
მონოგრაფიისა	მო ნოგრაფი ისა
დააფიქრა	დაა ფიქრ ა
ოვალური	ოვ ალური
პორტუგალიას	პორტუგალი ა ს
დადებულ	და დ ებულ
ბულზმა	ბულ ზ მა
გაუარესდა	გა უარეს და
სიმაღლებრივი	სი მაღლ ებრივი
სახელობისა	სახელ ობის ა
სომოსა	სო მოს ა
ზემოდან	ზე მო დან
სახეობრივი	სა ხე ობრივი
დროებითმა	დრო ებით მა
იყი	ი ყ ი
ულვეუსმა	ულვეუს მა
წერილით	წერილ ით
აფხაზურმა	აფ ხაზ ურმა
წარმოქმნის	წარმო ქმნ ის
ნაიჯელ	ნა იჯ ელ
დარიშხანი	დარ იშხანი
დაეძაბა	დაე ძაბ ა
ჩავარდნილი	ჩა ვარდნ ილი
იაპონიაში	იაპონ ი აში
ინდუიზმი	ინდუ იზმ ი
იშოვა	ი შოვ ა
მდინარეული	მდინარე ული
ნომრები	ნომრ ები
მიტოვებულ	მი ტოვებ ულ
გასამხედროებული	გასა მხედრო ებული
საოცრების	სა ოცრ ების
ნარჩენია	ნარჩენ ია
სამხრეთი	სამ ხრეთ ი
მეორადი	მეორ ადი
ედება	ედ ება
ყინვაგამძლე	ყინვა გამძლე
სიმძლავრით	სი მძლავრ ით
სიგრძისაა	სი გრძ ისაა
მალაგასიურ	მალაგა ს იურ
ესპანელები	ესპან ელ ები
დოკს	დო კ ს
ფარსმანი	ფარ სმან ი
ნეიტრალიტეტი	ნეიტრ ალიტეტ ი
განწყობით	გან წყობ ით
მოჰქონდათ	მო ჰქონდა თ
გულნარა	გულ ნარ ა
აღმაშენებლის	აღმა შენებ ლის
სპეც	სპე ც
პოეზიაზე	პო ეზი აზე
იგდეს	იგდ ეს
ამართლებს	ა მართლ ებს
გადმოიღო	გადმო იღ ო
კიდურებით	კიდ ურ ებით
საშას	სა შ ას
ბასკურ	ბა სკ ურ
მოაქციეს	მო აქცი ეს
სტიუარტ	სტიუ არტ
ცერემონიებში	ცერემონ ი ებში
განთქმულ	განთქმულ
თეორიის	თეო რი ის
ჩამოყალიბებულ	ჩამო ყალიბებ ულ
იმისკენ	იმ ისკენ
შორდება	შორ დება
ირჩევენ	ი რჩევ ენ
ბიომრავალფეროვნებით	ბიომრავალფეროვნე ბ ით
ორიგინალურ	ორიგინ ალურ
კანონებზე	კანონ ებზე
მამაკაცი	მამა კაც ი
გამოვართმევ	გამოვა რთმევ
კახის	კა ხ ის
საკურთხეველი	საკურთხე ველ ი
დანია	და ნი ა
პლატო	პლა ტ ო
იმიტაციას	იმ იტაც იას
სიდნეიში	სი დნე იში
ქონებრივი	ქონ ებრივი
ბაუჰაუზის	ბაუ ჰაუზ ის
გაწვეული	გა წვეულ ი
ადანაშაულებდნენ	ა დანაშაულ ებდნენ
მაყვალა	მა ყვალ ა
მეთაურიც	მე თაურ იც
კარპატებში	კარ პატ ებში
სამოას	სამ ო ას
მოთამაშეებს	მო თამაშე ებს
მო	მო
ლუკასი	ლუ კას ი
ფენის	ფ ენ ის
შენაკადებიდან	შე ნაკად ებიდან
მატჩამდე	მატ ჩ ამდე
ჩილეში	ჩი ლე ში
მამაცურად	მამა ც ურად
კედლითაა	კე დლ ითაა
დაცინვა	დაცინ ვ ა
ნაპირების	ნა პირ ების
ზამბიაში	ზამბ ი აში
ბრწყინვალე	ბრწყ ინვალ ე
რომის	რო მ ის
მდგომარეობასთან	მდგომარეობ ა სთან
კალათბურთში	კალათბურთ ში
დაადანაშაულეს	დაა დანაშაულ ეს
კრებულით	კრე ბულ ით
უკრაინასა	უკ რაინ ასა
გამოგონილ	გამო გონ ილ
თავდაცვისუნარიანობის	თავ დაცვ ისუნარიანობის
მიაშენეს	მია შენ ეს
უსქესო	უ სქეს ო
გამოცემისთანავე	გამო ცემ ისთანავე
ზრდიდა	ზრდ იდა
ადგილსამყოფელი	ადგილსა მყოფ ელი
ატოლის	ა ტოლ ის
ინიციატივა	ინიცია ტივ ა
შეღწევა	შე ღწევ ა
გაუწევდა	გაუ წევ და
ჰან	ჰა ნ
ეკისრებოდა	ე კისრ ებოდა
ნახშირბადი	ნახშირ ბად ი
პატროლოგია	პატრ ოლოგი ა
კიროსის	კი როს ის
მუხრანბატონს	მუხრან ბატონ ს
მეჰმედმა	მე ჰმედ მა
შეეწირათ	შეე წირ ათ
ხელოვნებისა	ხელოვნებ ისა
თანაფარდობა	თანა ფარდ ობა
ჯეკ	ჯე კ
ნავარაუდევია	ნა ვარაუდევი ა
მილტონი	მილ ტონ ი
მოყოლილი	მო ყოლ ილი
მოწვევის	მო წვევ ის
კაპრივის	კაპრი ვ ის
სამიწათმოქმედო	სამიწათ მოქმედ ო
მესამეულ	მესამ ე ულ
გამოეცხადათ	გამოე ცხად ათ
სათაურა	სა თაურ ა
ბერთა	ბერ თა
სავალებს	სავალ ებს
მეომრებთან	მე ომრ ებთან
გვინეის	გვი ნე ის
დაფარვის	და ფარვ ის
შემოთავაზებას	შემო თავაზებ ას
ვოკალისტმა	ვოკ ალისტ მა
ასპინძის	ა სპინძ ის
ომაიანების	ომა იან ების
საკონსტრუქტორო	საკონსტრუქ ტორ ო
მატრონას	მატ რონ ას
საზრდოობენ	საზრდო ობენ
გამოშვების	გამო შვებ ის
ბრაუზერის	ბრაუ ზერ ის
ტურნეებში	ტურ ნე ებში
კონკურენტი	კონკურ ენტ ი
ქათამს	ქა თამ ს
თევდორე	თევ დორე
სამუშაოც	სა მუშაო ც
დამზადების	და მზადებ ის
გილდიის	გილ დი ის
პრეზიდენტობა	პრეზიდენტ ობა
მოლაშქრე	მო ლაშქრ ე
ყავს	ყავ ს
ატომში	ა ტომ ში
ნეიტ	ნე იტ
პატრონიკე	პა ტრონიკ ე
სომხების	სომხ ებ ის
ჭიათურიდან	ჭი ათურ იდან
როისის	რო ის ის
სიჩქარეზე	სი ჩქარ ეზე
მონოგრაფიის	მო ნოგრაფი ის
ერწოს	ერ წ ოს
ჩუქურთმებით	ჩუქურთმ ებით
სძინავს	სძინ ავს
პარტიტურა	პარტი ტურ ა
ოკუპაციისა	ოკუპაცი ისა
ცილინდრული	ცილინ დრ ული
უვითარდება	უ ვითარდებ ა
ჰექტარი	ჰე ქტარ ი
დედამიწიდან	დედა მიწ იდან
სხვანი	სხ ვ ანი
პოლიტიკოსების	პოლი ტიკოს ების
სარტყელი	სარტყელ ი
ინგრედიენტების	ინგრედი ენტ ების
ფეხბურთელია	ფეხბურთ ელ ია
ოპერაცია	ოპერ აცი ა
ეტანება	ე ტან ება
მიწისძვრების	მიწისძვრ ებ ის
კათალიკოსად	კა თალიკოს ად
კომკავშირის	კომ კავშირ ის
ჩირი	ჩი რ ი
დემო	დე მო
პირადი	პირ ად ი
მებრძოლთა	მე ბრძოლ თა
ხუანის	ხუან ის
ფერდზე	ფერ დ ზე
რეგენტის	რე გენტ ის
ოჯახურ	ოჯახ ურ
ეგვიპტური	ეგვიპტ ური
ჰიდრას	ჰიდრ ას
მოსულიყო	მო სულ იყო
მყიდველს	მ ყიდველ ს
სწავლებაში	სწავლებ აში
ბატონიშვილის	ბატონ იშვილ ის
რსფსრ	რ სფსრ
ფიბი	ფი ბ ი
საამშენებლო	სა ამშენებლ ო
დაიბადა	დაი ბად ა
ფოქს	ფო ქს
სკანდალურად	სკანდ ალ ურად
ბელარუსში	ბელა რუს ში
სამართავი	სამართ ავ ი
დაოჯახებულია	და ოჯახ ებულია
შევძლებთ	შევ ძლ ებთ
პარაზიტები	პარა ზიტ ები
აკვანი	ა კვან ი
მოისმინა	მოის მინ ა
მომთაბარეები	მომ თაბარ ეები
თმა	თ მა
კლასიკოსების	კლასი კოს ების
საყიდლად	სა ყიდ ლად
კიროსმა	კი როს მა
ცხენი	ცხენ ი
შესყიდვა	შეს ყიდვ ა
პაციენტები	პაცი ენტ ები
პერსპექტიული	პერსპექტ ი ული
ეყოლათ	ე ყოლ ათ
გაგვაჩნია	გაგვა ჩნი ა
გაუტოლდა	გა უტოლ და
ოგადენი	ოგადენ ი
შემოგვთავაზა	შემოგვ თავაზ ა
გამოქვაბულთა	გამოქვა ბულ თა
შენაძენია	შე ნაძენი ა
მხედრის	მხედრ ის
სომეხთა	სო მეხ თა
გენადი	გე ნ ადი
წმიდა	წმიდ ა
ჯოშუა	ჯო შ უა
მუსიკაში	მუს იკ აში
იერარქიას	იერ არქი ას
ახალგაზრდების	ახალგა ზრდ ების
შეიმოსა	შეი მოს ა
გაანგარიშებით	გა ანგარიშ ებით
ბრძოლიდან	ბრძოლ იდან
ფიქრი	ფიქრ ი
განასახიერებენ	განა სახიერ ებენ
ტომია	ტომ ია
აგზნების	ა გზნებ ის
არაუგვიანეს	არაუ გვიან ეს
ანათებდა	ა ნათებ და
მილიტარისტული	მილი ტარისტ ული
ფიროსმანაშვილის	ფირ ოსმან აშვილის
ყოფნა	ყოფნ ა
ქრონიკულ	ქრო ნიკ ულ
წყობილებას	წყობილ ებას
გატარებით	გა ტარებ ით
სიძლიერის	სი ძლიერ ის
ორგანიზებულ	ორგანიზ ებ ულ
ცენტრებში	ცენტრ ებში
არგვეთში	არგვ ეთ ში
პიესებში	პი ეს ებში
კაუნასის	კა უნ ასის
გველი	გვე ლ ი
მეფეთა	მეფ ე თა
ალუბალი	ალუ ბალ ი
გულშემატკივრის	გულშემატკ ივრ ის
მეურნეობას	მეურნეობ ას
სახარატო	სა ხარატ ო
დოღი	დო ღ ი
ყვარლის	ყვარლ ის
იზამ	ი ზამ
არის	არ ის
დამზადებაში	და მზადებ აში
პორტუგალიელების	პორტუგალი ელ ების
ჟუანი	ჟ უან ი
მდევარს	მდევარ ს
დენი	დენ ი
დაბადებულნი	დაბად ებულ ნი
შემოდგომის	შემო დგომ ის
ივარაუდეს	ი ვარაუდ ეს
იოანეს	ი ოან ეს
ფარაონების	ფარ აონ ების
გაზეთ	გა ზეთ
გათამაშების	გა თამაშ ების
თარეში	თარეშ ი
იმდროინდელი	იმ დროინდელ ი
პროქსიმალური	პრო ქსიმ ალური
სულები	სულ ები
ფუნდამენტალურ	ფუნდა მენტ ალურ
მშრალად	მშრალ ად
პარტიაა	პარტი აა
იუგოსლავიას	იუ გოსლავი ას
მეცნიერებათა	მეცნიერ ებათა
ნოველაში	ნო ველ აში
პომპეუსის	პ ომპეუს ის
კომპანიების	კომპანი ების
დაღუპვას	და ღუპვ ას
სიუჟეტურად	სიუჟ ეტ ურად
ფანქრით	ფან ქრ ით
ინერტული	ინე რტ ული
სტუდიის	სტუდი ის
იმპერიისა	იმპერ ი ისა
პირველწყაროს	პირველ წყაროს
ატარონ	ატარ ონ
ბუმბულის	ბუ მბულ ის
მოყვარული	მო ყვარულ ი
რეინჯერსმა	რეინ ჯერს მა
წიფლისებრთა	წი ფლ ისებრთა
მოხვედრილი	მო ხვედრ ილი
რაინდთა	რაინდ თა
ზონალური	ზონ ალური
ტიუდორის	ტიუ დორ ის
შვილების	შვილ ების
მიქსი	მი ქს ი
თაღი	თაღ ი
დევნილობაში	დე ვნილ ობაში
კონფლიქტს	კონფ ლიქტ ს
ამოჰყო	ამო ჰყ ო
მკურნალობა	მკურნა ლობ ა
პერიოდულად	პერი ოდ ულად
კუთხით	კუთხ ით
ფლოტი	ფ ლოტ ი
ხელთუქმნელი	ხელთუ ქმნ ელი
გამოითვლება	გამოი თვლ ება
ნაპრალი	ნაპრ ალ ი
ვილაში	ვილ აში
ბრუნჰილდას	ბრუნჰილ და ს
ვეფხვები	ვეფხ ვ ები
ფუნქციონირებენ	ფუნქციონ ირებ ენ
მიტაცებულ	მი ტაცებ ულ
ფრანცისკო	ფრან ცისკ ო
იცნობენ	ი ცნობ ენ
ადელაიდას	ადელა იდ ას
დაუკავშირდნენ	დაუ კავშირ დნენ
მოთავსებულ	მო თავს ებულ
გრავიტაციული	გრავი ტაცი ული
რომს	რო მ ს
პალატა	პალატ ა
ტყე	ტყე
კაცისა	კაც ისა
შეფასებით	შე ფასებ ით
პოემა	პო ემ ა
მოსახლეობაა	მოს ახლეობ აა
აღფრთოვანებულმა	აღ ფრთოვან ებულმა
ნეკროპოლი	ნე კროპოლი
გუნდებად	გუნდ ებად
ეთქვა	ე თქვ ა
ჰანს	ჰა ნ ს
შევარდნაძე	შე ვარდნაძე
ჩემპიონატზეც	ჩემპიონ ატ ზეც
მოძრაობების	მოძრა ობ ების
მოძღვარმა	მო ძღვარ მა
ჩამოსულ	ჩამო სულ
კირქვის	კი რქვ ის
კოორდინაცია	კოორდი ნაცი ა
მონღოლური	მონღოლ ური
ყბა	ყ ბ ა
მბრძანებელმა	მბრძანებ ელ მა
მონეტარულ	მო ნეტ არულ
კონკურსზე	კონკურ ს ზე
სტუ	სტუ
ბატონი	ბატონ ი
აგნიუ	ა გნ იუ
კახაბერის	კა ხაბერ ის
მოინათლნენ	მო ინათლ ნენ
გეოგრაფიული	გე ოგრაფი ული
ბიგ	ბი გ
ქედიდან	ქ ედ იდან
თავისთავადი	თავის თავად ი
ტეილორის	ტე ილორ ის
თანამშრომლობენ	თანამშრომლ ობენ
მიშლის	მი შლ ის
ტრასის	ტრა ს ის
ლექსიკონი	ლექს იკონ ი
არსენალმა	არსენ ალ მა
ჰყავდეს	ჰყავ დეს
საეპარქიო	სა ეპარქი ო
კორპუსი	კორ პუს ი
პოეტები	პო ეტ ები
იშვილა	იშვილ ა
ხელისუფლებამ	ხელისუფლებ ამ
ანარქიზმის	ანარქ იზმ ის
ხალიჩის	ხალი ჩ ის
ბაიტი	ბა იტ ი
ალიანსის	ა ლიანს ის
გაზური	გაზ ური
მეცნიერებისა	მეცნიერ ებისა
ნაბიჯს	ნა ბიჯ ს
დანარჩენს	და ნარჩენ ს
ხატში	ხატ ში
მსუქანი	მ სუქ ანი
სხდომათა	სხ დომ ათა
დაეცა	და ეც ა
შადიმან	შა დი მან
ლაპტევმა	ლაპ ტევ მა
პირიქითა	პირ იქით ა
კლუბებსა	კლუბ ებსა
კოლხებს	კოლ ხ ებს
განათლებული	გა ნათლებ ული
მტვერი	მ ტვერ ი
განუსაზღვრელი	განუ საზღვრ ელი
სარი	სა რ ი
ვირსალაძე	ვირსა ლ აძე
შრიფტი	შრიფ ტ ი
ჰულაგუიანთა	ჰუ ლაგუიან თა
თებეში	თე ბე ში
ზედამხედველობას	ზედა მხედველობ ას
მთავრები	მთავრ ები
ერიდება	ერ იდ ება
მუსიკოსებიც	მუს იკოს ებიც
პროგრამისტი	პრო გრამ ისტი
სისტემაში	სისტემ აში
ეჯახებიან	ე ჯახებ იან
ალგარვის	ალ გარვ ის
უცილობელი	უ ცილობელ ი
ქუშის	ქუ შ ის
ტესტირების	ტესტ ირებ ის
არაყიშვილის	არა ყ იშვილის
შემოღებული	შემო ღებ ული
მუსხელიშვილი	მუს ხელ იშვილი
სამწუხაროა	სამ წუხარ ოა
ჰქვია	ჰ ქვ ია
კოშკით	კოშკ ით
სამინისტროსა	სამინი სტრო სა
ჰილარი	ჰი ლ არი
გასვლას	გა სვლ ას
გაჟღენთილი	გა ჟღენთილ ი
სასანიანების	სასა ნიან ების
ნარჩენები	ნარჩენ ები
ხელმოკლეობის	ხელ მოკლე ობის
კომპოზიციურ	კომ პოზიცი ურ
დამსხვრეული	და მსხვრ ეული
აღმოჩენიდან	აღმო ჩენ იდან
საწერ	სა წერ
არქეოლოგიურად	არქე ოლოგი ურად
კენჭისყრა	კენ ჭისყრ ა
მომხმარებელზე	მომ ხმარებ ელზე
ვანო	ვან ო
აეროპორტამდე	აერო პორტ ამდე
ოპერეტა	ოპერ ეტა
ტაფობში	ტა ფობ ში
გადადგომას	გადა დგომ ას
გარიგების	გა რიგებ ის
დიალექტად	დი ალექტ ად
აჭის	ა ჭის
მოვიდოდა	მო ვიდ ოდა
პოლონელ	პოლონ ელ
ენციკლოპედიური	ენციკლოპედი ურ ი
ხანმოკლე	ხან მოკლე
ნავებით	ნავ ებით
გილგამეშს	გილგამე შ ს
პინკ	პ ინკ
უფროსს	უ ფროს ს
იტალიური	იტა ლი ური
ბეწვეულის	ბე წვეულ ის
ტემპერატურისას	ტემპერატურ ისას
ქართველის	ქართ ველ ის
კონოჰას	კონ ოჰ ას
მრჩეველი	მ რჩევ ელი
რაიონთაგან	რაიონ თაგან
საზოგადოებებს	სა ზოგადო ებებს
დაასრულა	დაა სრულ ა
მეხსიერება	მე ხსიერ ება
სარეცხის	სა რეცხ ის
სათავსო	სა თავს ო
ინტრიგა	ინტ რიგ ა
არალეგალური	არა ლეგალურ ი
ტანჯვის	ტანჯვ ის
ფინალისტი	ფინ ალისტ ი
ჩადო	ჩა დ ო
პრესტიჟულ	პრე სტიჟ ულ
მამლის	მამ ლ ის
კონცენტრაციას	კონცენტრ აცი ას
ომიანობის	ო მ იანობის
ეიკონმა	ე იკონ მა
დიაპაზონის	დიაპა ზონ ის
ფორმულირება	ფორმ ულ ირება
აკორდების	ა კორდ ების
მოედნის	მოედ ნ ის
ბოლშევიკურ	ბოლ შევიკ ურ
ემიგრანტებს	ემი გრანტ ებს
აღნაგობას	აღნა გ ობას
გაქვს	გა ქვ ს
კოლინზმა	კოლ ინზ მა
სკანდინავიურ	სკანდ ინავი ურ
აჯანყებების	აჯანყ ებ ების
ჩამოთვლილია	ჩამო თვლილ ია
შესაერთებლად	შესა ერთ ებლად
ხუან	ხუან
ვაჟბატონი	ვაჟ ბატონ ი
ხერხებით	ხერხ ებით
ჯავა	ჯა ვ ა
ინდივიდების	ინდი ვიდ ების
ხმელეთით	ხმელეთ ით
ვაზი	ვაზ ი
მუმე	მ უმ ე
ეს	ეს
პავილიონი	პა ვილიონ ი
პატარძლის	პატარძლ ის
დნესტრის	დნე სტრ ის
რომაული	რომა ულ ი
თუშური	თუ შ ური
კრონის	კ რონ ის
ფუძემდებლის	ფუძ ემდებ ლის
დაეწყო	და ეწყო
გემთმშენებელი	გემთმ შენებ ელი
შირვანის	შირ ვან ის
ტოტლებენის	ტოტ ლებ ენის
ერაში	ერ აში
ავტორი	ავტორ ი
დაქუცმაცებული	და ქუცმაც ებული
როსტომაშვილის	როს ტომ აშვილის
სიხშირეზე	სი ხშირ ეზე
ძვლისა	ძვ ლ ისა
ხარჯის	ხარჯ ის
ურთიერთობას	ურთიერთ ობ ას
ფლოიდმა	ფ ლოიდ მა
ინდიელების	ინდი ელ ების
მენჯის	მენ ჯ ის
ჩანაწერზე	ჩანა წერ ზე
ქონებაზე	ქონ ებ აზე
პლანეტის	პლანეტ ის
პრიმერა	პრი მერ ა
ტექნიკაში	ტექნიკ აში
კუნძულებში	კუნძულ ებში
უპირისპირდებოდა	უ პირისპირ დებოდა
მოდების	მო დ ების
მალევიჩის	მა ლევიჩ ის
მართვის	მართვ ის
ეკო	ე კ ო
დაამახსოვრა	დაა მახსოვრ ა
მიმზიდველია	მიმზიდ ველ ია
სილუეტები	სილუ ეტ ები
გადადო	გადა დ ო
ფრენკი	ფრენ კ ი
პარამეტრები	პარა მეტრ ები
ძეგლებია	ძ ეგლ ებია
ავტობუსები	ავტობუს ები
ირლანდიაში	ირ ლანდი აში
მეტსახელები	მეტსახელ ები
მიზეზები	მიზეზ ები
მიღებით	მი ღებ ით
რედაქტორები	რედა ქტორ ები
ჰეზბოლას	ჰე ზბოლ ას
კენტერბერის	კენ ტერბერ ის
ლაშქრობიდან	ლაშქ რობ იდან
გაეწია	გაე წი ა
არბევდნენ	ა რბევ დნენ
მოგზაური	მოგზაურ ი
სასწავლებლის	სა სწავლებლ ის
სოფიას	სო ფი ას
ჩაპლინმა	ჩა პლინ მა
ჩამოყალიბებას	ჩამო ყალიბებ ას
ჩინეთთან	ჩინ ეთ თან
ჩინეთში	ჩინ ეთ ში
ხალიჩა	ხალი ჩ ა
ფრიდრიხ	ფრ იდრიხ
იქაურ	იქა ურ
შეითავსა	შეი თავს ა
გიმნაზია	გიმნაზი ა
ადმინისტრაციისა	ადმინის ტრაც იისა
გლაციოლოგიის	გლაცი ოლოგიის
მათემატიკოსი	მათემა ტიკოს ი
ბარელიეფები	ბა რელიეფ ები
ავტორისა	ავტორ ისა
გამობრუნდა	გამო ბრუნდ ა
პერიოდში	პერი ოდ ში
ოქმის	ო ქმ ის
ჩასახვა	ჩა სახვ ა
მორიგ	მო რიგ
ქალაქების	ქა ლაქ ების
წალენჯიხა	წა ლენჯიხ ა
სტანდარტებთან	ს ტანდარტ ებთან
საქმეში	სა ქმე ში
კალიუმის	კალ იუმ ის
ნიმუში	ნიმუშ ი
ლორწოვანი	ლო რწ ოვანი
მანქანაში	მანქან აში
დამალულ	და მალ ულ
სიურეალისტური	სიუ რეალისტურ ი
დიაგნოზი	დია გნოზ ი
გამოუყენებიათ	გამოუ ყენებ იათ
კოლონიების	კოლონ ი ების
ენამ	ენ ამ
მეთოდოლოგია	მეთოდ ოლოგი ა
ყვავილედებად	ყვავილ ედ ებად
აღნიშნეს	აღ ნიშნ ეს
დღიურში	დღიურ ში
დაწყებულია	და წყებ ულია
ეპოქების	ეპ ოქ ების
კითხვები	კითხვ ები
გავჩერდებიო	გავ ჩერდებ იო
რბილია	რბილ ია
ბაზრის	ბაზრ ის
გაორება	გა ორ ება
დასუსტების	და სუსტ ების
ააფეთქა	აა ფეთქ ა
გამოდის	გამო დ ის
ლანდშაფტების	ლანდშა ფტ ების
ტომპსონის	ტო მპსონი ს
ენტები	ენტ ები
დღედ	დღე დ
შემოქმედთა	შე მოქმედ თა
ჩინელებმა	ჩინ ელ ებმა
აგრეგატების	აგრეგა ტ ების
ჩადიოდნენ	ჩა დიოდ ნენ
ფუნჯის	ფუნ ჯ ის
ფიცრებით	ფი ცრ ებით
ნალექის	ნა ლექ ის
კონსერვატიულ	კონსერვ ატიულ
სიძლიერეს	სი ძლიერ ეს
მამაკაც	მამა კაც
ამხანაგურ	ამ ხანაგ ურ
ბერგის	ბერგ ის
აღმოსავლეთმცოდნეობის	აღმო სავლეთ მცოდნეობის
ფილმებისათვის	ფილმ ებისათვის
ბოლოს	ბოლო ს
დღეისათვის	დღე ისათვის
ქალაქური	ქა ლაქ ური
ნარინჯისფერ	ნა რინჯ ისფერ
ყოველ	ყო ველ
ინდივიდუალური	ინდი ვიდუალ ური
გუნდის	გუნდ ის
აბას	ა ბ ას
სერვისის	სერვ ის ის
ხდის	ხდ ის
გალაქტიკაში	გალ აქტიკ აში
დარტყმითი	და რტყმ ითი
ზედაპირები	ზედა პირ ები
ორგანოებზე	ორ განო ებზე
