იტალიასთან	ი ტალი ასთან
სამუშაოებზე	სამუშა ო ებზე
ორიგინალ	ორიგინ ალ
კერპად	კერ პ ად
ფრომი	ფრო მ ი
გაჭირვების	გაჭირ ვ ების
გოჩა	გო ჩა
დაამტკიცოს	დაა მტკიც ოს
მინისტრს	მინისტრ ს
პირველსავე	პირ ველ სავე
რთულდება	რთულ დება
უმდიდრესი	უმდიდ რეს ი
შრომების	შრომ ების
ჯვარის	ჯვარ ის
სამზადისი	სა მზად ისი
კლიმატურ	კლი მატ ურ
სკამიდან	ს კამ იდან
გაფორმების	გა ფორმ ების
თაობა	თა ობ ა
მიშელი	მი შელ ი
უსახური	უსა ხურ ი
გლობალმედ	გლობ ალ მედ
ქედისა	ქ ედ ისა
არიული	ა რ იული
თმის	თმ ის
დვალეთი	დვა ლეთ ი
საბინაო	სა ბინ აო
საბედისწერო	სა ბედისწერ ო
ხასიათების	ხასიათ ების
დებატებში	დება ტ ებში
გარკვეულწილად	გარკვე ულ წილად
ფრთიანი	ფრ თ იანი
ხელნაწერს	ხელნა წერ ს
ბორჯომის	ბორჯ ომ ის
სათვალეებს	სა თვალ ეებს
ჰელიუმის	ჰელი უმ ის
შესართავიდან	შესა რთავ იდან
გვარისა	გვარ ისა
დაავადებად	დაა ვად ებად
მომიჯნავე	მო მიჯნ ავე
შრომითი	შრომ ითი
ურარტუ	ურ არტ უ
ბარიერს	ბარ იერ ს
ჩარტები	ჩარ ტ ები
გასტროლები	გასტრ ოლ ები
ბოშო	ბო შ ო
ერთსახლიანი	ერთ სახლ იანი
საყვარლის	სა ყვარლ ის
წლებში	წ ლ ებში
აუჯანყდა	აუჯან ყდ ა
კანონიერად	კანონ იერ ად
დოგის	დო გ ის
გადასცემდნენ	გადას ცემ დნენ
იგნატიუს	იგნატ იუს
შეაჩეროს	შეა ჩერ ოს
ბეისბოლი	ბეის ბოლ ი
ურთიერთქმედების	ურთიერთ ქმედ ების
ბრიტანელთა	ბრიტა ნელ თა
თარგმანიც	თარგ მან იც
ლაპარაკია	ლ აპარაკ ია
შეულესავთ	შე ულ ესავთ
ქმედებამ	ქმე დებ ამ
დაჭრილმა	და ჭრილ მა
ვირის	ვირ ის
რომელთანაც	რომ ელ თანაც
კალენდრის	კალენდ რ ის
ზღუდავს	ზღუდ ავს
მკვლელობაში	მკვლელობ აში
საძიებო	სა ძიებ ო
მესვეურები	მესვე ურ ები
პეშმერგას	პეშ მერ გას
ასტერიქსი	ასტერ იქს ი
კრუიფი	კრუ იფ ი
ხელობის	ხელ ობის
ელექტრონულ	ელექტრო ნ ულ
წარმოებას	წარმო ებ ას
უკანასკნელისთვის	უკანასკ ნელ ისთვის
სერიას	ს ერი ას
თამაშისას	თამაშ ისას
ლიმონის	ლი მონ ის
ფრანკლინის	ფრან კლინ ის
ჰაფსა	ჰა ფს ა
გაწმენდის	გა წმენდ ის
ეგვიპტელებმა	ეგვიპ ტელ ებმა
სელტიკსი	სელტიკ ს ი
თხის	თხ ის
ქველის	ქვე ლ ის
ხშირად	ხშირ ად
უცხოენოვანი	უცხო ენოვან ი
შეცვლის	შე ცვლ ის
იდენტობა	იდენტ ობ ა
ჰყოლოდა	ჰყოლ ოდა
პაწაწინა	პა წა წინა
კანონიერება	კანონ იერ ება
კოდექსები	კოდ ექს ები
ყოფიერება	ყოფიერ ება
კორტესი	კორ ტეს ი
მიწიერ	მიწ იერ
მელოდიებით	მელო დი ებით
წევრთაგან	წევრ თაგან
აცტეკებს	აც ტეკ ებს
ველს	ველ ს
მანდატით	მანდატ ით
პედროს	პედ რ ოს
აუცილებლობას	აუცილ ებლობ ას
იწვევდა	ი წვევ და
ობიექტს	ობ იექტ ს
ვინჩის	ვინ ჩ ის
სადგომის	სა დგომ ის
სოლოებით	ს ოლო ებით
ელემენტებში	ელე მენტ ებში
უცდია	უ ც დია
მოღვაწეობისას	მოღვაწე ობ ისას
ჯარისკაცს	ჯარის კაც ს
ძირძველი	ძირ ძველ ი
ბენის	ბენ ის
სამსახურისათვის	სა მსახურ ისათვის
განაყოფიერების	განა ყოფიერ ების
აპარატი	ა პარატ ი
სიამაყის	სი ამაყ ის
შრომას	შრომ ას
მკურნალობის	მკურნალ ობ ის
უმუშავია	უ მუშავ ია
დალ	და ლ
საუკეთესოს	სა უკეთეს ოს
ერექტუსს	ერექტ უს ს
მართლმადიდებელმა	მართლმადიდ ებელ მა
პერიოდად	პერი ოდ ად
სათქმელი	სა თქმ ელი
რკალები	რ კალ ები
ტემპერატურამდე	ტემპერა ტურ ამდე
ლუჩანო	ლუ ჩან ო
რაგბი	რაგბ ი
სუბალპურ	სუბ ალპურ
სომეხს	სო მეხ ს
მუდმივას	მუდმ ივ ას
დოცენტად	დო ცენტ ად
კავშირში	კავშირ ში
კანონპროექტს	კანონ პროექტ ს
ნათესავის	ნათესავ ის
ბელგრადი	ბელ გრად ი
ფერნანდუ	ფერ ნან დუ
მიხვდნენ	მი ხვ დნენ
მოასწავებდა	მოასწა ვ ებდა
თანხას	თან ხ ას
კოსმოსის	კოსმ ოს ის
ხაზში	ხაზ ში
მწკრივის	მწკრივ ის
ჩან	ჩან
ნემსის	ნემ ს ის
ზოგისთვის	ზო გ ისთვის
ცამეტი	ცა მეტ ი
მკრთალი	მკრ თალ ი
ბელადი	ბელ ად ი
ძაფები	ძ აფ ები
ნომინაციები	ნომინ აცი ები
პაროს	პარ ოს
შეკავებას	შე კავებ ას
გახსნით	გა ხსნ ით
სალონის	სა ლონ ის
მონაწილეობდნენ	მონაწილე ობ დნენ
კონცერტის	კონცერტ ის
რესურსს	რესურ ს ს
სამდინარო	სამ დინარ ო
კომპიუტერები	კომპიუ ტერ ები
ასურელ	ასურ ელ
შესავალ	შესა ვალ
გიტარის	გიტარ ის
სიმჭიდროვის	სიმჭიდრო ვ ის
მეჯვრისხევის	მეჯვრის ხევ ის
აქციათა	ა ქცი ათა
დაარსების	და არსებ ის
რეიჩელს	რეი ჩელ ს
ამცნო	ამ ცნ ო
ლონდონს	ლონ დონ ს
სოკოები	სო კო ები
ბრბო	ბრ ბ ო
საუდი	სა უდ ი
სასამართლოში	სასამართლ ო ში
ინგლისურიდან	ინგლის ურ იდან
ტე	ტე
უნარების	უ ნარ ების
შეეძლება	შეე ძლ ება
ჩემბერლენის	ჩემბერ ლენ ის
აზლეცკოეს	აზლეც კო ეს
დრამატულ	დრამატუ ლ
თითის	თით ის
გაგრძელებაში	გა გრძელებ აში
ნახევარკუნძულსა	ნახევარ კუნძულ სა
მოულოდნელ	მოუ ლოდნელ
კისტური	კის ტ ური
ბალახია	ბალახ ია
ოჯახიდან	ოჯახ იდან
ტყეებში	ტყ ე ებში
მოძრაობებით	მოძრაო ბ ებით
დაგმეს	და გმ ეს
უღმრთოებმა	უღმრთ ო ებმა
დაჯგუფებების	და ჯგუფ ებების
პეროქსიდი	პერ ოქსიდი
ფემინისტური	ფე მინ ისტური
კბილებით	კბილ ებით
კარტოგრაფიული	კარტ ოგრაფი ული
კალინინის	კალ ინინ ის
სანტიმეტრით	სანტი მეტრ ით
რღვევის	რღვევ ის
იმუშავებს	ი მუშავ ებს
ერთზე	ერთ ზე
ურარტული	ურ არტ ული
დიზელის	დიზე ლ ის
შვედი	შ ვედ ი
ლიბანის	ლი ბან ის
მახარაძის	მახარა ძ ის
მოსწონთ	მოს წონ თ
პირველდაწყებითი	პირ ველ დაწყებითი
ჩელსი	ჩელ სი
სარაინდო	სა რა ინდო
სახელს	სა ხელ ს
ქუჩებზე	ქუჩ ებზე
გონიოს	გონ იოს
სარტრის	სარტრ ის
ჭიის	ჭი ის
გაატაროს	გაა ტარ ოს
იურიდიული	იურიდი ულ ი
ამბროსი	ამბ რო სი
ლეგიონით	ლეგ იონ ით
გამყარდა	გა მყარ და
გურჯაანის	გურ ჯა ანის
უხსნადი	უ ხსნ ადი
საჩუქრების	საჩუქრ ების
უტოლდებოდა	უტ ოლდ ებოდა
სარწმუნო	სარწმუნ ო
უქონლობის	უ ქონლ ობის
ერაყი	ე რაყ ი
ფართოფოთლოვანი	ფართო ფოთლოვან ი
შეტევით	შე ტევ ით
ძუკუ	ძ უკუ
უკანონო	უ კანონ ო
ცილებს	ცილ ებს
მაკარი	მა კარ ი
მაორების	მა ორ ების
განაჩენი	განა ჩენ ი
აგებენ	ა გებ ენ
მიიტაცა	მი იტაც ა
გვესმის	გვ ეს მის
შეუერთეს	შეუ ერთ ეს
მსაჯს	მსა ჯ ს
ბიტიანი	ბიტ იანი
სთხოვდა	ს თხოვ და
ამა	ა მ ა
თავგამოდებული	თავგამო დ ებული
მანამდეც	მან ამდეც
აღიდგინა	აღი დგინ ა
კერპს	კერ პ ს
ქარავანი	ქარ ავანი
აერიდებინა	აერი დებ ინა
დაქორწინდეს	და ქორწინ დეს
პროცენტის	პრო ცენტ ის
გაერიდა	გა ერი და
საცერემონიო	სა ცერემონი ო
უჩერდება	უ ჩერ დება
თვითმარქვია	თვითმ არქ ვია
გურულების	გურ ულ ების
ციკლს	ცი კლ ს
დამტკიცებულია	და მტკიცებ ულია
რადიოში	რა დიო ში
დაიხვეწა	დაი ხვეწ ა
ნახევარში	ნახევარ ში
წრეებმა	წ რე ებმა
გადაქცევას	გადა ქცევ ას
გამოსწორების	გამო სწორ ების
ირმებზე	ირ მ ებზე
ცუდია	ც უდ ია
აზიდული	ა ზიდ ული
გოლდენ	გოლ დენ
მხარეზეა	მხარე ზეა
ანექსირება	ან ექს ირება
მიწისძვრა	მიწის ძვრ ა
თოჯინას	თო ჯინ ას
ალყას	ალ ყ ას
ჩუქება	ჩუქ ება
ერთად	ერთ ად
მკვიდრთა	მკვიდრ თა
კარტის	კარტ ის
მასშტაბების	მას შტაბ ების
მორიელები	მო რიელ ები
რუნების	რ უნ ების
გაემართათ	გაე მართ ათ
დაუთმო	დაუ თმ ო
მიკროსკოპში	მიკრო სკოპ ში
მაგალითით	მაგალით ით
გარემომცველი	გარემო მცველ ი
შეფერილობის	შეფერ ილ ობის
ნაკრძალში	ნა კრძალ ში
ციფრული	ცი ფრ ული
მწარედ	მ წარე დ
დასაშვებად	დასა შვ ებად
თავისუფლების	თავისუფლ ების
განთავისუფლებული	გან თავისუფლ ებული
მკვლელს	მკვლე ლ ს
ოსტატობის	ოს ტატ ობის
სტიუარტი	სტიუ არტ ი
პონტიფექს	პონ ტიფ ექს
სკოლამდელი	ს კოლ ამდელი
სპეციალისტების	სპეცი ალისტ ების
ფრონტს	ფრო ნტ ს
სპონსორის	სპონს ორ ის
დადიანსა	დადი ან სა
მომღერალია	მომღერ ალ ია
გააბამს	გააბა მ ს
ევგენი	ევ გენ ი
ცერემონია	ცერემონი ა
ნავიგაციის	ნავიგაცი ის
ათვისებული	ათვის ებ ული
სათავადაზნაურო	სა თავადაზნაურ ო
მონეტა	მო ნეტ ა
სხვაობას	სხვა ობ ას
ევერი	ევ ერ ი
რეპორტიორი	რე პორტ იორი
აცილება	ა ცილ ება
ავარიული	ა ვარი ული
მოჰყოლია	მო ჰყოლ ია
კვანტური	კვან ტურ ი
ბუ	ბუ
საზოგადოებას	საზოგად ო ებას
თვითნებურად	თვით ნებ ურად
მექსიკამ	მექს იკ ამ
შუმერებმა	შუ მერ ებმა
კოჰორტა	კო ჰორ ტა
სიცილიური	სი ცილ იური
პელე	პე ლე
ბანდას	ბან დ ას
საფეხბურთო	სა ფეხბურთ ო
ემორჩილებოდნენ	ემორჩილ ებ ოდნენ
თვის	თ ვ ის
ფიქრობს	ფიქრ ობ ს
ნაციონალისტური	ნაციონალ ისტ ური
ხელოვნებაზე	ხელოვნ ებ აზე
დასაწყისისათვის	დასა წყის ისათვის
ბერნაბეუ	ბერნაბე უ
გარეთკენ	გარ ეთ კენ
კლუბისთვის	კლ უბ ისთვის
ჩემპიონატებზე	ჩემპიონ ატ ებზე
ათასწლეულიდან	ათას წლეულ იდან
სხვებისაგან	სხ ვებ ისაგან
ცქრიალა	ცქ რიალ ა
ფლორისტული	ფლორ ისტ ული
მაგიური	მაგი ური
ბუდისტ	ბუდ ისტ
კომუნისტის	კომუნ ისტ ის
მამაკაცებისა	მამა კაც ებისა
საათამდე	სა ათ ამდე
ხათის	ხათ ის
სასამართლოებში	სასამართლ ო ებში
პრინციპით	პრინც იპ ით
მოასპარეზე	მო ასპარეზ ე
ხანი	ხან ი
შიში	ში შ ი
პირმა	პირ მა
პირველობის	პირ ველ ობის
ესეთი	ეს ეთ ი
სერბეთის	სერ ბეთ ის
რობუსტუსის	რობ უსტ უსის
წიგნიც	წი გნ იც
ადვოკატს	ადვოკატ ს
კაენი	კა ენ ი
მავერიქსის	მა ვერიქს ის
საფრანგეთი	საფრან გეთ ი
აწესებდა	ა წეს ებდა
დაბადებისა	დაბა დებ ისა
მზარდია	მ ზარდ ია
ბოსნიის	ბოს ნი ის
ბასუტოს	ბას უტოს
სულებისგან	ს ულ ებისგან
იატაკიდან	ია ტაკ იდან
ხმელეთი	ხმელეთ ი
გერმანულის	გერმან ულ ის
პროგრამულ	პრო გრამ ულ
ბაღი	ბაღ ი
ამფორები	ამ ფორ ები
გურულები	გურ ულ ები
გიტარით	გიტარ ით
კომაგენეს	კომა გენ ეს
კანონზომიერებები	კანონ ზომიერ ებები
ბულბული	ბულ ბულ ი
მენელიკ	მენ ელიკ
პავილიონის	პავი ლიონ ის
რაკეტები	რა კეტ ები
გრძნობათა	გრძნობ ათა
კლანებს	კ ლან ებს
დაუსწრებელი	დაუ სწრ ებელი
კუთხეებს	კუთხ ე ებს
გადასახადად	გადასახად ად
თებერვლის	თებერ ვლ ის
კლავდიუს	კლავდ იუს
გამგზავრებულიყო	გა მგზავრ ებულიყო
ნაწყვეტები	ნა წყვეტ ები
დაყვანილი	და ყვანილ ი
მოიხვეჭა	მოი ხ ვეჭა
ქურდიანი	ქურ დ იანი
მასწავლებელს	მა სწავლებელ ს
კომუნისტებმა	კომუნ ისტ ებმა
პრეპარატი	პრე პარატ ი
სპილოები	სპილ ო ები
იოჰანი	იო ჰან ი
გაწევრიანდნენ	გაწევრ იან დნენ
სუვერენულ	სუვერენ ულ
დაშლამდე	და შლ ამდე
აგენტად	ა გენტ ად
ვესპასიანე	ვესპა ს იანე
წერეთელს	წერეთ ელ ს
ტიტულს	ტი ტულ ს
ჩრდილოეთითაა	ჩრდილო ეთ ითაა
მოწინააღმდეგემ	მოწინააღმდეგ ე მ
ადარებს	ა დარ ებს
საილენთ	საილ ენ თ
ლიბერალური	ლიბერ ალ ური
ათამაშა	ა თამაშ ა
შეგრძნებით	შეგრძ ნ ებით
ჩამოთვლილთაგან	ჩამოთვლ ილ თაგან
ჭაბუკი	ჭა ბუკ ი
ნისლი	ნის ლ ი
ჰარმონიებით	ჰარმო ნი ებით
ვალევსკი	ვალევსკ ი
დარჩა	და რჩ ა
საიათნოვას	საიათ ნოვ ას
მოზღვავება	მოზღვ ავ ება
კამპანიას	კამპან ი ას
ქრისტიანობის	ქრისტიან ობის
ჰიდროგრაფიული	ჰიდრო გრაფი ული
აღიქვამს	აღიქვ ამ ს
მოგზაურს	მოგზაურ ს
მასალა	მას ალ ა
პართიასთან	პარ თი ასთან
გოგის	გოგ ის
ტყვეობა	ტყვე ობა
სახანოში	სა ხან ოში
უილიამი	უილი ამ ი
თეოკრატიული	თეო კრატი ული
სადი	სა დ ი
სანგრებში	სან გრ ებში
ხელშეკრულებები	ხელ შეკრულ ებები
ფეხი	ფე ხ ი
მოწინააღმდეგენი	მოწინააღმდეგ ე ნი
შთაგონებით	შთა გონ ებით
წარიმართა	წარი მართ ა
დასვა	და ს ვა
დაასხა	დაას ხ ა
სისწორეს	სი სწორ ეს
მიღებაც	მი ღებ აც
შესძახა	შეს ძახ ა
ჰო	ჰო
იზოლირებულია	იზოლ ირებულ ია
მოძრაობაში	მოძრაო ბ აში
სამსახურებრივი	სა მსახურებ რივი
ჰყავდათ	ჰყავდა თ
აგენტებს	ა გენტ ებს
კორპუსზე	კორ პუს ზე
მდინარეებით	მდინარე ებ ით
ღვთისმსახურებას	ღვთისმსახურ ებას
მოსწავლეებმა	მოსწავლ ე ებმა
ლინკოლნმა	ლინკოლ ნ მა
დაქირავებულ	დაქირავ ებ ულ
პურს	პურ ს
უპასუხო	უ პასუხ ო
კარმენ	კარ მენ
ნადავლით	ნადა ვლ ით
ბატისტა	ბატ ისტ ა
ფოცხოვის	ფო ცხოვ ის
ჩიტების	ჩ იტ ების
იაპონიასთან	იაპონ ი ასთან
ქვრივის	ქვრივ ის
ჩოლოყაშვილმა	ჩოლო ყა შვილმა
ჩირქოვანი	ჩირ ქ ოვანი
შეიცვლებოდა	შეი ცვლ ებოდა
გეოდეზიის	გეოდ ეზი ის
ტიბერიუსმა	ტიბერ იუს მა
აბულაძის	ა ბულ აძის
ოაზისი	ოა ზის ი
მეთოდების	მეთოდ ების
ერთიდაიგივე	ერთიდა იგივ ე
თავაკისებრ	თავ აკ ისებრ
თავისუფალია	თავის უფალ ია
კლარჯეთს	კლარჯ ეთ ს
საუკუნისათვის	საუ კუნ ისათვის
პროვინციების	პროვინ ცი ების
მონტევიდეოს	მონტე ვიდეო ს
მიიჩნევენ	მიიჩნ ევ ენ
გლობალიზაციის	გლობ ალიზაცი ის
ანისი	ა ნის ი
ყივჩაყთა	ყივჩა ყ თა
ოპოზიციის	ო პოზიცი ის
ჯანაშიას	ჯანაში ა ს
ქანთრის	ქანთ რი ს
შეტაკება	შე ტაკ ება
ერთსულოვანი	ერთ სულ ოვანი
გაარღვიეს	გა არღვი ეს
პრინციპების	პრინც იპ ების
სპერი	ს პერ ი
შემოარტყეს	შემო არტყ ეს
გემოს	გემ ოს
ინფექციური	ინფ ექცი ური
თესლი	თესლ ი
დაბლობს	დაბლ ობ ს
მოსაზრებაც	მოს აზრ ებაც
მხატვარია	მხატვ არ ია
განმუხტვა	გან მუხტ ვა
უკრაინისა	უკრა ინ ისა
ავრელიანემ	ავრ ელ იანემ
ტროას	ტრო ას
ჩააღწია	ჩა აღწი ა
კედლებს	კედ ლ ებს
წარმომადგენლებისთვის	წარმომადგენ ლ ებისთვის
ნიადაგი	ნი ადაგ ი
სინაგოგა	ს ინა გოგა
მოძრაობათა	მოძრაო ბ ათა
სინატრა	სინა ტრა
ცერემონიალური	ცერემონი ალ ური
ხოჭო	ხოჭო
დაძლევა	და ძლევ ა
ბრუნო	ბრუნ ო
შავიზღვისპირეთის	შავი ზღვისპირ ეთის
აგურით	ა გურ ით
მომსახურებას	მო მსახურებ ას
მამით	მა მ ით
აღკვეთილი	აღ კვეთილ ი
დომინირებას	დომინ ირ ებას
კატების	კატ ების
ყოფილიყოს	ყოფილ იყოს
შეტაკებაში	შე ტაკ ებაში
მოვედი	მო ვედ ი
წყვილი	წყვილ ი
ხორვატებსა	ხორვა ტ ებსა
იშლებიან	ი შლ ებიან
ჩხერიმელას	ჩხერიმ ელ ას
თავისუფლებას	თავის უფლებ ას
გაზების	გაზ ების
სხვაობა	სხვა ობ ა
არმიასა	არ მი ასა
მოეპოვება	მოე პოვ ება
პრიზიორი	პრიზ იორი
სანდერლენდში	სანდერ ლენდ ში
მოთხრობებისა	მო თხრობ ებისა
კავშირს	კავშირ ს
ქვიშაში	ქვიშ აში
მქადაგებელი	მ ქადაგ ებელი
უცხოელი	უცხო ელ ი
შედეგებზე	შე დეგ ებზე
ურსულა	ურს ულ ა
გადატვირთული	გადა ტვირთ ული
ეროვნულმა	ეროვნ ულმა
ანთიმოზი	ანთიმ ოზ ი
იქაც	იქ აც
ნამუშევრები	ნამუშე ვრ ები
ავტორობას	ავტორ ობას
გათვლილია	გა თვლ ილია
მტკიცების	მტკიცებ ის
გუგლის	გუ გლ ის
მეამბოხეებმა	მეამბოხ ე ებმა
ამიერკავკასია	ამიერ კავკასი ა
შემცველ	შე მცველ
მზადდებოდა	მზად დებოდა
აწვდიდა	ა წვდ იდა
აცნობა	ა ცნობ ა
პარტნიორ	პარტ ნიორ
გადაცემები	გადა ცემ ები
გავა	გავ ა
ბაქარი	ბა ქარ ი
კრეისერი	კრეი სერ ი
რუსთავში	რუს თავ ში
სსრკ	სსრ კ
ვერსიიდან	ვერ სი იდან
ორწლიანი	ორ წლიანი
ძუძუმწოვრებში	ძუძუმწო ვრ ებში
ნიროს	ნირ ოს
დარბაზულ	დარ ბაზ ულ
კიკნაძე	კი კნ აძე
ინგლისელთა	ინგლის ელ თა
გრემი	გრე მ ი
ხეივანში	ხეი ვან ში
ჰგავდა	ჰ გავ და
მოიკლავს	მოი კლ ავს
სიუჟეტთან	ს იუჟეტ თან
წარმატებამ	წარ მატებ ამ
სეზონზე	სე ზონ ზე
იმატებს	ი მატებ ს
კორეაში	კორ ე აში
ნიადაგის	ნი ადაგ ის
ფარაონის	ფარა ონ ის
უმეტესად	უმეტეს ად
მაჰმადიანი	მ აჰმადიან ი
მეი	მე ი
ვამპირები	ვამ პირ ები
არაჩვეულებრივად	არა ჩვეულებრივ ად
დაიმსხვრა	დაი მსხვრ ა
შესულია	შე სულ ია
შეფასებებისა	შე ფასებ ებისა
მეტრიკა	მე ტრ იკა
საკითხების	სა კითხ ების
უფლის	უფლ ის
ასლები	ას ლ ები
ზოლებით	ზ ოლ ებით
გადასვლისა	გადა სვლ ისა
ამსხვრევს	ა მსხვრევ ს
გადაღებების	გადა ღებ ების
სექციების	ს ექცი ების
ჭალაში	ჭ ალ აში
ჰემინგუეი	ჰემინგ უე ი
კალის	კალ ის
ოთახებს	ოთა ხ ებს
სტალინისტური	სტა ლინ ისტური
ოკლაჰომაში	ოკ ლა ჰომაში
ორგანიზაციასთან	ორგანიზაცი ასთან
სფეროების	სფერო ების
მოწოდებული	მო წოდ ებული
თანდათან	თან და თან
გადაყლაპა	გადა ყლაპა
ასწია	ას წი ა
აბასი	ა ბას ი
შეეცდება	შეე ცდ ება
ითამაშოს	ი თამაშ ოს
მგზავრობის	მგზავრ ობის
ბაჰამის	ბა ჰამ ის
მიადგნენ	მია დგ ნენ
ქემალ	ქე მალ
მაგალითია	მაგალით ია
ზესტაფონის	ზესტა ფონ ის
მითითება	მი თით ება
განაწილებული	გა ნაწილ ებული
ასტრიდ	ასტრ იდ
ხუთწლიანი	ხუთ წლიანი
ავიაკომპანიების	ავია კომპანი ების
სურათში	სურათ ში
მნიშვნელობაზე	მნიშვნელ ობ აზე
ოციან	ოც იან
ქრისტიანებთან	ქრისტიან ებთან
ყაზახურ	ყაზ ახ ურ
მიდგა	მი დგ ა
იუბილეს	იუბილე ს
გამძლე	გამძლე
ელიფსურია	ელი ფს ურია
ადვოკატად	ადვოკატ ად
ცხინვალი	ცხ ინვალ ი
დაშორების	და შორ ების
ყიფიანის	ყიფ იან ის
ებენი	ებენ ი
ორლებნიანთა	ორლებ ნ იანთა
ჩაძირვა	ჩა ძირ ვა
ატმოსფეროში	ატმ ოსფერ ოში
თევზებს	თევზ ებს
ოთხმოცი	ოთხ მოც ი
დევიზის	დე ვიზი ს
სანტოს	სანტ ოს
გამომეტყველება	გამო მეტყველ ება
წინასიტყვაობაში	წინასიტყვ ა ობაში
გაშლა	გა შლ ა
ხელმწიფის	ხელ მწიფ ის
ვაჭრობამ	ვაჭრ ობ ამ
სულთანმა	სულ თან მა
კურსს	კურს ს
ბრაზილიას	ბრაზ ილი ას
მშრალ	მშრალ
მსხლების	მს ხლ ების
გვაგონებს	გვა გონებ ს
ფალიაშვილის	ფალ იაშვილ ის
გუნარ	გ უნარ
გადაბირებას	გადა ბირ ებას
სტუდენტებისათვის	სტუდ ენტ ებისათვის
მეომრებს	მე ომრ ებს
ბრუნდებიან	ბრუნდ ებიან
ჭვირნიშანი	ჭვირ ნიშან ი
ჯექსონის	ჯე ქსონ ის
რატუშა	რატ უ შა
კახელების	კა ხელ ების
აღუთქვამდა	აღუ თქვ ამდა
მექსიკური	მექს იკ ური
ოჯახის	ოჯახ ის
ქიმიურად	ქიმი ურად
წირქოლის	წირ ქოლ ის
ბრძოლების	ბრძოლ ების
დუღილი	დუღ ილ ი
ძლიერ	ძლიერ
უღელტეხილს	უღელ ტეხილ ს
მსმენელს	მსმენ ელ ს
ფარები	ფარ ები
სიმბოლურ	სიმბოლ ურ
ეკლესიურ	ეკლესი ურ
კრიშნა	კრი შნა
ფაკულტეტები	ფაკულტ ეტ ები
ჩასმულია	ჩა სმულ ია
ჰომოსექსუალობა	ჰომოსექსუა ლ ობა
ასახელებდა	ა სახელებ და
კუნძულოვან	კუნძულ ოვან
მოსპობის	მოს პ ობის
გამოყოფის	გამო ყოფ ის
ჩეხოსლოვაკიის	ჩეხო სლოვაკი ის
ესაა	ეს ა ა
განმანათლებლური	განმანათლ ებლური
გაუქმებამდე	გა უქმ ებამდე
აგვირგვინებს	ა გვირგვინ ებს
გალადრიელი	გალად რიელ ი
საომრად	სა ომრ ად
ფირალები	ფირ ალ ები
სატირის	სა ტირ ის
კონტაქტი	კონტაქტ ი
ჰეგემონიის	ჰეგე მონ იის
ნიუეს	ნი უ ეს
შეიცვალა	შეი ცვალ ა
შედგენილია	შე დგენილ ია
მათიას	მა თი ას
ფოსფორიტების	ფოს ფორ იტების
ვიწროვდება	ვიწრო ვდება
ქვაბულში	ქვაბულ ში
საკათალიკოსოს	სა კათალიკოს ოს
ყაიდაზე	ყა იდ აზე
ერაყს	ე რაყ ს
მონსტრის	მო ნსტრ ის
მჯდომ	მ ჯდომ
კინოს	კინ ოს
მარუხის	მარ უხ ის
ახალგაზრდაა	ახალ გაზრდ აა
საშუალებებით	საშუა ლებ ებით
მოთხრობილი	მო თხრობ ილი
სიგნალი	სიგნალ ი
ალუმინის	ალუ მინ ის
ბიშოპი	ბ იშოპი
სააკაძე	სააკა ძ ე
გუნდად	გ უნდ ად
რაიონებთან	რაიონ ებთან
ჯვარი	ჯვარ ი
დანადგარებში	დანად გარ ებში
დამოუკიდებლობით	დამოუკიდ ებლობ ით
ურთიერთდაკავშირებული	ურთიერთდა კავშირებ ული
მოძრაობისას	მოძრაო ბ ისას
ლინემ	ლინ ემ
ლანდშაფტს	ლანდშა ფტ ს
ფანტასტიკა	ფანტა სტიკ ა
მწვრთნელების	მწვრთნელ ების
ელინისტურ	ელინი სტურ
მოითხოვა	მოი თხოვ ა
შინაფეოდალური	შინა ფეოდალ ური
ეგვიპტიდან	ეგვიპ ტ იდან
აღდგენილია	აღ დგენილ ია
მოძებნოს	მო ძებნ ოს
აღფრთოვანებით	აღ ფრთოვან ებით
ქართუელთა	ქარ თუელთა
შემცირებულ	შე მცირ ებულ
წარმატებას	წარ მატებ ას
იკლავს	ი კლ ავს
გუთების	გუ თ ების
შტატები	შ ტატ ები
უნივერსიტეტსა	უნივერს იტეტ სა
ნაკრებიც	ნა კრებ იც
ვარსკვლავით	ვარსკვლ ავ ით
ნაკვალევს	ნაკვა ლევ ს
ვითარება	ვითარებ ა
სხდომას	სხ დომ ას
ბიტი	ბიტ ი
ონოფრე	ო ნო ფრე
მცხეთელი	მც ხეთ ელი
ქუხილის	ქუ ხილ ის
საჩემპიონო	სა ჩემპიონ ო
პა	პა
სადგომად	სა დგომ ად
გაიქცეს	გა იქც ეს
ნოვოროსიის	ნოვო როს იის
სექცია	ს ექცი ა
მახარაძე	მახარა ძ ე
ასტერიქსის	ასტერ იქს ის
ლესბოსელი	ლე ს ბოსელი
სისასტიკე	სისას ტიკ ე
ცილინდრის	ცილი ნდრ ის
რეჟისორად	რეჟისორ ად
იუსტინიანემ	იუ სტინ იანემ
კონვენციის	კონ ვენცი ის
ანატორის	ან ატორ ის
ვიქტორიანულ	ვი ქტორ იანულ
დამკვირვებელი	დამ კვირვ ებელი
თავი	თავ ი
ბიპედალიზმის	ბიპედ ალიზმ ის
დაშორებულ	და შორ ებულ
