იტალიასთან	იტა ლი ასთან
დაცინვის	დაცინ ვ ის
პროცესებზე	პროცეს ებზე
სევდიანი	სევ დ იანი
სახეობიდან	სა ხეობ იდან
ზარბაზნები	ზარ ბაზ ნები
შთამომავლების	შთამო მავლ ების
შუშანიკის	შუ შ ანიკის
კაფსულა	კ აფ სულა
პირის	პირ ის
სერტიფიკატის	სერტიფი კატ ის
გამოვლინდება	გამო ვლინ დება
საბჭოები	საბჭო ები
სალონში	სა ლონ ში
მწიფე	მწიფ ე
კარგია	კარგ ია
გეიმპლეი	გე იმ პლეი
სატელეფონო	სატელე ფონ ო
ვარდისფერ	ვარდის ფერ
შეჭრილიყო	შე ჭრილ იყო
უძლეველი	უ ძლევ ელი
რელიგიასთან	რელი გი ასთან
მტაცებლები	მტაც ებლ ები
ტექნოლოგიური	ტექნ ოლოგი ური
ხშირია	ხშირ ია
კინორეჟისორის	კინო რეჟისორ ის
ელემენტების	ელე მენტ ების
ამბობენ	ამბობ ენ
არარსებობის	არ არსებ ობის
დასაწყებად	დასა წყებ ად
ცხოვრობენ	ცხოვრ ობ ენ
სიღრმეზე	სი ღრმე ზე
აღწერა	აღ წერ ა
ფარავნის	ფარ ავ ნის
ურჩია	უ რჩი ა
ხერსონის	ხერ სონ ის
ღაზის	ღა ზ ის
შემოქმედებას	შე მოქმედ ებას
დინასტია	დინას ტი ა
შეთანხმდა	შე თანხმ და
შეისწავლა	შეი სწავლ ა
მიას	მი ას
დაკმაყოფილებული	დ აკმაყოფილ ებული
ლურჯია	ლურ ჯ ია
ხელნაწერიდან	ხელნა წერ იდან
დახშული	და ხშ ული
ნაწარმოებისა	ნაწარმო ებ ისა
დინამოსთან	დინამ ო სთან
აშელური	ა შელ ური
სამცხიდან	სამ ცხ იდან
წონასწორობას	წონ ასწორ ობას
შეფერილობას	შეფერ ილ ობას
გამოეწვია	გამო ე წვია
ვაზარის	ვა ზარ ის
ქვეყნებისათვის	ქვეყნ ების ათვის
მელოდიური	მელო დი ური
სუპერბოროტმოქმედი	სუპერბოროტ მოქმედ ი
წაუყენა	წაუ ყენ ა
მდივანი	მდი ვან ი
ჰიგიენის	ჰი გი ენის
თარიღიდან	თარიღ იდან
შეესწავლა	შეე სწავლ ა
სლავებს	ს ლავ ებს
ელის	ელ ის
ნავმისადგომი	ნავმისა დგომ ი
ქანდაკებაა	ქანდაკ ებ აა
დგინდება	დგინ დება
დაიბომბა	დაი ბომბ ა
მოშორებით	მო შორ ებით
რეგულირდება	რეგულირ დება
შემოდის	შემო დ ის
ბიოქიმიის	ბიო ქიმი ის
სატირული	სა ტირ ული
ბანდის	ბანდ ის
სპარტას	ს პარტ ას
ექცეოდა	ე ქცეო და
რედაქციამ	რედაქცი ამ
გახდებოდნენ	გა ხდ ებოდნენ
მოსახსნელად	მოსა ხსნელად
ხეობებითა	ხეობ ებითა
ესხმოდნენ	ეს ხმ ოდნენ
იოთამ	ი ოთ ამ
ფერისცვალების	ფერის ცვალ ების
კამარითაა	კამ არ ითაა
შანიძის	შან იძ ის
განამტკიცებს	განა მტკიც ებს
თემატიკის	თემატიკ ის
მთრიმლავ	მთრიმ ლავ
ფაბრიკაში	ფაბ რიკ აში
გავლის	გა ვლ ის
გაერთიანებით	გა ერთიან ებით
მონარქია	მონ არქი ა
მოსკოვი	მოს კოვ ი
სანახაობრივი	სანახა ობ რივი
განკითხვის	გან კითხვ ის
სახეობასა	სა ხეობ ასა
სიტუაციას	სიტუ აცი ას
მიზეზს	მიზეზ ს
ქვებია	ქვ ებია
შეუყვარდება	შეუყვ არდ ება
საქონელზე	საქონ ელ ზე
ბოტანიკის	ბოტან იკ ის
კრებულ	კრე ბულ
ათასამდე	ათა ს ამდე
აქო	აქ ო
მანერის	მა ნერ ის
აუწყეს	ა უწყ ეს
ისტორიაზე	ისტორი აზე
ელჩს	ელ ჩ ს
შერეული	შერე ულ ი
იატაკს	ია ტაკ ს
თავად	თავად
კამათის	კამ ათ ის
ჩეხოსლოვაკიაში	ჩეხო სლოვაკ იაში
ჰუნთა	ჰუ ნ თა
ნახსენებ	ნა ხსენ ებ
დიად	დი ად
ჭამენ	ჭამ ენ
ტურნირის	ტურნირ ის
კალენდრით	კალენდ რ ით
ედიტ	ედ იტ
სოხუმიდან	სო ხუმ იდან
მეჩვიდმეტე	მე ჩვიდმეტ ე
წარუმატებელ	წარუმატ ებელ
ჭედური	ჭედ ური
გვალვები	გვა ლვ ები
ამერიკაშიც	ამერიკ აშიც
იმპერიად	იმპერი ად
ბაროუს	ბარ ოუს
გორგიჯანიძე	გორგიჯან იძ ე
ქერა	ქ ერ ა
გაინაწილეს	გაი ნაწილ ეს
კვარცხლბეკი	კვარცხლ ბეკ ი
პროტონები	პრო ტონ ები
ჰოლივუდის	ჰოლივ უდ ის
ზოლით	ზო ლ ით
მდიდრულად	მდიდრ ულად
ჩავა	ჩა ვ ა
სიგანისა	სი გან ისა
წერტილი	წერ ტილ ი
აკუსტიკური	აკუ სტიკ ური
მაიამის	მაია მი ს
ახალმოსახლეები	ახალმოსა ხლე ები
დევის	დევ ის
თითო	თით ო
დროშას	დროშ ას
მთვარესთან	მთვ არე სთან
შვედეთს	შვედ ეთ ს
ჰომინიდების	ჰომინ იდ ების
კონკისტადორებს	კონკისტა დორ ებს
წინააღმდეგობის	წინააღმდეგ ობ ის
განადგურებული	განადგურ ებ ული
განუკურნებელი	გან უკურნებელ ი
მდინარედ	მდინარე დ
სალმა	ს ალ მა
დომინიკელთა	დომინ იკ ელთა
მოეგო	მო ეგო
არანორმალური	არა ნორმ ალური
გენიოსი	გენ იოს ი
მილიარდ	მილი არდ
ჰუკი	ჰ უკ ი
კოლა	კოლ ა
ხსნის	ხსნ ის
ვასალად	ვა სალ ად
ლონდონისა	ლონ დონ ისა
ამერიკელებმა	ამერიკ ელ ებმა
მზადდება	მზად დ ება
საცოლე	სა ცოლ ე
მიწებიდან	მიწ ებიდან
წარმოქმნიან	წარმო ქმნ იან
სუბალპური	სუბალ პურ ი
თარგმანის	თარგ მან ის
უესტი	უ ესტ ი
იზომორფული	იზო მორფ ული
დირკ	დი რკ
შაქარს	შა ქარ ს
გადააქცია	გადაა ქცი ა
ახალგაზრდას	ახალ გაზრდ ას
მოხსნებით	მო ხსნ ებით
ესენინმა	ესენ ინ მა
ლექსთა	ლექს თა
პატრონიკეს	პატრონ იკე ს
იბერია	იბ ერი ა
იგულისხმებოდა	ი გულისხმ ებოდა
პ	პ
ურჩხულს	ურჩხ ულ ს
მსახურად	მსახურ ად
ფართის	ფა რთ ის
ჭიდაობა	ჭიდა ობ ა
გახმოვანება	გა ხმოვან ება
რაფაელი	რაფა ელ ი
თესლის	თესლ ის
ნახევარფინალური	ნახევარ ფინალ ური
იწოდებოდა	იწოდ ებ ოდა
ყოველკვირეულ	ყოველკვირ ეულ
ფრენის	ფრენ ის
ტროლები	ტრო ლ ები
თამაშობდა	თამაშ ობდა
წასვლით	წა სვლ ით
პოეტების	პო ეტ ების
ადგილებთან	ადგილ ებთან
ასი	ას ი
შეცვლაზე	შე ცვლ აზე
მდ	მდ
სპეციალისტის	სპეცი ალისტ ის
ადრიანა	ად რიან ა
მეგობრობას	მეგობრ ობ ას
ფრანც	ფრ ანც
პრეზიდიუმმა	პრეზიდ იუმ მა
ტიუდორების	ტიუ დორ ების
დარჩენის	და რჩენ ის
დროშების	დროშ ების
შენარჩუნებულია	შე ნარჩუნ ებულია
ტყვეობაში	ტყვე ობ აში
წელიდან	წ ელ იდან
რაოდენობაზე	რაოდენ ობ აზე
ნესტიან	ნ ესტ იან
შემთვევაში	შე მთვ ევაში
ნაწილს	ნაწილ ს
შენარჩუნებული	შე ნარჩუნ ებული
ზონებს	ზონ ებს
გადასცემოდა	გადა სცემ ოდა
აღმოჩენებმა	აღმო ჩენ ებმა
გამოხმაურებები	გამო ხმაურ ებები
მომაკვდავმა	მომაკვ დავ მა
ფრედ	ფრედ
წევრებს	წევრ ებს
გველს	გვ ელ ს
ემჩნევა	ე მჩნევ ა
მეისონი	მე ისონ ი
მითებსა	მ ით ებსა
აგურისა	ა გურ ისა
ინჟინერმა	ინჟინ ერ მა
უღმრთო	უ ღმრთო
რუმის	რ უმ ის
ბულგარეთში	ბულგარ ეთ ში
მტერზე	მ ტერ ზე
ესპანეთმა	ესპანე თ მა
ძანეტის	ძა ნეტ ის
ჰქონია	ჰ ქონ ია
ქონდარა	ქონ დარ ა
ჰეს	ჰ ეს
გამოფინა	გამო ფინ ა
გაწვევა	გა წვევ ა
ინჟინრის	ინჟინ რ ის
ბრაუნშვაიგის	ბრა უნშვაიგ ის
თუნდაც	თ უნდ აც
აბსურდული	აბსურ დ ული
ტილი	ტი ლ ი
წარმოშობისა	წარმო შობ ისა
ივერიაში	ივერ ი აში
მიაქციეს	მია ქცი ეს
ითვისებს	ითვის ებ ს
ოსტგუთები	ოს ტგუთ ები
წლიური	წლიურ ი
ფოსტის	ფოს ტ ის
მატარებლით	მატარ ებლ ით
სტრატეგია	სტრატ ეგი ა
ცვლილებით	ცვლილ ებ ით
ესწრება	ესწრე ბ ა
ნაცვალი	ნა ცვალ ი
რბოლებში	რ ბოლ ებში
დირაკი	დი რაკ ი
მეირ	მე ირ
ლუდვიგმა	ლუდ ვიგ მა
გამოხდით	გამო ხდ ით
კარტოფილი	კარტო ფილ ი
თეორიულად	თეო რი ულად
სტუდია	სტუდი ა
ნამდვილი	ნამდვილ ი
მოძრაობაზე	მოძრა ობ აზე
პროდუქტებში	პროდუქტ ებში
მთვარი	მთ ვარ ი
მზის	მ ზ ის
რელიგიურ	რელი გი ურ
დახმარებაზე	და ხმარებ აზე
დასმულ	დას მულ
ვარსკვლავიერი	ვარსკვლავ იერი
გადაჭიმული	გადა ჭიმულ ი
დიდებულებს	დიდ ებულ ებს
მოინანია	მოინა ნი ა
მინანქარი	მინან ქ არი
რისკები	რი სკ ები
დაბადებიდან	დაბა დებ იდან
ესპანურმა	ესპან ურ მა
ოსებს	ოს ებს
უელსს	უელ ს ს
ემყარება	ე მყარ ება
ტრიუფოს	ტრი უფოს
ტბებით	ტ ბ ებით
ზეპ	ზ ეპ
ბიზანტიამ	ბიზანტ ი ამ
მიეტანა	მიე ტან ა
პერიოდებში	პერი ოდ ებში
მსვლელობას	მსვლელ ობ ას
ფრანსუა	ფრან ს უა
საძებრად	საძე ბრ ად
მარად	მარ ად
სახაზო	სა ხაზ ო
დაესვა	და ეს ვა
შეიცვალეს	შე იცვალ ეს
შერაცხა	შე რაცხ ა
კრიტიკას	კრიტიკ ას
შესწირა	შეს წირ ა
ვლადიმირი	ვლადი მირ ი
ძაღლების	ძაღლ ების
გოლით	გო ლ ით
ჟარმა	ჟარ მა
ჩარტების	ჩარ ტ ების
ხელისუფლებისა	ხელისუფლ ებისა
შაური	შ ა ური
პიუნიკის	პიუ ნიკ ის
საქორწინო	სა ქორწინ ო
გამოსახულებებით	გამო სახულ ებებით
ამომწყდარი	ამომწყ დარ ი
მარაგი	მარაგ ი
ესპანური	ესპან ურ ი
როუსის	რო უსის
უხვევს	უხ ვ ევს
თამაშია	თამაშ ია
შეისწავლის	შეი სწავლ ის
კეთდება	კეთ დ ება
დააპატიმრეს	დაა პატიმრ ეს
პროცედურებს	პროცედ ურ ებს
სუბეკვატორული	სუბ ეკვატორ ული
გადაშენდნენ	გადა შენ დნენ
მიიწევს	მიი წევ ს
ელემენტით	ელე მენტ ით
სუზანა	სუზ ან ა
წარმატებები	წარ მატებ ები
საბაბი	საბა ბ ი
ანთროპოგენური	ანთროპოგენ ურ ი
დარჩენილიყვნენ	და რჩენილ იყვნენ
სწავლების	სწავლ ებ ის
რელსებზე	რე ლს ებზე
მახასიათებლებით	მახასიათ ებლ ებით
დანალექ	დანა ლექ
ვა	ვა
ყუმურის	ყუმ ურ ის
პერიოდულობა	პერიოდ ულობ ა
ეკითხება	ე კითხ ება
მოფენილია	მოფენ ილ ია
წყნაროკეანური	წყ ნარ ოკეანური
მოკლევადიანი	მოკლე ვად იანი
მოქმედებამ	მოქმედ ებ ამ
ვიკინგებს	ვიკი ნგ ებს
უილის	უ ილ ის
დაძაბულობას	დაძაბ ულობ ას
მოაწყდა	მოა წყ და
ბულგარელების	ბულგარ ელ ების
გაჰყვნენ	გა ჰყვ ნენ
მელაპარაკებოდა	მე ლაპარაკ ებოდა
სიმსივნური	სიმსი ვნ ური
დასამყარებლად	დასა მყარ ებლად
იმპორტი	იმ პორტ ი
ტეილორმა	ტეი ლორ მა
ემსხვერპლა	ე მსხვერპლ ა
სპექტრში	სპექტ რ ში
ქალებთან	ქალ ებთან
ჩასულიყო	ჩა სულ იყო
ცალკეული	ცალკე ულ ი
ბერიძის	ბერ იძ ის
წაგებით	წა გებ ით
ჩაცმულობის	ჩაც მულ ობის
ასამდე	ას ამდე
ტექნიკურად	ტექნ იკ ურად
ღმერთის	ღმერთ ის
თავჯდომარედ	თავჯდომა რე დ
ლამაზია	ლამაზ ია
ინგლისურად	ინგლის ურ ად
ნაპოლის	ნაპო ლ ის
ნაშრომმა	ნა შრომ მა
ჩრდილოეთი	ჩრდილო ეთ ი
იანვრისთვის	იან ვრ ისთვის
ისეთების	ის ეთ ების
რექტორად	რე ქტორ ად
შამქორის	შამ ქორ ის
თვითმფრინავები	თვითმ ფრინავ ები
ტუჩები	ტუ ჩ ები
მაჰმადის	მა ჰმად ის
ცეკვებს	ცეკ ვ ებს
თავჯდომარეა	თავჯდომა რე ა
მკურნალობაზე	მკურნა ლობ აზე
სიმბოლოები	სიმბოლ ო ები
კოლეჯის	კოლე ჯ ის
გაიტაცეს	გაი ტაც ეს
შემსრულებლად	შემსრულებლ ად
მიუგო	მიუ გო
ილუსტრაციები	ილუსტრ აცი ები
ლიგის	ლიგ ის
დაწინაურების	დაწინა ურ ების
გროვა	გროვ ა
რისხვის	რის ხვ ის
ტანჯვას	ტანჯ ვ ას
კონკურსს	კონკურს ს
პერსონაჟად	პერსონ აჟ ად
რაჭა	რა ჭ ა
ნიშები	ნ იშ ები
კალიმანტანის	კალიმან ტან ის
თითი	თით ი
გაასწორეს	გა ასწორ ეს
განადგურდა	გა ნადგურ და
გააქტიურდა	გაა ქტიურ და
ცენტრებს	ცენტრ ებს
ჭეშმარიტი	ჭეშმარ იტ ი
მიზეზად	მიზეზ ად
მოსაზიდად	მოსა ზიდ ად
ანტიოქიის	ანტი ოქ იის
ფოკუსი	ფ ოკ უსი
გთხოვთ	გ თხოვ თ
ფსკოვის	ფს კოვ ის
კალენდარს	კალენ დარ ს
ფილმშიც	ფილმ შიც
გამეფებისთანავე	გა მეფ ებისთანავე
სილუეტი	სილუ ეტ ი
ჰიტლერს	ჰიტ ლერ ს
წარმონაქმნები	წარმონა ქმნ ები
ჩაიყვანეს	ჩა იყვან ეს
წარმართები	წარ მართ ები
ატომთან	ა ტომ თან
დაახასიათა	დაა ხასიათ ა
სულთნის	სულთ ნ ის
ასგარდების	ას გარდ ების
ინდოეთს	ინდო ეთ ს
მოკიდებული	მო კიდ ებული
შუქურის	შუქ ურ ის
მოგზაურობაში	მოგზაურ ობ აში
ტვინს	ტ ვინ ს
დამპყრობლის	დამპყრობ ლ ის
წყვილად	წყვილ ად
გადაღებულია	გადა ღ ებულია
დაძაბვა	და ძაბ ვა
კალაპოტიდან	კალა პოტ იდან
ხელოვნებათმცოდნე	ხელოვნ ებათმცოდნე
ტერორისტი	ტერორ ისტ ი
ნახევარკუნძულზე	ნახევარ კუნძულ ზე
შესწორებული	შე სწორ ებული
დიზრაელის	დიზ რაელ ის
რომლისაგანაც	რომ ლ ისაგანაც
კრაისლერ	კრა ის ლერ
თან	თან
მშვიდი	მ შვიდ ი
ხმლების	ხმ ლ ების
პარაზიტობენ	პარაზ იტ ობენ
ნემსი	ნემ ს ი
პუბლიკის	პუბლიკ ის
გლეხის	გლეხ ის
რესტორანში	რესტორ ან ში
აზრზე	აზრ ზე
გაუმჯობესებაში	გა უმჯობეს ებაში
ორსულობის	ორ სულ ობის
გაბუნიას	გა ბუნ იას
პორტები	პორტ ები
ტანისამოსს	ტანისა მოს ს
ბაზალტური	ბაზ ალტ ური
საზღვრებით	სა ზღვრ ებით
ახმოვანებენ	ა ხმოვან ებენ
ტემპერატურებს	ტემპერატურ ებს
დაარსებისა	და არსებ ისა
მატჩი	მატ ჩ ი
გააგრძელა	გაა გრძელ ა
ცხოველია	ცხოველ ია
ავტომობილს	ავტომობილ ს
ხანძრის	ხან ძრ ის
გადასასვლელი	გადა სასვლელ ი
მინდოდა	მინ დო და
საარბიტრაჟო	სა არბიტრაჟ ო
დაფარვა	და ფარ ვა
აღებაც	ა ღებ აც
მიეღო	მი ეღო
დაჯილდოება	და ჯილდო ება
პოზიციაზეც	პოზიც ი აზეც
ფეგელეინი	ფეგე ლეინი
მისიის	მის ი ის
პოეტის	პო ეტ ის
კოლეჯს	კოლე ჯ ს
ქმედება	ქმე დებ ა
ნინკენის	ნინ კენ ის
გამოხატავდეს	გამო ხატ ავდეს
პანამას	პან ამ ას
პლაჟი	პლა ჟ ი
ანდებში	ა ნდ ებში
გულშემატკივრების	გულშემატკივ რ ების
არომატული	არო მატ ული
პანთეონი	პანთე ონ ი
ეცნობოდა	ე ცნობ ოდა
ნორმაში	ნორმ აში
დაებრუნებინათ	დაებრუნ ებინა თ
სპარსული	სპარს ულ ი
ექიმმა	ე ქიმ მა
ფასს	ფას ს
ენდობოდნენ	ე ნდობ ოდნენ
აჯანყებისთვის	აჯანყ ების თვის
ინდუსტრია	ინდუსტრი ა
შანსს	შან ს ს
დემოკრატები	დემო კრატ ები
გეას	გე ას
ფრანგულად	ფრან გულ ად
მსხვერპლს	მსხვერპლ ს
ამნეზია	ამ ნეზი ა
ატკინსონი	ატ კინ სონი
სახარებიდან	სახარ ებ იდან
კუთხესთან	კუთ ხე სთან
უაზროდ	უ აზრ ოდ
სინონიმი	სი ნონიმ ი
ტყესა	ტყე სა
იუდაიზმის	იუდა იზმ ის
მტკვარზე	მტკ ვარ ზე
თევზის	თევზ ის
ატმოსფეროზე	ატმ ოსფერ ოზე
რესტორნების	რესტორ ნ ების
ქვიშაქვებით	ქვიშ აქვ ებით
სისტემებში	სისტემ ებში
ისკანდერ	ი სკ ანდერ
მსხვილმა	მსხვ ილ მა
ბიზანტიას	ბიზანტ ი ას
შენაკადია	შენა კად ია
იუნაიტედთან	იუნაი ტედ თან
ნაკრძალის	ნა კრძალ ის
ჩამორჩენილობა	ჩამო რჩენილ ობა
ელემენტებით	ელე მენტ ებით
თერმულად	თერმულ ად
მსახიობ	მსახიობ
მგლების	მ გლ ების
საბატონო	სა ბატონ ო
საორიენტაციო	სა ორიენტ აციო
ბრენდების	ბრე ნდ ების
შეუქმნის	შეუ ქმნ ის
მოსდევდა	მოს დევ და
სცენით	სცენ ით
მიმდგომი	მი მდგომ ი
ცხოველურ	ცხოველ ურ
გადალახვას	გადა ლახ ვას
ძაბვის	ძაბ ვის
ვალერი	ვა ლერ ი
გამოყვანილი	გამო ყვანილ ი
მოლეკულურ	მოლე კულ ურ
შიმპანზე	შიმპან ზე
დაფარეს	და ფარ ეს
გადაიწია	გადა იწ ია
ბონი	ბონ ი
დაემტკიცებინათ	დაე მტკიც ებინათ
ერთიანი	ერთიან ი
ბილწი	ბ ილ წი
ვერსიებით	ვერსი ებით
ფოტოების	ფო ტო ების
ირღვევა	ი რღვევ ა
დიდებით	დიდ ებით
მსოფლიოშია	მსოფლი ო შია
რომანტიულ	რო მან ტიულ
სპლიტში	სპლ იტ ში
გამკლავებოდა	გა მკლავ ებოდა
კაბებს	კა ბ ებს
რენუარის	რ ენ უარის
ჩაერთო	ჩა ერთ ო
გვერდითი	გვერდ ითი
არესის	არე ს ის
ლევირატი	ლევირ ატი
ნიშნით	ნიშნ ით
საბაღო	სა ბაღ ო
უჩია	უ ჩ ია
ზომებს	ზომ ებს
ძაღლის	ძაღლ ის
ავტორიტეტად	ავტორ იტეტ ად
კოლეჯიდან	კოლე ჯ იდან
თავიანთ	თავი ანთ
მალავი	მა ლავ ი
საკურფიურსტო	სა კურფიურსტ ო
ვისი	ვი ს ი
გაღიზიანებული	გა ღიზიან ებული
მსგავსებისა	მსგავს ებისა
შემეკითხა	შემე კითხ ა
დაბადებისთანავე	დაბა დებ ისთანავე
ქუჩაში	ქუჩ აში
რაიხსტაგის	რაიხსტ აგ ის
გამოირიცხოს	გამოი რიცხ ოს
ანაბეჭდი	ანა ბეჭდ ი
დიპლომატის	დიპლო მატ ის
ხელმოწერა	ხელმო წერ ა
ფორმატს	ფორმ ატ ს
მანჩესტერს	მან ჩესტერ ს
ჩადიან	ჩა დ იან
გუნდით	გ უნდ ით
აეროდრომზე	აერ ოდრომ ზე
თრი	თ რ ი
დათარიღება	და თარიღ ება
მოწყობილობით	მოწყობ ილობ ით
ალბანური	ალბან ურ ი
ადევნებენ	ა დევნ ებენ
იმპორტზე	იმ პორტ ზე
წარუშლელი	წარუშლ ელ ი
ხეხილის	ხე ხილ ის
სლავების	ს ლავ ების
რესპუბლიკას	რეს პუბლიკ ას
კეთილდღეობას	კეთილდღე ობ ას
გაკვეთილებზე	გა კვეთილ ებზე
სტრატეგიულად	სტრატ ეგი ულად
ჯგუფებს	ჯგუფ ებს
იასი	ი ას ი
ვარჯიშის	ვარჯიშ ის
ტერმინით	ტერ მინ ით
დინებაში	დინ ებ აში
პუბლიცისტი	პუბლი ც ისტი
კიოტო	კი ოტ ო
ზონად	ზონ ად
სამუდამოდ	სა მუდამ ოდ
არასტაბილურობა	არა სტაბილურ ობა
ითვისებდნენ	ითვის ებ დნენ
ფელტსკუგი	ფელტს კუ გი
სუდანის	ს უდან ის
არენის	არ ენ ის
დაქორწინებულიყო	და ქორწინ ებულიყო
რაინდი	რა ინდ ი
შეაქეს	შე აქ ეს
გალილეო	გალი ლე ო
უსმენენ	უ სმენ ენ
დენ	დ ენ
ოკეანის	ოკეან ის
პლანეტურ	პლანეტ ურ
მსოფლიოს	მსოფლი ო ს
რეგიონ	რეგიონ
ჩვენების	ჩვენ ების
კონტინენტიდან	კონტინენტ იდან
მკვლევრები	მკვლე ვრ ები
რესპუბლიკის	რეს პუბლიკ ის
ასეთი	ას ეთ ი
ნომენკლატურის	ნომენკლა ტურ ის
კლასიფიკაციით	კლას იფიკაცი ით
დაგზავნა	და გზავნ ა
ხით	ხ ით
მოძიებას	მო ძიებ ას
ნაკვეთებზე	ნა კვეთ ებზე
შემოსავლები	შემოსავლ ები
გადასცემს	გადა სცემ ს
უმაგრებდა	უ მაგრ ებდა
ლევირატის	ლევირ ატი ს
მუსიკოსია	მუსიკ ოს ია
დიოქსიდის	დი ოქსიდ ის
ხატმებრძოლეობა	ხატ მებრძოლ ეობა
სომხები	სომ ხ ები
როდოსი	რო დოს ი
სალომე	სა ლომე
ნაციონალისტები	ნაციონალი სტ ები
ნაადრევი	ნაად რევ ი
დარგობრივი	დარ გ ობრივი
იბადება	ი ბად ება
სარდლობას	სარდლ ობ ას
პოლონეთში	პოლონ ეთ ში
გაწყვიტა	გა წყ ვიტა
გეოგრაფიაში	გე ოგრაფი აში
ინდუსტრიალიზაციის	ინდუსტრი ალიზაცი ის
ბეროუზის	ბერო უზ ის
მტერთა	მ ტერ თა
ფოსფორის	ფოს ფორ ის
ითვლის	ი თვლ ის
კეი	კე ი
მოშენების	მო შენ ების
სახელმძღვანელო	სახელმძღვანე ლო
საცდელი	საცდელ ი
უმასპინძლა	უ მასპინძლ ა
სიცილით	სი ცილ ით
სერიაზე	ს ერი აზე
პუბლიცისტურ	პუბლი ც ისტურ
განლაგებით	გან ლაგ ებით
ფილებით	ფ ილ ებით
ნაციონალიზაცია	ნაციონალი ზ აცია
საშუალო	საშუა ლ ო
ვრცელ	ვრცელ
ბაზრები	ბაზ რ ები
ქვებს	ქვ ებს
გაუძლებდა	გაუ ძლ ებდა
ზღვარზე	ზღვარ ზე
ფრინველს	ფრინ ველ ს
მოწესრიგდა	მო წესრიგ და
კელტებს	კელ ტ ებს
მინისტრმა	მი ნისტრ მა
საკრავები	სა კრავ ები
ჯდება	ჯ დება
პარტიად	პარტი ად
ფაქტების	ფაქ ტ ების
რაზმს	რა ზმ ს
ტური	ტურ ი
სახალიფო	სა ხალიფ ო
მოუტანს	მოუ ტან ს
ჭაბუკმა	ჭა ბუკ მა
ვერნის	ვერ ნის
ათასზე	ათა ს ზე
თამაშისთვის	თამაშ ისთვის
ძალაუფლებაში	ძალაუ ფლ ებაში
დამბის	დამ ბ ის
რეკვიემი	რეკვი ემი
უკუნისამდე	უკუნ ისამდე
ალბათობის	ალბ ათ ობის
აცხადებს	ა ცხად ებს
ობიექტურ	ო ბიექტ ურ
მართალი	მართ ალ ი
ფანჯარაში	ფანჯარ ა ში
გუშინ	გუში ნ
აკაცია	ა კაც ია
მიწურულიდან	მიწურ ულ იდან
მადრიდულ	მად რიდ ულ
უხდება	უ ხდ ება
საუკუნით	სა უკუნ ით
გენიოსის	გენ იოს ის
აუზები	ა უზ ები
მოგზაურობას	მოგზაურ ობ ას
თამუნა	თა მ უნა
ყინულქვეშა	ყინ ულ ქვეშა
ჭრილში	ჭრილ ში
გაეცნობა	გაე ცნ ობა
მსურველ	მ სურველ
ოქრომჭედლობის	ოქრომჭედ ლობ ის
დეპარტამენტსა	დეპარტა მენტ სა
თეოფილე	თეო ფილ ე
ჩასახლდნენ	ჩა სახლ დნენ
არდის	არდ ის
შენობები	შენ ობ ები
შარაშიძე	შარა შ იძე
გამარჯვებას	გამარჯვ ებ ას
რედაქტორია	რედაქ ტორ ია
წინააღმდეგია	წინააღმდეგ ია
ისააკი	ისა აკ ი
კარიერისა	კარ იერ ისა
მწერლებმა	მწერ ლ ებმა
ჰენდერსონის	ჰენდერ სონი ს
შეავსო	შე ავს ო
კვადრატში	კვადრ ატ ში
ზომებით	ზომ ებით
გურიელმა	გუ რიელ მა
არქიტექტორს	არქიტექ ტორ ს
კოორდინატთა	კოორდინ ატ თა
თემებად	თ ემ ებად
ტვერის	ტვ ერ ის
გააუმჯობესოს	გაა უმჯობეს ოს
მომზადებისას	მო მზადებ ისას
მიმართულებაზე	მიმართულ ებ აზე
სასტუმროები	სასტუმრ ო ები
ენდოგენური	ენ დ ოგენური
ლურჯად	ლურ ჯ ად
ქუთაისიდან	ქუ თა ისიდან
დაჯილდოებულ	და ჯილდო ებულ
ქვესახეობას	ქვესა ხეობ ას
მკვლევარის	მკვლე ვარ ის
სამხრეთის	სა მხრეთ ის
მონოგრაფიები	მონ ოგრაფი ები
გენთა	გენ თა
ჩერდებიან	ჩერ დებ იან
გამოსახულებებია	გამო სახულ ებებია
ნიშნის	ნიშნ ის
ლოგო	ლოგ ო
მოწმე	მოწმ ე
ისახავს	ისა ხავ ს
შემოსაზღვრული	შემოსაზღვრ ულ ი
როსიმ	როს იმ
გამოცდები	გამო ცდ ები
ავტომობილის	ავტომობილ ის
კოლუმბიამ	კოლუმბ ი ამ
საზღაურის	საზღა ურ ის
საქმეებში	სა ქმე ებში
განვლო	გან ვლ ო
სამუდამო	სა მუდამ ო
წყაროებით	წყარო ებით
კლასებს	კლას ებს
პუშკინის	პუშ კინ ის
ხალხია	ხალ ხ ია
ლექსებში	ლექს ებში
როის	რო ის
კანტის	კ ანტ ის
ხარვეზების	ხარ ვეზ ების
სარეწაო	სა რე წაო
აკაკის	აკა კ ის
ასეთები	ას ეთ ები
ვითარცა	ვითარ ცა
ფროდო	ფრო დ ო
ზოოპარკის	ზოო პარკ ის
ეთამაშებოდა	ე თამაშ ებოდა
ასეთმა	ას ეთ მა
დახმარებოდა	და ხმარებ ოდა
მოწაფედ	მოწა ფე დ
ოჰაიოში	ო ჰაი ოში
